lake_id,lake_name,district
LID 40240,NA,Rotorua (Bay of Plenty)
LID 40241,NA,Rotorua (Bay of Plenty)
LID 40245,NA,Rotorua (Bay of Plenty)
LID 40253,NA,Rotorua (Bay of Plenty)
LID 40288,NA,Gisborne (Gisborne)
LID 40289,NA,Gisborne (Gisborne)
LID 40305,NA,Napier (Hawke's Bay)
LID 40307,Umuomahu,Napier (Hawke's Bay)
LID 40311,Potaka,Gisborne (Gisborne)
LID 40312,Te Whakatutu,Gisborne (Gisborne)
LID 40316,NA,Gisborne (Gisborne)
LID 40320,NA,Gisborne (Gisborne)
LID 40321,Hikaka,Gisborne (Gisborne)
LID 40323,Kiriopukae,Gisborne (Gisborne)
LID 40325,Wherowhero,Gisborne (Gisborne)
LID 40326,Whakamarino,Gisborne (Gisborne)
LID 40327,Kaitawa,Gisborne (Gisborne)
LID 40350,NA,Gisborne (Gisborne)
LID 40355,NA,Gisborne (Gisborne)
LID 40358,NA,Gisborne (Gisborne)
LID 40392,Ruapani,Gisborne (Gisborne)
LID 40393,Whano O Ruapani,Gisborne (Gisborne)
LID 40396,Waikareiti,Gisborne (Gisborne)
LID 40401,NA,Gisborne (Gisborne)
LID 40403,Kaipo,Gisborne (Gisborne)
LID 40405,NA,Gisborne (Gisborne)
LID 40409,NA,Gisborne (Gisborne)
LID 40416,NA,Gisborne (Gisborne)
LID 40444,NA,Gisborne (Gisborne)
LID 40460,NA,Gisborne (Gisborne)
LID 40474,NA,Gisborne (Gisborne)
LID 40509,NA,Gisborne (Gisborne)
LID 40521,Rotokaha,Gisborne (Gisborne)
LID 40530,NA,Gisborne (Gisborne)
LID 40534,Karangata,Gisborne (Gisborne)
LID 40535,NA,Gisborne (Gisborne)
LID 40545,NA,Gisborne (Gisborne)
LID 40552,NA,Gisborne (Gisborne)
LID 40554,NA,Gisborne (Gisborne)
LID 40590,NA,Gisborne (Gisborne)
LID 40594,NA,Gisborne (Gisborne)
LID 40601,NA,Gisborne (Gisborne)
LID 40607,NA,Gisborne (Gisborne)
LID 40661,NA,Gisborne (Gisborne)
LID 40679,NA,Gisborne (Gisborne)
LID 40742,NA,Gisborne (Gisborne)
LID 40753,NA,Gisborne (Gisborne)
LID 40765,NA,Gisborne (Gisborne)
LID 40779,NA,Gisborne (Gisborne)
LID 40837,NA,Gisborne (Gisborne)
LID 40950,NA,Gisborne (Gisborne)
LID 40980,NA,Gisborne (Gisborne)
LID 40982,NA,Gisborne (Gisborne)
LID 41129,NA,Gisborne (Gisborne)
LID 41140,NA,Gisborne (Gisborne)
LID 41141,NA,Gisborne (Gisborne)
LID 41142,NA,Gisborne (Gisborne)
LID 41285,NA,Lake Tekapo (Canterbury)
LID 41293,Lake Denny,Lake Tekapo (Canterbury)
LID 41294,NA,Lake Tekapo (Canterbury)
LID 41298,NA,Lake Tekapo (Canterbury)
LID 41299,Lake Emma,Lake Tekapo (Canterbury)
LID 41302,Lake Trinity,Lake Tekapo (Canterbury)
LID 41305,Lake Clearwater,Lake Tekapo (Canterbury)
LID 41306,Lake Camp,Lake Tekapo (Canterbury)
LID 41314,Waahi,Hamilton (Waikato)
LID 41327,NA,Hamilton (Waikato)
LID 41328,NA,Hamilton (Waikato)
LID 41335,NA,Hamilton (Waikato)
LID 41354,Lake Roundabout,Lake Tekapo (Canterbury)
LID 41359,NA,Christchurch (Canterbury)
LID 41365,Lake Rubicon,Christchurch (Canterbury)
LID 41443,NA,Christchurch (Canterbury)
LID 41470,NA,Hamilton (Waikato)
LID 41471,NA,Hamilton (Waikato)
LID 41472,NA,Hamilton (Waikato)
LID 41561,NA,Gisborne (Gisborne)
LID 41590,NA,Gisborne (Gisborne)
LID 41679,Lake Eggeling,Tara Hills (Canterbury)
LID 41680,NA,Tara Hills (Canterbury)
LID 41687,Macs Lagoon,Tara Hills (Canterbury)
LID 41690,NA,Tara Hills (Canterbury)
LID 41696,NA,Tara Hills (Canterbury)
LID 41699,NA,Tara Hills (Canterbury)
LID 41701,NA,Tara Hills (Canterbury)
LID 41704,NA,Tara Hills (Canterbury)
LID 41721,NA,Lake Tekapo (Canterbury)
LID 41723,NA,Lake Tekapo (Canterbury)
LID 41724,NA,Lake Tekapo (Canterbury)
LID 41727,NA,Lake Tekapo (Canterbury)
LID 41738,NA,Tara Hills (Canterbury)
LID 41743,NA,Lake Tekapo (Canterbury)
LID 41746,NA,Lake Tekapo (Canterbury)
LID 41757,Douglas Lake,Lake Tekapo (Canterbury)
LID 41759,NA,Lake Tekapo (Canterbury)
LID 41761,NA,Lake Tekapo (Canterbury)
LID 41768,Mueller Lake,Lake Tekapo (Canterbury)
LID 41772,Hooker Lake,Lake Tekapo (Canterbury)
LID 41868,NA,Gisborne (Gisborne)
LID 41891,NA,Gisborne (Gisborne)
LID 42067,NA,Gisborne (Gisborne)
LID 42093,Repongaere,Gisborne (Gisborne)
LID 42121,NA,Gisborne (Gisborne)
LID 42284,NA,Gisborne (Gisborne)
LID 42332,NA,Gisborne (Gisborne)
LID 42364,NA,Gisborne (Gisborne)
LID 42476,NA,Gisborne (Gisborne)
LID 42527,NA,Gisborne (Gisborne)
LID 42580,NA,Gisborne (Gisborne)
LID 42978,NA,Gisborne (Gisborne)
LID 43087,NA,Gisborne (Gisborne)
LID 43116,NA,Gisborne (Gisborne)
LID 43166,NA,Rotorua (Bay of Plenty)
LID 43199,NA,Gisborne (Gisborne)
LID 43231,NA,Gisborne (Gisborne)
LID 43235,NA,Gisborne (Gisborne)
LID 43269,NA,Rotorua (Bay of Plenty)
LID 43461,Mangatutara,Gisborne (Gisborne)
LID 43562,Otopotehetehe (Mud Lake),Gisborne (Gisborne)
LID 43566,NA,Gisborne (Gisborne)
LID 43569,NA,Gisborne (Gisborne)
LID 43574,NA,Gisborne (Gisborne)
LID 43635,NA,Invercargill (Southland)
LID 43639,Lake Brunton,Invercargill (Southland)
LID 43649,Lake Vincent,Invercargill (Southland)
LID 43655,Lake Forest,Invercargill (Southland)
LID 43660,NA,Invercargill (Southland)
LID 43661,Lake Cook,Invercargill (Southland)
LID 43668,The Reservoir,Gore (Southland)
LID 43684,NA,Invercargill (Southland)
LID 43702,NA,Gore (Southland)
LID 43823,NA,Invercargill (Southland)
LID 43829,NA,Invercargill (Southland)
LID 43846,NA,Invercargill (Southland)
LID 43874,NA,Gore (Southland)
LID 43882,NA,Gore (Southland)
LID 43925,NA,Gore (Southland)
LID 43926,NA,Gore (Southland)
LID 43927,NA,Gore (Southland)
LID 43928,NA,Gore (Southland)
LID 43940,NA,Gore (Southland)
LID 43972,NA,Gore (Southland)
LID 43974,NA,Gore (Southland)
LID 43980,NA,Gore (Southland)
LID 44033,NA,Gore (Southland)
LID 44044,NA,Gore (Southland)
LID 44045,NA,Gore (Southland)
LID 44110,NA,Gore (Southland)
LID 44210,Lake Wilkie,Gore (Southland)
LID 44248,NA,Gore (Southland)
LID 44250,NA,Gore (Southland)
LID 44274,NA,Gore (Southland)
LID 44322,NA,Gore (Southland)
LID 44353,NA,Gore (Southland)
LID 44355,NA,Gore (Southland)
LID 44361,NA,Gore (Southland)
LID 44364,NA,Gore (Southland)
LID 44380,NA,Gore (Southland)
LID 44387,NA,Dunedin (Otago)
LID 44389,NA,Dunedin (Otago)
LID 44391,Waihola,Dunedin (Otago)
LID 44396,NA,Dunedin (Otago)
LID 44398,NA,Dunedin (Otago)
LID 44400,NA,Dunedin (Otago)
LID 44401,NA,Dunedin (Otago)
LID 44402,NA,Dunedin (Otago)
LID 44405,NA,Dunedin (Otago)
LID 44406,NA,Dunedin (Otago)
LID 44408,NA,Dunedin (Otago)
LID 44409,NA,Dunedin (Otago)
LID 44413,NA,Dunedin (Otago)
LID 44414,NA,Dunedin (Otago)
LID 44461,NA,Gore (Southland)
LID 44503,NA,Gore (Southland)
LID 44505,NA,Gore (Southland)
LID 44517,NA,Gore (Southland)
LID 44520,NA,Gore (Southland)
LID 44565,NA,Dunedin (Otago)
LID 44570,Malones Dam,Dunedin (Otago)
LID 44572,NA,Dunedin (Otago)
LID 44574,Phoenix Dam,Dunedin (Otago)
LID 44575,NA,Dunedin (Otago)
LID 44577,NA,Gore (Southland)
LID 44579,NA,Gore (Southland)
LID 44582,NA,Gore (Southland)
LID 44583,NA,Gore (Southland)
LID 44587,NA,Gore (Southland)
LID 44599,Tuakitoto,Dunedin (Otago)
LID 44601,NA,Dunedin (Otago)
LID 44610,NA,Dunedin (Otago)
LID 44613,NA,Dunedin (Otago)
LID 44614,NA,Dunedin (Otago)
LID 44615,NA,Dunedin (Otago)
LID 44619,NA,Dunedin (Otago)
LID 44657,NA,Dunedin (Otago)
LID 44674,NA,Dunedin (Otago)
LID 44677,Hawkers Dam,Dunedin (Otago)
LID 44678,NA,Dunedin (Otago)
LID 44686,NA,Dunedin (Otago)
LID 44689,NA,Dunedin (Otago)
LID 44691,NA,Dunedin (Otago)
LID 44694,Waipori,Dunedin (Otago)
LID 44710,NA,Dunedin (Otago)
LID 44727,NA,Dunedin (Otago)
LID 44734,NA,Dunedin (Otago)
LID 44735,NA,Dunedin (Otago)
LID 44744,NA,Dunedin (Otago)
LID 44745,NA,Dunedin (Otago)
LID 44746,Tomahawk Lagoon W,Dunedin (Otago)
LID 44747,Tomahawk Lagoon E,Dunedin (Otago)
LID 45048,NA,Gore (Southland)
LID 45110,NA,Gore (Southland)
LID 45121,NA,Gore (Southland)
LID 45123,NA,Gore (Southland)
LID 45150,NA,Dunedin (Otago)
LID 45151,Mahinerangi,Dunedin (Otago)
LID 45153,Mahinerangi N,Dunedin (Otago)
LID 45155,Knights Dam,Dunedin (Otago)
LID 45170,NA,Dunedin (Otago)
LID 45230,NA,Dunedin (Otago)
LID 45246,NA,Dunedin (Otago)
LID 45250,NA,Dunedin (Otago)
LID 45252,NA,Dunedin (Otago)
LID 45260,NA,Dunedin (Otago)
LID 45265,NA,Milford Sound (Southland)
LID 45266,NA,Milford Sound (Southland)
LID 45268,NA,Milford Sound (Southland)
LID 45279,NA,Milford Sound (Southland)
LID 45285,NA,Milford Sound (Southland)
LID 45288,NA,Milford Sound (Southland)
LID 45290,NA,Milford Sound (Southland)
LID 45296,Theta Tarn,Milford Sound (Southland)
LID 45298,NA,Milford Sound (Southland)
LID 45301,Woodhen Pond,Milford Sound (Southland)
LID 45302,Delta Tarn,Milford Sound (Southland)
LID 45323,NA,Milford Sound (Southland)
LID 45324,NA,Milford Sound (Southland)
LID 45326,NA,Milford Sound (Southland)
LID 45328,NA,Milford Sound (Southland)
LID 45332,NA,Milford Sound (Southland)
LID 45334,Lake Hamer,Milford Sound (Southland)
LID 45338,Smiths Ponds S,Milford Sound (Southland)
LID 45341,NA,Milford Sound (Southland)
LID 45346,Lake Diana,Tara Hills (Canterbury)
LID 45355,Lake Porm,Milford Sound (Southland)
LID 45356,Lake Bux,Milford Sound (Southland)
LID 45358,Lake Dora,Milford Sound (Southland)
LID 45360,Lucidus Lake,Tara Hills (Canterbury)
LID 45361,NA,Tara Hills (Canterbury)
LID 45362,Lake Castalia,Tara Hills (Canterbury)
LID 45369,NA,Tara Hills (Canterbury)
LID 45375,NA,Tara Hills (Canterbury)
LID 45378,NA,Tara Hills (Canterbury)
LID 45379,Crucible Lake,Tara Hills (Canterbury)
LID 45381,NA,Tara Hills (Canterbury)
LID 45392,NA,Tara Hills (Canterbury)
LID 45393,NA,Tara Hills (Canterbury)
LID 45397,NA,Tara Hills (Canterbury)
LID 45398,NA,Tara Hills (Canterbury)
LID 45405,NA,Tara Hills (Canterbury)
LID 45410,NA,Tara Hills (Canterbury)
LID 45411,NA,Tara Hills (Canterbury)
LID 45415,NA,Tara Hills (Canterbury)
LID 45422,NA,Tara Hills (Canterbury)
LID 45432,NA,Tara Hills (Canterbury)
LID 45434,NA,Tara Hills (Canterbury)
LID 45438,NA,Tara Hills (Canterbury)
LID 45442,NA,Tara Hills (Canterbury)
LID 45453,NA,Tara Hills (Canterbury)
LID 45458,NA,Tara Hills (Canterbury)
LID 45460,NA,Tara Hills (Canterbury)
LID 45468,NA,Tara Hills (Canterbury)
LID 45469,NA,Tara Hills (Canterbury)
LID 45472,Dumb-bell Lake,Tara Hills (Canterbury)
LID 45478,NA,Tara Hills (Canterbury)
LID 45483,Red Lagoon,Tara Hills (Canterbury)
LID 45490,NA,Tara Hills (Canterbury)
LID 45493,NA,Tara Hills (Canterbury)
LID 45494,NA,Tara Hills (Canterbury)
LID 45498,NA,Tara Hills (Canterbury)
LID 45499,Swan Lagoon,Tara Hills (Canterbury)
LID 45501,Keland Pond,Tara Hills (Canterbury)
LID 45502,NA,Tara Hills (Canterbury)
LID 45503,Wairepo Arm,Tara Hills (Canterbury)
LID 45504,Lake Middleton,Tara Hills (Canterbury)
LID 45514,Ohau,Tara Hills (Canterbury)
LID 45518,NA,Tara Hills (Canterbury)
LID 45520,NA,Tara Hills (Canterbury)
LID 45525,Ruataniwha,Tara Hills (Canterbury)
LID 45528,NA,Tara Hills (Canterbury)
LID 45534,NA,Tara Hills (Canterbury)
LID 45537,NA,Tara Hills (Canterbury)
LID 45538,Loch Cameron,Tara Hills (Canterbury)
LID 45539,Lake Marino,Tara Hills (Canterbury)
LID 45541,Poaka,Lake Tekapo (Canterbury)
LID 45542,NA,Lake Tekapo (Canterbury)
LID 45543,NA,Tara Hills (Canterbury)
LID 45550,NA,Lake Tekapo (Canterbury)
LID 45560,NA,Lake Tekapo (Canterbury)
LID 45590,NA,Milford Sound (Southland)
LID 45599,NA,Tara Hills (Canterbury)
LID 45604,NA,Tara Hills (Canterbury)
LID 45607,NA,Tara Hills (Canterbury)
LID 45610,NA,Tara Hills (Canterbury)
LID 45630,NA,Tara Hills (Canterbury)
LID 45632,NA,Lake Tekapo (Canterbury)
LID 45638,NA,Lake Tekapo (Canterbury)
LID 45641,NA,Lake Tekapo (Canterbury)
LID 45674,NA,Lake Tekapo (Canterbury)
LID 45678,NA,Lake Tekapo (Canterbury)
LID 45683,Lake Matheson,Lake Tekapo (Canterbury)
LID 45684,Lake Lyttle,Lake Tekapo (Canterbury)
LID 45686,Lake Gault,Lake Tekapo (Canterbury)
LID 45688,NA,Lake Tekapo (Canterbury)
LID 45691,NA,Lake Tekapo (Canterbury)
LID 45692,Lake Mueller,Lake Tekapo (Canterbury)
LID 45693,Lake Gibbs,Lake Tekapo (Canterbury)
LID 45718,Mystery Lake,Lake Tekapo (Canterbury)
LID 45723,NA,Lake Tekapo (Canterbury)
LID 45724,Maori Lakes W,Lake Tekapo (Canterbury)
LID 45726,Maori Lakes W minor,Lake Tekapo (Canterbury)
LID 45728,NA,Christchurch (Canterbury)
LID 45729,NA,Christchurch (Canterbury)
LID 45730,NA,Christchurch (Canterbury)
LID 45779,NA,Christchurch (Canterbury)
LID 45788,NA,Christchurch (Canterbury)
LID 45789,NA,Christchurch (Canterbury)
LID 45790,NA,Christchurch (Canterbury)
LID 45809,NA,Auckland (Auckland)
LID 45811,Lower Huia Reservoir,Auckland (Auckland)
LID 45812,Upper Huia Reservoir,Auckland (Auckland)
LID 45813,Lower Nihotupu Reservoir,Auckland (Auckland)
LID 45814,Upper Nihotupu Reservoir,Auckland (Auckland)
LID 45818,Kawaupaka,Auckland (Auckland)
LID 45819,Wainamu,Auckland (Auckland)
LID 45823,NA,Auckland (Auckland)
LID 45826,NA,Christchurch (Canterbury)
LID 45827,NA,Christchurch (Canterbury)
LID 45828,NA,Christchurch (Canterbury)
LID 45831,NA,Christchurch (Canterbury)
LID 45835,NA,Christchurch (Canterbury)
LID 45836,NA,Christchurch (Canterbury)
LID 45847,NA,Christchurch (Canterbury)
LID 45849,NA,Christchurch (Canterbury)
LID 45850,NA,Christchurch (Canterbury)
LID 45851,NA,Christchurch (Canterbury)
LID 45854,NA,Christchurch (Canterbury)
LID 45856,NA,Christchurch (Canterbury)
LID 45890,NA,Auckland (Auckland)
LID 45905,Waitakere,Auckland (Auckland)
LID 45924,Lake Unknown,Milford Sound (Southland)
LID 45930,NA,Auckland (Auckland)
LID 45935,Okaihau,Auckland (Auckland)
LID 45947,Paekawau,Auckland (Auckland)
LID 45975,NA,Auckland (Auckland)
LID 45979,NA,Auckland (Auckland)
LID 45980,NA,Auckland (Auckland)
LID 46015,NA,Auckland (Auckland)
LID 46032,NA,Milford Sound (Southland)
LID 46034,NA,Milford Sound (Southland)
LID 46037,NA,Milford Sound (Southland)
LID 46039,NA,Milford Sound (Southland)
LID 46043,Lake Duncan,Milford Sound (Southland)
LID 46047,Lake Wisely,Milford Sound (Southland)
LID 46050,NA,Milford Sound (Southland)
LID 46051,Lake Eyles,Milford Sound (Southland)
LID 46054,NA,Milford Sound (Southland)
LID 46057,NA,Milford Sound (Southland)
LID 46077,NA,Milford Sound (Southland)
LID 46083,NA,Milford Sound (Southland)
LID 46090,Lake Jumbuck,Milford Sound (Southland)
LID 46101,NA,Milford Sound (Southland)
LID 46117,Smiths Ponds W,Milford Sound (Southland)
LID 46118,Smiths Ponds Mid,Milford Sound (Southland)
LID 46122,Smiths Ponds E,Milford Sound (Southland)
LID 46124,Disappearing Lake,Milford Sound (Southland)
LID 46125,NA,Milford Sound (Southland)
LID 46129,NA,Milford Sound (Southland)
LID 46131,Lake Leeb,Milford Sound (Southland)
LID 46132,Lake Clarke,Milford Sound (Southland)
LID 46137,NA,Milford Sound (Southland)
LID 46138,Lake Greaney,Milford Sound (Southland)
LID 46140,Lake Ellery,Milford Sound (Southland)
LID 46141,Lake Mary,Milford Sound (Southland)
LID 46142,Minim Mere,Milford Sound (Southland)
LID 46152,NA,Tara Hills (Canterbury)
LID 46153,NA,Tara Hills (Canterbury)
LID 46157,NA,Milford Sound (Southland)
LID 46158,NA,Milford Sound (Southland)
LID 46160,Lake Nisson,Milford Sound (Southland)
LID 46161,NA,Milford Sound (Southland)
LID 46163,Waiatoto,Milford Sound (Southland)
LID 46164,NA,Tara Hills (Canterbury)
LID 46173,NA,Tara Hills (Canterbury)
LID 46196,NA,Tara Hills (Canterbury)
LID 46212,Lake Douglas,Tara Hills (Canterbury)
LID 46214,NA,Tara Hills (Canterbury)
LID 46220,NA,Tara Hills (Canterbury)
LID 46229,NA,Tara Hills (Canterbury)
LID 46233,NA,Tara Hills (Canterbury)
LID 46237,NA,Tara Hills (Canterbury)
LID 46265,Tawherikiri W,Tara Hills (Canterbury)
LID 46267,Tawherikiri E,Tara Hills (Canterbury)
LID 46276,NA,Tara Hills (Canterbury)
LID 46284,NA,Tara Hills (Canterbury)
LID 46285,NA,Tara Hills (Canterbury)
LID 46298,NA,Tara Hills (Canterbury)
LID 46299,NA,Tara Hills (Canterbury)
LID 46301,NA,Tara Hills (Canterbury)
LID 46313,NA,Tara Hills (Canterbury)
LID 46320,Lake Barra,Tara Hills (Canterbury)
LID 46330,NA,Tara Hills (Canterbury)
LID 46346,NA,Tara Hills (Canterbury)
LID 46353,NA,Tara Hills (Canterbury)
LID 46358,NA,Tara Hills (Canterbury)
LID 46360,NA,Tara Hills (Canterbury)
LID 46366,NA,Lake Tekapo (Canterbury)
LID 46371,NA,Tara Hills (Canterbury)
LID 46374,NA,Tara Hills (Canterbury)
LID 46381,NA,Tara Hills (Canterbury)
LID 46391,Lake Dime,Tara Hills (Canterbury)
LID 46395,Lake Law,Tara Hills (Canterbury)
LID 46406,NA,Lake Tekapo (Canterbury)
LID 46407,Lake Topsy,Lake Tekapo (Canterbury)
LID 46412,Lake Sweeney,Lake Tekapo (Canterbury)
LID 46415,NA,Tara Hills (Canterbury)
LID 46425,NA,Tara Hills (Canterbury)
LID 46444,NA,Lake Tekapo (Canterbury)
LID 46461,NA,Lake Tekapo (Canterbury)
LID 46471,NA,Lake Tekapo (Canterbury)
LID 46476,NA,Lake Tekapo (Canterbury)
LID 46483,NA,Lake Tekapo (Canterbury)
LID 46484,NA,Lake Tekapo (Canterbury)
LID 46493,NA,Lake Tekapo (Canterbury)
LID 46494,NA,Lake Tekapo (Canterbury)
LID 46496,NA,Lake Tekapo (Canterbury)
LID 46502,NA,Lake Tekapo (Canterbury)
LID 46503,NA,Lake Tekapo (Canterbury)
LID 46534,NA,Lake Tekapo (Canterbury)
LID 46543,NA,Lake Tekapo (Canterbury)
LID 46558,NA,Lake Tekapo (Canterbury)
LID 46563,NA,Lake Tekapo (Canterbury)
LID 46564,Pukaki,Lake Tekapo (Canterbury)
LID 46567,NA,Lake Tekapo (Canterbury)
LID 46580,NA,Lake Tekapo (Canterbury)
LID 46594,The Black Hole,Lake Tekapo (Canterbury)
LID 46598,NA,Lake Tekapo (Canterbury)
LID 46602,NA,Lake Tekapo (Canterbury)
LID 46604,NA,Lake Tekapo (Canterbury)
LID 46608,NA,Lake Tekapo (Canterbury)
LID 46630,NA,Lake Tekapo (Canterbury)
LID 46632,Richardson Lake,Lake Tekapo (Canterbury)
LID 46635,NA,Lake Tekapo (Canterbury)
LID 46651,NA,Lake Tekapo (Canterbury)
LID 46694,Swan Lagoon,Lake Tekapo (Canterbury)
LID 46695,NA,Lake Tekapo (Canterbury)
LID 46696,NA,Lake Tekapo (Canterbury)
LID 46699,NA,Lake Tekapo (Canterbury)
LID 46700,Forks Lagoon,Lake Tekapo (Canterbury)
LID 46701,Fred's Tarn,Lake Tekapo (Canterbury)
LID 46723,Moeraki,Lake Tekapo (Canterbury)
LID 46724,Lake Rasselas,Lake Tekapo (Canterbury)
LID 46725,Paringa,Lake Tekapo (Canterbury)
LID 46727,NA,Lake Tekapo (Canterbury)
LID 46728,NA,Lake Tekapo (Canterbury)
LID 46736,NA,Lake Tekapo (Canterbury)
LID 46739,NA,Lake Tekapo (Canterbury)
LID 46742,NA,Lake Tekapo (Canterbury)
LID 46747,NA,Lake Tekapo (Canterbury)
LID 46755,NA,Lake Tekapo (Canterbury)
LID 46758,NA,Lake Tekapo (Canterbury)
LID 46761,NA,Lake Tekapo (Canterbury)
LID 46762,NA,Lake Tekapo (Canterbury)
LID 46763,Kini,Lake Tekapo (Canterbury)
LID 46770,NA,Lake Tekapo (Canterbury)
LID 46773,NA,Lake Tekapo (Canterbury)
LID 46774,NA,Lake Tekapo (Canterbury)
LID 46775,Rototekoiti,Lake Tekapo (Canterbury)
LID 46792,NA,Lake Tekapo (Canterbury)
LID 46799,NA,Lake Tekapo (Canterbury)
LID 46809,NA,Lake Tekapo (Canterbury)
LID 46820,Copland Lake,Lake Tekapo (Canterbury)
LID 46822,NA,Lake Tekapo (Canterbury)
LID 46827,NA,Lake Tekapo (Canterbury)
LID 46835,Tasman Lake,Lake Tekapo (Canterbury)
LID 46841,NA,Lake Tekapo (Canterbury)
LID 46843,NA,Lake Tekapo (Canterbury)
LID 46848,NA,Lake Tekapo (Canterbury)
LID 46851,NA,Lake Tekapo (Canterbury)
LID 46860,NA,Lake Tekapo (Canterbury)
LID 46866,NA,Lake Tekapo (Canterbury)
LID 46868,NA,Lake Tekapo (Canterbury)
LID 46878,NA,Lake Tekapo (Canterbury)
LID 46879,NA,Lake Tekapo (Canterbury)
LID 46884,NA,Lake Tekapo (Canterbury)
LID 46885,NA,Lake Tekapo (Canterbury)
LID 46893,NA,Lake Tekapo (Canterbury)
LID 46902,NA,Lake Tekapo (Canterbury)
LID 46912,NA,Lake Tekapo (Canterbury)
LID 46918,Lake Barrowman,Lake Tekapo (Canterbury)
LID 46920,Lake Wombat,Lake Tekapo (Canterbury)
LID 46922,Lake Pratt,Lake Tekapo (Canterbury)
LID 46926,NA,Lake Tekapo (Canterbury)
LID 46939,NA,Lake Tekapo (Canterbury)
LID 46941,NA,Lake Tekapo (Canterbury)
LID 46942,NA,Lake Tekapo (Canterbury)
LID 46954,Ata Puai (Alpine Lake),Lake Tekapo (Canterbury)
LID 46956,Miro,Lake Tekapo (Canterbury)
LID 46957,Three Mile Lagoon,Lake Tekapo (Canterbury)
LID 46959,Mapourika,Lake Tekapo (Canterbury)
LID 46964,Wahapo,Hokitika (West Coast)
LID 46983,NA,Hokitika (West Coast)
LID 46985,NA,Hokitika (West Coast)
LID 46986,NA,Hokitika (West Coast)
LID 46988,NA,Hokitika (West Coast)
LID 46992,Okaritoiti (Lake Windermere),Hokitika (West Coast)
LID 46994,NA,Hokitika (West Coast)
LID 46997,NA,Hokitika (West Coast)
LID 47019,NA,Auckland (Auckland)
LID 47032,NA,Auckland (Auckland)
LID 47033,NA,Auckland (Auckland)
LID 47045,NA,Queenstown (Otago)
LID 47048,NA,Queenstown (Otago)
LID 47065,Lake Mantle,Milford Sound (Southland)
LID 47067,Wawahi Waka (Lake Alabaster),Milford Sound (Southland)
LID 47084,NA,Hokitika (West Coast)
LID 47090,White Heron Lagoon,Hokitika (West Coast)
LID 47092,Lake Darby,Hokitika (West Coast)
LID 47094,Lake Joan,Hokitika (West Coast)
LID 47095,Rotokino,Hokitika (West Coast)
LID 47096,NA,Hokitika (West Coast)
LID 47101,NA,Hokitika (West Coast)
LID 47104,NA,Hokitika (West Coast)
LID 47105,NA,Hokitika (West Coast)
LID 47106,NA,Hokitika (West Coast)
LID 47130,NA,Lake Tekapo (Canterbury)
LID 47131,NA,Lake Tekapo (Canterbury)
LID 47139,NA,Lake Tekapo (Canterbury)
LID 47143,Scott Pond,Lake Tekapo (Canterbury)
LID 47156,NA,Lake Tekapo (Canterbury)
LID 47158,NA,Lake Tekapo (Canterbury)
LID 47161,NA,Lake Tekapo (Canterbury)
LID 47162,NA,Lake Tekapo (Canterbury)
LID 47171,NA,Lake Tekapo (Canterbury)
LID 47173,NA,Lake Tekapo (Canterbury)
LID 47193,Lake Alexandrina,Lake Tekapo (Canterbury)
LID 47195,NA,Lake Tekapo (Canterbury)
LID 47196,Trig 'n' Tarn,Lake Tekapo (Canterbury)
LID 47197,NA,Lake Tekapo (Canterbury)
LID 47198,Lake McGregor,Lake Tekapo (Canterbury)
LID 47199,Roys Lagoon,Lake Tekapo (Canterbury)
LID 47203,NA,Lake Tekapo (Canterbury)
LID 47204,NA,Lake Tekapo (Canterbury)
LID 47205,NA,Lake Tekapo (Canterbury)
LID 47206,Sunday Tarn,Lake Tekapo (Canterbury)
LID 47207,Lake Murray,Lake Tekapo (Canterbury)
LID 47210,Grebe Tarn,Lake Tekapo (Canterbury)
LID 47211,NA,Lake Tekapo (Canterbury)
LID 47212,NA,Lake Tekapo (Canterbury)
LID 47213,NA,Lake Tekapo (Canterbury)
LID 47215,NA,Lake Tekapo (Canterbury)
LID 47217,NA,Lake Tekapo (Canterbury)
LID 47218,NA,Lake Tekapo (Canterbury)
LID 47220,NA,Lake Tekapo (Canterbury)
LID 47223,NA,Lake Tekapo (Canterbury)
LID 47224,NA,Lake Tekapo (Canterbury)
LID 47225,Hartley Tarn,Lake Tekapo (Canterbury)
LID 47227,Pierce Pond,Lake Tekapo (Canterbury)
LID 47228,Tekapo,Lake Tekapo (Canterbury)
LID 47252,Stony Tarn,Lake Tekapo (Canterbury)
LID 47253,NA,Lake Tekapo (Canterbury)
LID 47254,Tui Tarn,Lake Tekapo (Canterbury)
LID 47262,Rapuwai Lagoon,Lake Tekapo (Canterbury)
LID 47272,NA,Lake Tekapo (Canterbury)
LID 47279,NA,Lake Tekapo (Canterbury)
LID 47306,NA,Lake Tekapo (Canterbury)
LID 47314,NA,Lake Tekapo (Canterbury)
LID 47330,NA,Lake Tekapo (Canterbury)
LID 47334,NA,Lake Tekapo (Canterbury)
LID 47338,NA,Lake Tekapo (Canterbury)
LID 47342,NA,Lake Tekapo (Canterbury)
LID 47382,NA,Lake Tekapo (Canterbury)
LID 47383,NA,Lake Tekapo (Canterbury)
LID 47385,NA,Lake Tekapo (Canterbury)
LID 47396,NA,Lake Tekapo (Canterbury)
LID 47399,NA,Lake Tekapo (Canterbury)
LID 47404,NA,Lake Tekapo (Canterbury)
LID 47406,NA,Lake Tekapo (Canterbury)
