lake_id,lake_name,district
LID 23879,NA,Whangarei (Northland)
LID 23880,NA,Whangarei (Northland)
LID 23940,NA,Whangarei (Northland)
LID 23941,NA,Whangarei (Northland)
LID 23947,NA,Whangarei (Northland)
LID 23950,NA,Whangarei (Northland)
LID 23954,NA,Whangarei (Northland)
LID 23973,NA,Whangarei (Northland)
LID 23977,NA,Whangarei (Northland)
LID 23986,NA,Whangarei (Northland)
LID 23994,Waro,Whangarei (Northland)
LID 23995,NA,Whangarei (Northland)
LID 24001,Tauanui,Kerikeri (Northland)
LID 24008,NA,Kerikeri (Northland)
LID 24010,NA,Kerikeri (Northland)
LID 24011,NA,Kerikeri (Northland)
LID 24012,NA,Kerikeri (Northland)
LID 24015,Kaiwai,Kerikeri (Northland)
LID 24020,NA,Kerikeri (Northland)
LID 24024,NA,Kerikeri (Northland)
LID 24039,Owhareiti,Kerikeri (Northland)
LID 24103,NA,Kerikeri (Northland)
LID 24112,NA,Kerikeri (Northland)
LID 24122,NA,Kerikeri (Northland)
LID 24130,NA,Kerikeri (Northland)
LID 24204,NA,Whangarei (Northland)
LID 24206,NA,Whangarei (Northland)
LID 24217,NA,Whangarei (Northland)
LID 24253,NA,Whangarei (Northland)
LID 24271,Waingaro,Kerikeri (Northland)
LID 24274,NA,Kerikeri (Northland)
LID 24275,NA,Kerikeri (Northland)
LID 24290,NA,Kerikeri (Northland)
LID 24304,Manuwai,Kerikeri (Northland)
LID 24312,NA,Kerikeri (Northland)
LID 24313,NA,Kerikeri (Northland)
LID 24319,NA,Kerikeri (Northland)
LID 24339,NA,Kerikeri (Northland)
LID 24343,NA,Kerikeri (Northland)
LID 24344,NA,Kerikeri (Northland)
LID 24345,NA,Kerikeri (Northland)
LID 24346,NA,Kerikeri (Northland)
LID 24347,NA,Kerikeri (Northland)
LID 24351,NA,Kerikeri (Northland)
LID 24359,NA,Kerikeri (Northland)
LID 24415,Waiporohita,Kerikeri (Northland)
LID 24422,Rotokawau,Kerikeri (Northland)
LID 24423,NA,Kerikeri (Northland)
LID 24428,NA,Kerikeri (Northland)
LID 24434,Waitahora,Kerikeri (Northland)
LID 24443,NA,Kerikeri (Northland)
LID 24449,NA,Kerikeri (Northland)
LID 24451,NA,Kerikeri (Northland)
LID 24454,NA,Kerikeri (Northland)
LID 24459,NA,Kerikeri (Northland)
LID 24460,NA,Kerikeri (Northland)
LID 24477,Swan Lake,Kerikeri (Northland)
LID 24481,NA,Kerikeri (Northland)
LID 24493,NA,Kerikeri (Northland)
LID 24496,Lake Half,Kerikeri (Northland)
LID 24500,NA,Kerikeri (Northland)
LID 24504,Swan Lake,Kerikeri (Northland)
LID 24505,NA,Kerikeri (Northland)
LID 24511,Waihopo,Kerikeri (Northland)
LID 24539,NA,Kerikeri (Northland)
LID 24550,NA,Kerikeri (Northland)
LID 24555,NA,Kerikeri (Northland)
LID 24568,NA,Kerikeri (Northland)
LID 24573,NA,Kerikeri (Northland)
LID 24574,NA,Kerikeri (Northland)
LID 24583,NA,Kerikeri (Northland)
LID 24587,Half Mile Lagoon,Kerikeri (Northland)
LID 24592,NA,Kerikeri (Northland)
LID 24594,NA,Kerikeri (Northland)
LID 24596,Bulrush Lake,Kerikeri (Northland)
LID 24597,NA,Kerikeri (Northland)
LID 24599,NA,Kerikeri (Northland)
LID 24605,Salt Lake,Kerikeri (Northland)
LID 24606,NA,Kerikeri (Northland)
LID 24609,NA,Kerikeri (Northland)
LID 24619,Taeore,Kerikeri (Northland)
LID 24620,Wahakari,Kerikeri (Northland)
LID 24621,Kihona,Kerikeri (Northland)
LID 24622,NA,Kerikeri (Northland)
LID 24628,Morehurehu,Kerikeri (Northland)
LID 24630,NA,Kerikeri (Northland)
LID 24632,NA,Kerikeri (Northland)
LID 24633,Te Kahika,Kerikeri (Northland)
LID 24644,NA,Blenheim (Marlborough)
LID 24673,NA,Nelson (Nelson)
LID 24674,NA,Nelson (Nelson)
LID 24682,NA,Nelson (Nelson)
LID 24683,NA,Nelson (Nelson)
LID 24701,Lake Peel,Nelson (Nelson)
LID 24712,NA,Reefton (West Coast)
LID 24720,NA,Reefton (West Coast)
LID 24721,NA,Reefton (West Coast)
LID 24722,NA,Reefton (West Coast)
LID 24723,NA,Reefton (West Coast)
LID 24724,NA,Reefton (West Coast)
LID 24725,NA,Reefton (West Coast)
LID 24727,NA,Reefton (West Coast)
LID 24728,NA,Reefton (West Coast)
LID 24729,NA,Reefton (West Coast)
LID 24734,Lake Perrine,Reefton (West Coast)
LID 24742,Lake Dora,Reefton (West Coast)
LID 24746,NA,Reefton (West Coast)
LID 24747,NA,Reefton (West Coast)
LID 24750,Lake Hanlon,Reefton (West Coast)
LID 24754,Swampy Tarn,Nelson (Nelson)
LID 24755,Shag Tarn,Nelson (Nelson)
LID 24758,NA,Reefton (West Coast)
LID 24759,NA,Reefton (West Coast)
LID 24775,NA,Reefton (West Coast)
LID 24777,NA,Reefton (West Coast)
LID 24789,NA,Nelson (Nelson)
LID 24790,NA,Nelson (Nelson)
LID 24791,NA,Nelson (Nelson)
LID 24794,NA,Nelson (Nelson)
LID 24795,Lake Jeanette,Nelson (Nelson)
LID 24805,Lake Marina,Reefton (West Coast)
LID 24806,Lake Phyllis,Reefton (West Coast)
LID 24809,NA,Nelson (Nelson)
LID 24827,Black Lakes,Nelson (Nelson)
LID 24846,Luna Lake,Nelson (Nelson)
LID 24848,Moonstone Lake,Nelson (Nelson)
LID 24853,NA,Nelson (Nelson)
LID 24866,NA,Nelson (Nelson)
LID 24869,Lake Bellbird,Nelson (Nelson)
LID 24881,NA,Nelson (Nelson)
LID 24882,NA,Nelson (Nelson)
LID 24884,NA,Nelson (Nelson)
LID 24889,NA,Nelson (Nelson)
LID 24892,NA,Nelson (Nelson)
LID 24906,NA,Nelson (Nelson)
LID 24916,Lake Elmer,Nelson (Nelson)
LID 24917,Aorere,Nelson (Nelson)
LID 24922,NA,Nelson (Nelson)
LID 24923,Lake Jewell,Nelson (Nelson)
LID 24925,Rotopai,Nelson (Nelson)
LID 24927,Lake Barfoot,Nelson (Nelson)
LID 24928,NA,Nelson (Nelson)
LID 24932,Little Sylvester Lake,Nelson (Nelson)
LID 24937,Lake Henderson,Nelson (Nelson)
LID 24947,Lake Cobb,Nelson (Nelson)
LID 24948,Camp Lake,Nelson (Nelson)
LID 24949,Iron Lake,Nelson (Nelson)
LID 24954,Lake Lillie,Nelson (Nelson)
LID 24955,Diamond Lake,Nelson (Nelson)
LID 24958,Ruby Lake,Nelson (Nelson)
LID 24960,Lake Lockett,Nelson (Nelson)
LID 24969,Cobb Reservoir,Nelson (Nelson)
LID 24971,Lake Sylvester,Nelson (Nelson)
LID 24973,NA,Nelson (Nelson)
LID 24986,NA,Nelson (Nelson)
LID 24993,Round Lake,Nelson (Nelson)
LID 24995,Island Lake,Nelson (Nelson)
LID 24999,NA,Nelson (Nelson)
LID 25000,NA,Nelson (Nelson)
LID 25002,Lake Stanley,Nelson (Nelson)
LID 25004,Lake Sparrow,Nelson (Nelson)
LID 25006,NA,Nelson (Nelson)
LID 25008,Lake Lindsay,Nelson (Nelson)
LID 25009,NA,Nelson (Nelson)
LID 25016,Adelaide Tarn,Nelson (Nelson)
LID 25018,NA,Nelson (Nelson)
LID 25023,Lake Clara,Nelson (Nelson)
LID 25024,Boulder Lake,Nelson (Nelson)
LID 25040,NA,Nelson (Nelson)
LID 25044,Lake Chalice,Nelson (Nelson)
LID 25137,NA,Nelson (Nelson)
LID 25193,Lake Paget,Reefton (West Coast)
LID 25202,NA,Reefton (West Coast)
LID 25207,NA,Reefton (West Coast)
LID 25212,Lake Guyon,Reefton (West Coast)
LID 25236,NA,Invercargill (Southland)
LID 25244,NA,Invercargill (Southland)
LID 25245,NA,Invercargill (Southland)
LID 25247,NA,Invercargill (Southland)
LID 25248,Long White Lagoon,Invercargill (Southland)
LID 25303,NA,Dannevirke (Manawatu-Whanganui)
LID 25304,NA,Dannevirke (Manawatu-Whanganui)
LID 25325,NA,Napier (Hawke's Bay)
LID 25413,NA,Blenheim (Marlborough)
LID 25432,Timara,Blenheim (Marlborough)
LID 25445,NA,Blenheim (Marlborough)
LID 25468,NA,Blenheim (Marlborough)
LID 25478,NA,Blenheim (Marlborough)
LID 25485,NA,Blenheim (Marlborough)
LID 25492,NA,Blenheim (Marlborough)
LID 25501,NA,Blenheim (Marlborough)
LID 25519,Otuhie,Nelson (Nelson)
LID 25535,NA,Nelson (Nelson)
LID 25550,NA,Nelson (Nelson)
LID 25551,NA,Nelson (Nelson)
LID 25570,NA,Nelson (Nelson)
LID 25582,NA,Nelson (Nelson)
LID 25628,NA,Nelson (Nelson)
LID 25687,NA,Blenheim (Marlborough)
LID 25700,NA,Blenheim (Marlborough)
LID 25707,NA,Blenheim (Marlborough)
LID 25713,NA,Blenheim (Marlborough)
LID 25715,NA,Blenheim (Marlborough)
LID 25718,NA,Blenheim (Marlborough)
LID 25728,NA,Blenheim (Marlborough)
LID 25738,NA,Blenheim (Marlborough)
LID 25739,NA,Blenheim (Marlborough)
LID 25741,NA,Blenheim (Marlborough)
LID 25744,NA,Blenheim (Marlborough)
LID 25746,NA,Blenheim (Marlborough)
LID 25748,NA,Nelson (Nelson)
LID 25750,NA,Nelson (Nelson)
LID 25751,NA,Nelson (Nelson)
LID 25765,Druggans Dam,Nelson (Nelson)
LID 25767,NA,Nelson (Nelson)
LID 25770,NA,Nelson (Nelson)
LID 25782,NA,Nelson (Nelson)
LID 25787,NA,Nelson (Nelson)
LID 25788,NA,Nelson (Nelson)
LID 25789,Kaihoka W,Nelson (Nelson)
LID 25790,Kaihoka  E,Nelson (Nelson)
LID 25802,NA,Nelson (Nelson)
LID 25803,NA,Nelson (Nelson)
LID 25805,NA,Nelson (Nelson)
LID 25813,NA,Nelson (Nelson)
LID 25814,NA,Nelson (Nelson)
LID 25818,NA,Nelson (Nelson)
LID 25827,NA,Nelson (Nelson)
LID 25859,NA,Reefton (West Coast)
LID 25868,NA,Reefton (West Coast)
LID 25950,NA,Christchurch (Canterbury)
LID 25971,NA,Christchurch (Canterbury)
LID 25972,Mata Kopae,Christchurch (Canterbury)
LID 25973,NA,Christchurch (Canterbury)
LID 25992,NA,Blenheim (Marlborough)
LID 25993,NA,Blenheim (Marlborough)
LID 25994,Rotorua,Blenheim (Marlborough)
LID 25995,NA,Blenheim (Marlborough)
LID 25997,NA,Blenheim (Marlborough)
LID 25998,Rotoiti,Blenheim (Marlborough)
LID 26001,NA,Blenheim (Marlborough)
LID 26017,NA,Invercargill (Southland)
LID 26021,NA,Invercargill (Southland)
LID 26026,NA,Invercargill (Southland)
LID 26029,NA,Invercargill (Southland)
LID 26031,Mouat,Invercargill (Southland)
LID 26032,NA,Invercargill (Southland)
LID 26033,NA,Invercargill (Southland)
LID 26036,Poteriteri,Invercargill (Southland)
LID 26037,NA,Invercargill (Southland)
LID 26038,NA,Invercargill (Southland)
LID 26041,NA,Invercargill (Southland)
LID 26043,NA,Invercargill (Southland)
LID 26044,NA,Invercargill (Southland)
LID 26045,NA,Invercargill (Southland)
LID 26047,NA,Invercargill (Southland)
LID 26050,NA,Invercargill (Southland)
LID 26051,Lake Cadman,Invercargill (Southland)
LID 26052,NA,Invercargill (Southland)
LID 26055,NA,Invercargill (Southland)
LID 26056,NA,Invercargill (Southland)
LID 26057,NA,Invercargill (Southland)
LID 26061,NA,Invercargill (Southland)
LID 26063,NA,Invercargill (Southland)
LID 26066,NA,Invercargill (Southland)
LID 26076,NA,Invercargill (Southland)
LID 26077,NA,Invercargill (Southland)
LID 26082,NA,Invercargill (Southland)
LID 26085,NA,Invercargill (Southland)
LID 26087,NA,Invercargill (Southland)
LID 26093,NA,Invercargill (Southland)
LID 26098,NA,Invercargill (Southland)
LID 26099,NA,Invercargill (Southland)
LID 26111,Hauroko,Invercargill (Southland)
LID 26113,NA,Invercargill (Southland)
LID 26130,NA,Invercargill (Southland)
LID 26158,NA,Invercargill (Southland)
LID 26165,NA,Invercargill (Southland)
LID 26166,NA,Invercargill (Southland)
LID 26183,NA,Christchurch (Canterbury)
LID 26184,NA,Christchurch (Canterbury)
LID 26244,NA,Reefton (West Coast)
LID 26250,NA,Reefton (West Coast)
LID 26276,NA,Reefton (West Coast)
LID 26277,Horseshoe Lake,Reefton (West Coast)
LID 26312,NA,Reefton (West Coast)
LID 26316,NA,Reefton (West Coast)
LID 26332,Muddy Lakes,Reefton (West Coast)
LID 26348,Little Lake,Reefton (West Coast)
LID 26357,Lake Daniells,Reefton (West Coast)
LID 26384,NA,Reefton (West Coast)
LID 26387,NA,Reefton (West Coast)
LID 26399,NA,Reefton (West Coast)
LID 26410,NA,Reefton (West Coast)
LID 26434,NA,Reefton (West Coast)
LID 26455,NA,Reefton (West Coast)
LID 26477,Lake Tennyson,Reefton (West Coast)
LID 26478,Princess Bath,Reefton (West Coast)
LID 26480,NA,Reefton (West Coast)
LID 26484,Lake Thompson,Reefton (West Coast)
LID 26486,NA,Reefton (West Coast)
LID 26487,NA,Reefton (West Coast)
LID 26493,NA,Reefton (West Coast)
LID 26502,Lake Ella,Reefton (West Coast)
LID 26508,NA,Reefton (West Coast)
LID 26509,NA,Reefton (West Coast)
LID 26512,NA,Reefton (West Coast)
LID 26514,Lake Constance,Reefton (West Coast)
LID 26515,Blue Lake,Reefton (West Coast)
LID 26518,NA,Reefton (West Coast)
LID 26524,NA,Reefton (West Coast)
LID 26545,NA,Invercargill (Southland)
LID 26557,NA,Invercargill (Southland)
LID 26562,NA,Invercargill (Southland)
LID 26572,NA,Invercargill (Southland)
LID 26684,NA,Gore (Southland)
LID 26690,NA,Dannevirke (Manawatu-Whanganui)
LID 26699,NA,Dannevirke (Manawatu-Whanganui)
LID 26701,NA,Dannevirke (Manawatu-Whanganui)
LID 26731,NA,Dannevirke (Manawatu-Whanganui)
LID 26735,NA,Dannevirke (Manawatu-Whanganui)
LID 26749,NA,Dannevirke (Manawatu-Whanganui)
LID 26754,NA,Dannevirke (Manawatu-Whanganui)
LID 26802,NA,Dannevirke (Manawatu-Whanganui)
LID 26837,NA,Reefton (West Coast)
LID 26876,NA,Reefton (West Coast)
LID 26887,Rotoroa,Reefton (West Coast)
LID 26896,Hinapouri,Reefton (West Coast)
LID 26900,NA,Nelson (Nelson)
LID 26901,Lake Angelus,Nelson (Nelson)
LID 26903,NA,Nelson (Nelson)
LID 26906,NA,Nelson (Nelson)
LID 26920,NA,Nelson (Nelson)
LID 26963,NA,Christchurch (Canterbury)
LID 26965,NA,Christchurch (Canterbury)
LID 27127,NA,Christchurch (Canterbury)
LID 27169,NA,Christchurch (Canterbury)
LID 27170,NA,Christchurch (Canterbury)
LID 27171,NA,Christchurch (Canterbury)
LID 27280,NA,Blenheim (Marlborough)
LID 27286,Lake Mcrae,Blenheim (Marlborough)
LID 27302,NA,Nelson (Nelson)
LID 27317,NA,Nelson (Nelson)
LID 27329,NA,Nelson (Nelson)
LID 27332,Paraumu Tarn,Nelson (Nelson)
LID 27413,NA,Nelson (Nelson)
LID 27420,NA,Nelson (Nelson)
LID 27492,NA,Christchurch (Canterbury)
LID 27558,Island Lake,Reefton (West Coast)
LID 27560,Lake Sedgemere,Reefton (West Coast)
LID 27563,NA,Reefton (West Coast)
LID 27564,Fish Lake,Reefton (West Coast)
LID 27565,NA,Reefton (West Coast)
LID 27566,Bowscale Tarn,Reefton (West Coast)
LID 27572,Lake Alexander,Blenheim (Marlborough)
LID 27594,NA,Blenheim (Marlborough)
LID 27616,NA,Blenheim (Marlborough)
LID 27634,NA,Reefton (West Coast)
LID 27635,NA,Nelson (Nelson)
LID 27657,NA,Blenheim (Marlborough)
LID 27675,NA,Nelson (Nelson)
LID 27677,NA,Nelson (Nelson)
LID 27694,NA,Nelson (Nelson)
LID 27708,NA,Nelson (Nelson)
LID 27719,NA,Nelson (Nelson)
LID 27730,NA,Nelson (Nelson)
LID 27736,NA,Nelson (Nelson)
LID 27741,NA,Nelson (Nelson)
LID 27754,NA,Nelson (Nelson)
LID 27757,NA,Nelson (Nelson)
LID 27762,Rotoiti,Nelson (Nelson)
LID 27770,NA,Nelson (Nelson)
LID 27796,NA,Nelson (Nelson)
LID 27803,NA,Nelson (Nelson)
LID 27811,NA,Nelson (Nelson)
LID 27816,NA,Nelson (Nelson)
LID 27837,NA,Nelson (Nelson)
LID 27936,Lake Elterwater,Blenheim (Marlborough)
LID 27994,NA,Blenheim (Marlborough)
LID 28066,Lake Grassmere,Blenheim (Marlborough)
LID 28123,NA,Blenheim (Marlborough)
LID 28146,NA,Blenheim (Marlborough)
LID 28162,Argyle Pond,Nelson (Nelson)
LID 28197,Lake Jasper,Blenheim (Marlborough)
LID 28283,NA,Invercargill (Southland)
LID 28343,Double Lakes,Invercargill (Southland)
LID 28344,NA,Invercargill (Southland)
LID 28378,NA,Invercargill (Southland)
LID 28382,Lake Thomas,Invercargill (Southland)
LID 28383,Lake Hector,Invercargill (Southland)
LID 28385,Lake Dobson,Invercargill (Southland)
LID 28387,NA,Invercargill (Southland)
LID 28390,NA,Invercargill (Southland)
LID 28392,NA,Invercargill (Southland)
LID 28393,NA,Invercargill (Southland)
LID 28394,Lake Esau,Invercargill (Southland)
LID 28398,NA,Invercargill (Southland)
LID 28401,Lake Fraser,Invercargill (Southland)
LID 28402,NA,Invercargill (Southland)
LID 28403,Lake Rimmer,Invercargill (Southland)
LID 28408,Lake Macathur,Invercargill (Southland)
LID 28412,NA,Invercargill (Southland)
LID 28414,NA,Invercargill (Southland)
LID 28415,NA,Invercargill (Southland)
LID 28417,NA,Invercargill (Southland)
LID 28419,NA,Invercargill (Southland)
LID 28438,NA,Invercargill (Southland)
LID 28443,NA,Invercargill (Southland)
LID 28445,NA,Invercargill (Southland)
LID 28446,NA,Invercargill (Southland)
LID 28448,NA,Invercargill (Southland)
LID 28457,NA,Invercargill (Southland)
LID 28473,NA,Invercargill (Southland)
LID 28475,NA,Invercargill (Southland)
LID 28476,NA,Invercargill (Southland)
LID 28478,Kirirua,Invercargill (Southland)
LID 28483,Lake Forster,Invercargill (Southland)
LID 28484,NA,Invercargill (Southland)
LID 28489,NA,Invercargill (Southland)
LID 28490,NA,Invercargill (Southland)
LID 28492,NA,Invercargill (Southland)
LID 28495,NA,Invercargill (Southland)
LID 28497,NA,Invercargill (Southland)
LID 28499,NA,Invercargill (Southland)
LID 28500,NA,Invercargill (Southland)
LID 28503,NA,Invercargill (Southland)
LID 28504,NA,Invercargill (Southland)
LID 28511,NA,Invercargill (Southland)
LID 28530,NA,Invercargill (Southland)
LID 28532,Lake Innes,Invercargill (Southland)
LID 28542,NA,Invercargill (Southland)
LID 28543,Lake George,Invercargill (Southland)
LID 28545,NA,Invercargill (Southland)
LID 28546,NA,Invercargill (Southland)
LID 28547,NA,Invercargill (Southland)
LID 28548,NA,Invercargill (Southland)
LID 28549,NA,Invercargill (Southland)
LID 28550,NA,Invercargill (Southland)
LID 28552,NA,Invercargill (Southland)
LID 28553,NA,Invercargill (Southland)
LID 28562,NA,Invercargill (Southland)
LID 28577,NA,Invercargill (Southland)
LID 28582,NA,Invercargill (Southland)
LID 28611,Kiwi,Invercargill (Southland)
LID 28614,NA,Invercargill (Southland)
LID 28615,NA,Invercargill (Southland)
LID 28620,NA,Invercargill (Southland)
LID 28624,Hakapoua,Invercargill (Southland)
LID 28625,NA,Invercargill (Southland)
LID 28630,NA,Invercargill (Southland)
LID 28632,NA,Invercargill (Southland)
LID 28636,NA,Invercargill (Southland)
LID 28647,NA,Invercargill (Southland)
LID 28652,NA,Invercargill (Southland)
LID 28653,NA,Invercargill (Southland)
LID 28654,NA,Invercargill (Southland)
LID 28658,NA,Invercargill (Southland)
LID 28664,NA,Invercargill (Southland)
LID 28665,NA,Invercargill (Southland)
LID 28666,NA,Invercargill (Southland)
LID 28681,NA,Invercargill (Southland)
LID 28682,NA,Invercargill (Southland)
LID 28690,NA,Invercargill (Southland)
LID 28699,NA,Invercargill (Southland)
LID 28701,NA,Invercargill (Southland)
LID 28704,NA,Invercargill (Southland)
LID 28708,Lake Monk,Invercargill (Southland)
LID 28712,NA,Invercargill (Southland)
LID 28716,NA,Invercargill (Southland)
LID 28722,NA,Invercargill (Southland)
LID 28723,NA,Invercargill (Southland)
LID 28724,NA,Invercargill (Southland)
LID 28734,NA,Invercargill (Southland)
LID 28737,NA,Invercargill (Southland)
LID 28738,NA,Invercargill (Southland)
LID 28743,NA,Invercargill (Southland)
LID 28745,NA,Invercargill (Southland)
LID 28746,NA,Invercargill (Southland)
LID 28749,NA,Invercargill (Southland)
LID 28752,NA,Invercargill (Southland)
LID 28756,NA,Invercargill (Southland)
LID 28757,NA,Invercargill (Southland)
LID 28758,NA,Invercargill (Southland)
LID 28761,NA,Invercargill (Southland)
LID 28764,NA,Invercargill (Southland)
LID 28766,NA,Invercargill (Southland)
LID 28774,NA,Invercargill (Southland)
LID 28778,NA,Invercargill (Southland)
LID 28793,NA,Invercargill (Southland)
LID 28801,NA,Invercargill (Southland)
LID 28810,NA,Invercargill (Southland)
LID 28815,NA,Invercargill (Southland)
LID 28817,Lake Victor,Invercargill (Southland)
LID 28835,Lake Widgeon,Invercargill (Southland)
LID 28837,NA,Invercargill (Southland)
LID 28842,NA,Invercargill (Southland)
LID 28847,NA,Invercargill (Southland)
LID 28849,NA,Invercargill (Southland)
LID 28854,NA,Invercargill (Southland)
LID 28856,NA,Invercargill (Southland)
LID 28858,NA,Invercargill (Southland)
LID 28867,Lake Carrick,Invercargill (Southland)
LID 28870,NA,Invercargill (Southland)
LID 28872,NA,Invercargill (Southland)
LID 28876,NA,Invercargill (Southland)
LID 28879,Lake Purser,Invercargill (Southland)
LID 28882,NA,Invercargill (Southland)
LID 28883,NA,Invercargill (Southland)
LID 28885,NA,Invercargill (Southland)
LID 28886,NA,Invercargill (Southland)
LID 28889,NA,Invercargill (Southland)
LID 28890,NA,Invercargill (Southland)
LID 28905,NA,Invercargill (Southland)
LID 28907,NA,Invercargill (Southland)
LID 28909,NA,Invercargill (Southland)
LID 28912,NA,Invercargill (Southland)
LID 28914,NA,Invercargill (Southland)
LID 28915,NA,Invercargill (Southland)
LID 28920,NA,Invercargill (Southland)
LID 28923,NA,Invercargill (Southland)
LID 28924,Prong Lake,Invercargill (Southland)
LID 28936,NA,Invercargill (Southland)
LID 28937,NA,Invercargill (Southland)
LID 28942,Lake Mike,Invercargill (Southland)
LID 28945,NA,Invercargill (Southland)
LID 28948,NA,Invercargill (Southland)
LID 28958,NA,Invercargill (Southland)
LID 28962,NA,Invercargill (Southland)
LID 28983,NA,Invercargill (Southland)
LID 28986,NA,Invercargill (Southland)
LID 28987,NA,Invercargill (Southland)
LID 28989,NA,Invercargill (Southland)
LID 28995,NA,Invercargill (Southland)
LID 28998,NA,Invercargill (Southland)
LID 28999,NA,Invercargill (Southland)
LID 29002,NA,Invercargill (Southland)
LID 29003,NA,Invercargill (Southland)
LID 29007,NA,Invercargill (Southland)
LID 29012,NA,Invercargill (Southland)
LID 29020,NA,Invercargill (Southland)
LID 29021,NA,Invercargill (Southland)
LID 29024,NA,Invercargill (Southland)
LID 29031,Kakapo,Invercargill (Southland)
LID 29037,NA,Invercargill (Southland)
LID 29040,NA,Invercargill (Southland)
LID 29041,NA,Invercargill (Southland)
LID 29043,NA,Invercargill (Southland)
LID 29050,NA,Invercargill (Southland)
LID 29053,NA,Invercargill (Southland)
LID 29054,NA,Invercargill (Southland)
LID 29070,Sphinx Lake,Invercargill (Southland)
LID 29071,NA,Invercargill (Southland)
LID 29072,NA,Invercargill (Southland)
LID 29073,Lake Hay,Invercargill (Southland)
LID 29074,NA,Invercargill (Southland)
LID 29078,NA,Invercargill (Southland)
LID 29089,NA,Invercargill (Southland)
LID 29090,NA,Invercargill (Southland)
LID 29095,NA,Invercargill (Southland)
LID 29098,NA,Invercargill (Southland)
LID 29100,NA,Invercargill (Southland)
LID 29104,Lake Jaquiery,Invercargill (Southland)
LID 29106,NA,Invercargill (Southland)
LID 29113,NA,Invercargill (Southland)
LID 29122,NA,Invercargill (Southland)
LID 29124,NA,Invercargill (Southland)
LID 29130,NA,Invercargill (Southland)
LID 29146,NA,Invercargill (Southland)
LID 29180,NA,Invercargill (Southland)
LID 29219,NA,Invercargill (Southland)
LID 29221,NA,Invercargill (Southland)
LID 29224,NA,Invercargill (Southland)
LID 29232,NA,Invercargill (Southland)
LID 29238,NA,Invercargill (Southland)
LID 29243,NA,Invercargill (Southland)
LID 29244,Monowai,Invercargill (Southland)
LID 29245,NA,Invercargill (Southland)
LID 29247,NA,Invercargill (Southland)
LID 29249,NA,Invercargill (Southland)
LID 29250,Island Lake,Invercargill (Southland)
LID 29251,NA,Invercargill (Southland)
LID 29252,NA,Invercargill (Southland)
LID 29253,NA,Invercargill (Southland)
LID 29254,Green Lake,Invercargill (Southland)
LID 29257,NA,Invercargill (Southland)
LID 29258,NA,Invercargill (Southland)
LID 29278,NA,Invercargill (Southland)
LID 29330,NA,Invercargill (Southland)
LID 29417,NA,Invercargill (Southland)
LID 29427,NA,Invercargill (Southland)
LID 29430,NA,Invercargill (Southland)
LID 29439,NA,Milford Sound (Southland)
LID 29444,NA,Milford Sound (Southland)
LID 29450,NA,Invercargill (Southland)
LID 29466,NA,Invercargill (Southland)
LID 29468,NA,Invercargill (Southland)
LID 29469,NA,Invercargill (Southland)
LID 29472,NA,Milford Sound (Southland)
LID 29473,NA,Invercargill (Southland)
LID 29474,NA,Milford Sound (Southland)
LID 29477,NA,Milford Sound (Southland)
LID 29478,NA,Invercargill (Southland)
LID 29483,NA,Milford Sound (Southland)
LID 29484,NA,Milford Sound (Southland)
LID 29486,NA,Milford Sound (Southland)
LID 29487,NA,Milford Sound (Southland)
LID 29489,Moose Lake,Milford Sound (Southland)
LID 29490,Shy Lake,Milford Sound (Southland)
LID 29491,NA,Milford Sound (Southland)
LID 29496,NA,Milford Sound (Southland)
LID 29497,NA,Milford Sound (Southland)
LID 29498,NA,Milford Sound (Southland)
LID 29500,NA,Milford Sound (Southland)
LID 29503,NA,Milford Sound (Southland)
LID 29504,NA,Milford Sound (Southland)
LID 29506,NA,Milford Sound (Southland)
LID 29509,NA,Invercargill (Southland)
LID 29510,NA,Invercargill (Southland)
LID 29511,NA,Invercargill (Southland)
LID 29519,NA,Invercargill (Southland)
LID 29540,NA,Invercargill (Southland)
LID 29541,Jane Lake,Invercargill (Southland)
LID 29547,Loch Maree,Invercargill (Southland)
LID 29548,NA,Invercargill (Southland)
LID 29552,NA,Invercargill (Southland)
LID 29553,NA,Invercargill (Southland)
LID 29554,NA,Milford Sound (Southland)
LID 29568,Lake Ursula,Invercargill (Southland)
LID 29579,Lake Horizon,Invercargill (Southland)
LID 29596,Lake Roe,Invercargill (Southland)
LID 29598,Lake Laffy,Invercargill (Southland)
LID 29602,NA,Invercargill (Southland)
LID 29614,Lake Bright,Invercargill (Southland)
LID 29642,NA,Invercargill (Southland)
LID 29643,NA,Invercargill (Southland)
LID 29644,Lake Story,Invercargill (Southland)
LID 29651,NA,Invercargill (Southland)
LID 29665,NA,Invercargill (Southland)
LID 29669,NA,Invercargill (Southland)
LID 29670,NA,Invercargill (Southland)
LID 29673,NA,Invercargill (Southland)
LID 29674,NA,Invercargill (Southland)
LID 29675,NA,Invercargill (Southland)
LID 29679,NA,Invercargill (Southland)
LID 29681,NA,Invercargill (Southland)
LID 29686,NA,Invercargill (Southland)
LID 29688,NA,Invercargill (Southland)
LID 29695,NA,Invercargill (Southland)
LID 29700,NA,Invercargill (Southland)
LID 29709,NA,Invercargill (Southland)
LID 29724,NA,Invercargill (Southland)
LID 29727,NA,Milford Sound (Southland)
LID 29728,NA,Milford Sound (Southland)
LID 29729,NA,Milford Sound (Southland)
