"date","LID","Name","LST","year"
2006-02-16,"52389","Lake Hall",11.2060414469141,2006
2001-01-17,"52770","0",9.69259820659681,2001
2022-03-09,"48597","Lake Lyndon",15.9080592191943,2022
2010-03-17,"45811","Lower Huia Reservoir",21.3395539326216,2010
2010-03-17,"45819","Lake Wainamu",21.430270000037,2010
2006-03-20,"52240","Lake Shirley",9.94364880916027,2006
2010-02-20,"47404","0",7.11883274180644,2010
2015-03-13,"53113","Lake Truth",9.69597427692656,2015
2014-06-07,"54039","Lake Luna",4.80998042275019,2014
2007-02-19,"52077","0",22.6571480499945,2007
2007-02-19,"52473","0",21.781205586749,2007
2014-10-20,"52906","Lake Dale",8.53852603238499,2014
2021-08-27,"47067","Lake Alabaster",2.73621015594392,2021
2009-02-15,"53048","Lake Brown",16.8439915937719,2009
2009-02-15,"50629","Lake Beddoes",10.1879648762557,2009
2008-01-16,"21383","Lake Otamangakau",22.8166091118708,2008
2021-08-27,"53048","Lake Brown",7.00593447058765,2021
2008-01-16,"13857","Lake Waipapa",23.826944415434,2008
2014-10-08,"36981","Lake Tutira",10.1230092106891,2014
2014-10-08,"21370","Lake Rotopounamu",9.77034038634008,2014
2008-03-25,"30487","Lake Sheila",16.7596644736535,2008
2018-09-13,"45341","0",3.77926725372117,2018
2022-03-16,"53048","Lake Brown",16.207847034894,2022
2022-09-29,"54443","0",10.4573844910914,2022
2022-09-29,"52906","Lake Dale",7.51217948875637,2022
2014-04-20,"46954","Alpine Lake/Ata Puai",12.4243281545216,2014
2016-02-28,"53402","Acheron Lakes",12.6617961476101,2016
2022-09-29,"50639","0",4.05342294702638,2022
2002-04-28,"21912","Shag Lake",17.8549220391764,2002
2012-12-24,"52240","Lake Shirley",15.6977419857461,2012
2020-05-15,"25748","Mangar?kau",11.1838270340967,2020
2003-01-07,"28722","0",13.0577575971569,2003
2011-04-19,"52205","0",5.63140086778446,2011
2008-12-31,"11614","Falls Dam",16.1970107522092,2008
2017-04-21,"25519","Lake Otuhie",15.5824499044231,2017
2011-04-19,"52240","Lake Shirley",8.56616659830729,2011
2011-04-19,"52241","0",6.68421779924051,2011
2011-04-19,"52258","0",5.17234511569472,2011
2008-03-20,"12872","Lake Rotoroa",23.5073284976559,2008
2008-12-31,"8890","0",19.1966006658803,2008
2021-08-27,"54077","Rainbow Lake",0.34320782742742,2021
2022-02-16,"33309","Long Range Lake",19.5373998227876,2022
2011-04-19,"52684","0",7.25018300062771,2011
2011-04-19,"52851","0",7.86970212560794,2011
2013-05-17,"26057","0",8.81926088453002,2013
2005-02-17,"5042","Pukepuke Lagoon",19.424523385132,2005
2003-04-22,"24422","Lake Rotokawau",19.7850366076217,2003
2023-11-23,"38664","Kangaroo Lake",18.6425991399562,2023
2020-03-10,"49716","Lake Agnes",11.8718266575317,2020
2003-04-22,"24423","0",19.6439171246877,2003
2019-05-02,"51822","Lake Virginia",8.85154321388086,2019
2018-10-17,"7408","Lake Aviemore",11.8203715142698,2018
2007-05-26,"54356","Lake Mckerrow",10.3152301296087,2007
2001-04-16,"45514","Lake Ohau",11.7421943329048,2001
2018-10-17,"11620","West Eweburn Dam",11.6231462185027,2018
2011-03-04,"24971","Lake Sylvester",13.7204648342983,2011
2021-04-02,"13857","Lake Waipapa",17.8013133717093,2021
2009-04-13,"53101","0",10.4665530298664,2009
2009-04-13,"53117","0",9.36468018070508,2009
2021-08-27,"52902","0",3.40889053979987,2021
2012-04-07,"49337","Lake Pokorua",17.94908167707,2012
2006-10-21,"53025","Lake Ronald",8.73874823606303,2006
2013-06-13,"20880","Lake Mangamahoe",10.2255443030361,2013
2004-01-21,"51224","Wairoa Reservoir",17.6770445153886,2004
2017-09-01,"52722","Lake Alice",7.68628249511721,2017
2018-09-20,"28734","0",5.29050473608902,2018
2014-12-23,"53730","Lake Alta",5.41693452432361,2014
2023-02-09,"40050","Lake Waikaremoana",17.4321802822716,2023
2014-01-16,"15022","Lake Rotoroa",22.0849318451263,2014
2003-01-18,"15033","Lake Hotoananga",24.8955906178975,2003
2004-11-27,"24995","Island Lake",10.5276355279003,2004
2004-11-27,"25748","Mangar?kau",16.2192979162872,2004
2004-11-29,"40102","Lake Rotoma",16.4691984237487,2004
2011-04-19,"51899","Lake Annie",7.03893533565548,2011
2022-03-09,"46835","Tasman Lake",8.46258746508977,2022
2008-01-05,"54088","Lake Harris",13.3050421656235,2008
2012-01-20,"40253","0",21.4221793024373,2012
2009-02-24,"29938","0",10.9187416007865,2009
2003-05-22,"29024","0",3.14318650501258,2003
2014-04-20,"47860","Lake Emily",9.77034038634008,2014
2014-03-10,"52374","0",8.75821711299494,2014
2021-05-20,"56931","0",12.9822558765991,2021
2017-12-01,"25765","Druggans Dam",22.9400431609491,2017
2001-10-23,"53034","0",9.95842825771859,2001
2001-11-10,"47860","Lake Emily",16.8170544663366,2001
2017-12-01,"24937","Lake Henderson",16.6507695029877,2017
2017-12-01,"25748","Mangar?kau",22.3700766068671,2017
2006-10-21,"52919","0",3.40889053979987,2006
2011-12-06,"28408","Lake Macathur",14.0850789943565,2011
2011-12-06,"21733","0",14.4058473284139,2011
2013-04-08,"29073","Lake Hay",8.38486170878508,2013
2014-12-23,"52268","Lake Eva",13.5417373653468,2014
2017-10-30,"27566","Bowscale Tarn",16.8557099961023,2017
2001-10-02,"47228","Lake Tekapo",1.61517929720981,2001
2001-10-02,"47193","Lake Alexandrina",6.62534779345816,2001
2003-05-22,"28611","Lake Kiwi",7.71108654094371,2003
2013-07-24,"18934","Lake Wiritoa",10.2611700392264,2013
2022-09-29,"52919","0",1.62803630537371,2022
2003-01-07,"28937","0",12.9511227510391,2003
2019-05-02,"51940","Lake Lois",10.2346223889493,2019
2011-02-14,"51637","0",12.0514517007864,2011
2012-12-24,"28942","Lake Mike",15.0632852388469,2012
2011-02-14,"52138","Secretary Lake",13.6697515620744,2011
2019-05-02,"28907","0",7.60432639717857,2019
2023-02-12,"7688","Butchers Dam",18.6262928942725,2023
2018-03-25,"54733","Lake Rotomahana",18.5843219970615,2018
2000-02-13,"40396","Lake Waikareiti",16.4949450452744,2000
2006-03-31,"18936","Kaitoke Lake",17.022474605852,2006
2007-05-26,"46132","Lake Clarke",6.57679905800313,2007
2005-02-17,"5014","Lake Kaikokopu",19.7740191218278,2005
2001-09-05,"29474","0",3.24490956949415,2001
2004-03-23,"38502","Lake Kaniere",15.3370475186102,2004
2007-05-26,"53338","South Mavora Lake",8.49007564800507,2007
2009-04-13,"54561","Waiuna Lagoon",11.2662212590064,2009
2023-11-28,"53963","0",4.8686058841119,2023
2011-12-24,"54621","0",12.9711074205948,2011
2006-01-31,"46132","Lake Clarke",18.5021931729449,2006
2013-01-04,"24995","Island Lake",15.4509038808369,2013
2011-04-12,"54672","Lake Wanaka",11.9078421389482,2011
2012-03-27,"52851","0",10.7174538920426,2012
2015-10-07,"46212","Lake Douglas",4.55815264608373,2015
2000-02-18,"26514","Lake Constance",11.9955990402663,2000
2018-09-20,"26057","0",8.20614186542332,2018
2001-01-01,"46131","Lake Leeb",10.2805724519114,2001
2023-01-02,"29043","0",16.4331502374984,2023
2023-11-23,"48451","Lake Coleridge",11.1407040935906,2023
2023-11-23,"41299","Lake Emma",14.9859850939237,2023
2001-01-17,"52566","Lake Te Anau",13.9132744428713,2001
2020-11-30,"12307","Lake Waitaki",14.1595108617831,2020
2020-03-10,"54621","0",7.65036734297104,2020
2007-03-25,"24969","Cobb Reservoir",14.8249818028885,2007
2022-09-29,"53963","0",2.61510880088798,2022
2003-01-07,"29503","0",13.5887810259696,2003
2023-01-09,"53730","Lake Alta",14.3107400750375,2023
2015-04-23,"46484","Lake Duncan Stream 3",6.02960488862198,2015
2015-03-17,"36980","Lake Waikopiro",17.1677010936771,2015
2020-11-28,"52684","0",12.4597071920523,2020
2003-01-07,"52397","Lake Te Au",15.3274857873648,2003
2011-02-14,"51850","Lake Norwest",14.2240835354111,2011
2001-09-05,"26031","Lake Mouat",3.19749404552294,2001
2014-12-23,"52205","0",12.3703633642067,2014
2004-11-29,"11133","Lake Rotorua",16.2481482006903,2004
2020-01-22,"52177","Lake Freeman",15.2483056680665,2020
2021-11-28,"56930","0",24.315190904605,2021
2009-02-24,"29073","Lake Hay",11.5825568488191,2009
2021-03-08,"27286","Lake Mcrae",16.292826130061,2021
2021-03-08,"27566","Bowscale Tarn",15.2164840076675,2021
2008-09-01,"52751","Lake Roxburgh",1.95829041260481,2008
2018-12-27,"46724","Lake Rasselas",20.8865193540883,2018
2001-04-07,"52585","Lake Bloxham",9.48591975175782,2001
2006-03-20,"52247","0",8.75444056315052,2006
2013-03-27,"40102","Lake Rotoma",21.4641801971759,2013
2014-12-23,"51658","0",16.5629177963507,2014
2001-04-07,"26051","Lake Cadman",12.4970475597424,2001
2022-12-30,"50314","Lake Mokeno",24.5984198995147,2022
2001-01-10,"48395","Ivory Lake",5.04266762240002,2001
2003-01-07,"30344","0",14.9454243462962,2003
2014-04-20,"46775","Lake Roto Te Koeti",5.21361770783926,2014
2001-04-07,"29956","Shallow Lake",6.91691246053267,2001
2013-02-21,"26887","Lake Rotoroa",19.6020561839122,2013
2011-10-03,"53022","0",2.63741580308823,2011
2000-11-14,"46724","Lake Rasselas",18.486079126017,2000
2021-07-30,"4","Lake Kohangatera",8.79124871774235,2021
2023-01-14,"28817","Lake Victor",19.7103498530174,2023
2017-04-30,"13970","Lake Ohakuri",16.0277914553859,2017
2014-03-26,"45341","0",9.66320279528401,2014
2001-10-02,"39357","Lake Sheppard",10.7135749753531,2001
2003-02-26,"27564","Fish Lake",18.6807235321185,2003
2001-03-31,"46320","Lake Barra",8.71219066148149,2001
2019-05-02,"28835","Lake Widgeon",9.07228411832585,2019
2000-12-16,"53113","Lake Truth",7.16850033521399,2000
2004-03-23,"41354","Lake Roundabout",7.73604080201511,2004
2009-11-07,"52159","0",6.94423882449803,2009
2009-04-13,"54141","Lake Reid",11.6768438160159,2009
2018-10-17,"12307","Lake Waitaki",11.8203715142698,2018
2014-03-10,"30344","0",13.4004698458728,2014
2003-05-22,"28490","0",6.7416069967162,2003
2015-11-08,"53545","Lake Dispute",15.1451424432721,2015
2007-05-26,"54561","Waiuna Lagoon",9.99020599610157,2007
2004-03-23,"47399","0",4.74308598796006,2004
2023-11-28,"46138","Lake Greaney",10.4372836322954,2023
2020-04-06,"12872","Lake Rotoroa",18.3170310405621,2020
2020-03-10,"52902","0",11.8203715142698,2020
2011-04-03,"52532","0",10.4669745718791,2011
2012-12-24,"52194","0",16.1337769587034,2012
2001-04-07,"51747","Lake Louise",6.27536462024375,2001
2016-05-02,"50711","Lake Te Kohua",4.1507645274059,2016
2011-04-03,"52077","0",13.8950839632382,2011
2011-04-03,"52473","0",13.3219970956946,2011
2007-03-25,"26514","Lake Constance",10.4573844910914,2007
2011-04-19,"26052","0",7.94625077669127,2011
2001-01-17,"54190","Lake Hayes",17.4849210334449,2001
2011-11-22,"13467","Lake Waiparera",20.8736018073089,2011
2016-09-30,"51940","Lake Lois",14.5034957046197,2016
2012-12-24,"51874","Lake Chamberlain",11.7523892043237,2012
2010-11-12,"27566","Bowscale Tarn",16.6212388807203,2010
2021-01-08,"54621","0",12.3563191419042,2021
2016-09-30,"28624","Lake Hakapoua",11.5235157912996,2016
2003-01-07,"51827","Lake Lucille",15.5043898837556,2003
2011-04-19,"29547","Loch Maree",7.47542623574969,2011
2023-01-14,"54132","Diamond Lake",20.4291613519823,2023
2007-04-08,"52258","0",9.29336180222936,2007
2009-02-24,"29614","Lake Bright",11.7938487067419,2009
2003-11-14,"52684","0",5.49750739593736,2003
2001-04-07,"51940","Lake Lois",12.4799294930711,2001
2001-10-25,"7901","Fraser Dam",12.6913999137698,2001
2013-05-17,"28532","Lake Innes",10.4593965052135,2013
2005-05-27,"29254","Green Lake",6.17645291873708,2005
2018-06-09,"52585","Lake Bloxham",4.0513917761578,2018
2018-06-09,"52393","Lake Hilda",4.90136567958228,2018
2013-05-17,"52167","Lake Norma",7.38225910066706,2013
2013-12-08,"54731","Lake Okataina",18.9052477990553,2013
2013-05-17,"29748","Gair Loch",7.06727822928138,2013
2005-05-27,"28408","Lake Macathur",5.60534728567956,2005
2006-09-05,"13467","Lake Waiparera",15.4506754480044,2006
2007-11-18,"52669","0",9.26150676668425,2007
2011-04-19,"53145","Lake Nigel",6.92798047888186,2011
2018-09-13,"46212","Lake Douglas",5.49328241079604,2018
2005-03-03,"24947","Lake Cobb",14.9911371178031,2005
2005-02-20,"50644","0",9.91750353717259,2005
2016-05-02,"53707","Lake Johnson",12.7732279948024,2016
2013-04-08,"51658","0",11.122431351227,2013
2000-05-22,"53338","South Mavora Lake",7.94993182386941,2000
2005-05-31,"16131","Lake Moumahaki",11.3570290537297,2005
2023-04-14,"38421","Lake Mahinapua",12.0236151451365,2023
2018-05-01,"54621","0",4.51884196549429,2018
2003-05-22,"28478","Lake Kirirua",11.3620746887189,2003
2021-07-30,"27936","Lake Elterwater",7.98465760581382,2021
2021-07-30,"25994","Lake Rotorua",6.74175645267974,2021
2005-01-14,"47228","Lake Tekapo",15.2177306110331,2005
2011-04-19,"29917","Lake Pyramid (Burnt",8.38486170878508,2011
2014-03-10,"51822","Lake Virginia",16.1333927777633,2014
2001-04-07,"52274","Hidden Lake",7.76104404264976,2001
2006-03-31,"15904","Lake Oturi",17.6785379125794,2006
2019-11-23,"11138","Lake Rotokawau",21.0780363064065,2019
2019-05-02,"29254","Green Lake",8.7966823269885,2019
2006-09-23,"49200","Lake Hakanoa",16.6042180331095,2006
2001-11-03,"45819","Lake Wainamu",16.4166896278267,2001
2000-12-16,"11709","0",21.7470455567926,2000
2021-02-04,"21383","Lake Otamangakau",19.851898859445,2021
2013-11-18,"29821","Lake St Patrick",12.3851260909177,2013
2013-12-27,"26111","Lake Hauroko",16.0682884981464,2013
2003-02-26,"24947","Lake Cobb",14.72065472063,2003
2013-01-04,"24789","0",16.2747331648175,2013
2011-04-03,"28757","0",6.98435286039592,2011
2003-05-22,"28652","0",4.65798134512681,2003
2009-04-13,"52954","Lake Ross",8.00228976187822,2009
2023-01-02,"28652","0",17.1044660709227,2023
2011-04-19,"29579","Lake Horizon",6.09147039498623,2011
2022-03-25,"24724","0",13.6974858033973,2022
2000-07-04,"15907","Lake Waiau",6.06791723269032,2000
2017-11-20,"53062","Lake Ada",16.768903743602,2017
2021-05-20,"40326","Lake Whakamarino",13.1689306112484,2021
2017-11-20,"51784","0",18.0648614442335,2017
2005-01-14,"47579","Lake Forsyth (Lake Wairewa)",25.5068732638015,2005
2023-11-23,"38974","Lake Brunner / Moana",15.2965767775701,2023
2016-02-23,"13957","Lake Atiamuri",21.8081900595316,2016
2018-09-20,"51656","0",6.98274425937711,2018
2000-02-18,"39837","Lake Christabel",15.4716091471211,2000
2022-01-29,"25748","Mangar?kau",24.0773169809349,2022
2004-05-19,"24805","Lake Marina",5.15647939564724,2004
2023-02-09,"36980","Lake Waikopiro",20.8962432188613,2023
2011-04-19,"51659","0",8.13896005448572,2011
2003-01-18,"45819","Lake Wainamu",23.6896831104282,2003
2011-01-01,"37530","Lake Rotoroa",23.306321830345,2011
2011-12-06,"51784","0",13.3279448042545,2011
2014-03-10,"29024","0",11.1490370851377,2014
2003-05-22,"26099","0",2.32367271081023,2003
2022-03-09,"39225","Lake Haupiri",20.4556875971762,2022
2010-02-20,"48374","0",6.34661472894942,2010
2023-02-12,"7689","Conroys Dam",19.555757964996,2023
2018-05-01,"39599","0",14.7481473707842,2018
2003-05-22,"28854","0",4.56808998237449,2003
2003-05-10,"45814","Upper Nihotupu Reservoir",15.6017363458955,2003
2022-01-20,"45483","Red Lagoon",16.5077683827945,2022
2016-11-21,"28162","Argyle Pond",15.7403946133958,2016
2001-03-31,"54672","Lake Wanaka",14.9540630002992,2001
2022-12-30,"25212","Lake Guyon",18.6032645697622,2022
2014-03-26,"29547","Loch Maree",11.7880823288885,2014
2016-02-28,"53545","Lake Dispute",17.1887566279084,2016
2014-03-26,"28849","0",11.8373959055912,2014
2001-11-10,"46835","Tasman Lake",24.5716743563997,2001
2017-12-01,"24995","Island Lake",16.5227818716215,2017
2014-03-26,"28879","Lake Purser",12.4370734402418,2014
2017-11-20,"52177","Lake Freeman",15.0742232396487,2017
2017-11-20,"52181","Lake Minerva",15.6671855464751,2017
2009-02-01,"47193","Lake Alexandrina",18.4276023492307,2009
2011-12-06,"51877","0",14.1316223414088,2011
2013-12-27,"51785","0",14.6609797767074,2013
2003-03-16,"40120","Lake Rotoroa",27.0917979244958,2003
2021-12-21,"25994","Lake Rotorua",24.2350410068631,2021
2007-05-26,"53006","Lake Thompson",4.19555535431755,2007
2016-09-30,"51751","Lake Colwell",8.94613803989688,2016
2018-11-23,"28438","0",13.8187771589964,2018
2009-02-15,"51658","0",11.9958676898844,2009
2005-03-17,"46212","Lake Douglas",11.7788493073802,2005
2005-09-09,"26099","0",3.33459559368401,2005
2019-05-02,"51784","0",8.04604779798467,2019
2012-03-27,"52585","Lake Bloxham",7.44716181561893,2012
2005-01-14,"47193","Lake Alexandrina",18.3037730771738,2005
2011-02-14,"29073","Lake Hay",12.1919036801056,2011
2011-02-14,"29938","0",12.3051059354952,2011
2007-02-19,"53707","Lake Johnson",22.9374063612602,2007
2009-02-24,"29810","0",10.2252511599928,2009
2013-11-18,"29728","0",13.1689306112484,2013
2009-02-24,"29596","Lake Roe",12.7671607207202,2009
2007-05-26,"52566","Lake Te Anau",11.4015991450489,2007
2022-02-16,"33834","0",20.0880902915592,2022
2021-02-04,"13970","Lake Ohakuri",21.9267774011673,2021
2004-03-23,"46723","Lake Moeraki",12.2926230099459,2004
2007-05-26,"54435","Lake Wilmot",8.77015064490018,2007
2007-05-26,"54141","Lake Reid",8.82621696257274,2007
2007-05-26,"53353","North Mavora Lake",8.94518682368374,2007
2007-12-06,"25002","Lake Stanley",17.3074864914517,2007
2009-05-17,"49643","0",15.530475890818,2009
2012-12-24,"51659","0",15.9297653121383,2012
2020-04-06,"12873","Lake Numiti",18.2525944643717,2020
2020-04-06,"12876","Lake Taharoa",18.0378023160405,2020
2015-03-29,"50695","0",5.84586611658733,2015
2018-09-20,"51653","0",6.98372565768494,2018
2001-10-23,"51808","0",7.66984412677328,2001
2011-12-06,"53033","Lake Moreton",7.77866567258667,2011
2023-11-23,"48660","Lake Pearson",12.2154009172752,2023
2003-05-22,"51653","0",8.20724028419039,2003
2011-04-03,"52576","Lake Mistletoe",12.0417093789374,2011
2016-09-30,"28867","Lake Carrick",12.8212106150019,2016
2016-02-05,"46775","Lake Roto Te Koeti",18.1627367210955,2016
2001-01-17,"52884","Lake Grave",14.132429609958,2001
2002-12-06,"52475","Lake Orbell",14.0820043970433,2002
2001-01-17,"52243","Lake Marchant",13.4571897012255,2001
2020-03-30,"40326","Lake Whakamarino",14.5494952672015,2020
2011-11-22,"23657","Lake Waimimiha",23.0760790840448,2011
2002-06-15,"45813","Lower Nihotupu Reservoir",13.8184609360214,2002
2001-09-05,"28989","0",6.98511637724886,2001
2020-11-28,"52660","Lake Ogle",9.43230289878193,2020
2018-11-23,"28849","0",18.2819896074093,2018
2020-01-22,"29073","Lake Hay",16.959737846539,2020
2005-01-28,"29540","0",19.1535594829379,2005
2020-01-22,"29917","Lake Pyramid (Burnt",19.8499069322082,2020
2020-01-22,"29938","0",16.7206350142467,2020
2009-02-24,"28722","0",9.24022977943162,2009
2010-02-20,"45686","Lake Gault",19.4598806501508,2010
2001-01-17,"52159","0",10.0154106694426,2001
2003-05-10,"45819","Lake Wainamu",17.2611236390089,2003
2001-04-07,"51784","0",9.00306491247102,2001
2003-05-22,"29444","0",6.13844441965603,2003
2002-06-22,"23721","Lake Omapere",11.2735310709984,2002
2005-04-04,"38638","Kapitia Reservoir",14.5906673154988,2005
2016-11-21,"301","Bartons Lagoon",19.1905903479928,2016
2003-05-22,"29547","Loch Maree",7.00784385813955,2003
2001-09-05,"51972","0",5.94956764154171,2001
2001-09-05,"29681","0",3.52121480289338,2001
2021-07-30,"48177","Lake Ellesmere (Te Waihora)",5.44784688232949,2021
2009-02-24,"46051","Lake Eyles",11.7628649405727,2009
2000-12-16,"53966","Cloudmaker Lake",7.45916284719442,2000
2013-12-27,"51874","Lake Chamberlain",13.9746283897845,2013
2014-03-26,"52292","Teardrop Lake",12.4775393788955,2014
2014-03-10,"29244","Lake Monowai",16.4237531120011,2014
2012-03-27,"53062","Lake Ada",11.2831106007804,2012
2013-07-24,"16131","Lake Moumahaki",9.69042808342181,2013
2006-03-22,"26901","Lake Angelus",9.9758183580405,2006
2003-11-30,"52928","0",7.78124969808391,2003
2014-03-26,"52374","0",8.21742677399749,2014
2017-12-31,"54060","Lake Adelaide",17.1740473475032,2017
2014-03-26,"51850","Lake Norwest",11.8192588347534,2014
2005-01-14,"7409","Lake Benmore",17.6154161136506,2005
2022-05-06,"14406","Lake Ngaroto",15.6834730448795,2022
2001-01-17,"53109","Lake Never-never",9.41206196548154,2001
2021-03-24,"50782","Lake Waikare",19.3203943635619,2021
2013-11-18,"29679","0",9.78610462766028,2013
2017-12-01,"44747","Tomahawk Lagoon",24.2121993881603,2017
2007-05-26,"46131","Lake Leeb",6.20549538749907,2007
2013-11-18,"29124","0",14.5656995380529,2013
2013-11-18,"29644","Lake Story",12.5366293379538,2013
2004-03-23,"38955","Lake Poerua",14.6282590734859,2004
2001-04-16,"54736","Lake Hawea",14.3475874265847,2001
2013-12-27,"51625","Lake Beattie",15.2391974784391,2013
2001-04-07,"51658","0",9.89534424428791,2001
2020-05-08,"1708","Lake Wairarapa",12.1040958966125,2020
2015-11-08,"52576","Lake Mistletoe",16.1885546960262,2015
2001-01-17,"52887","0",13.2425916015603,2001
2018-02-05,"40071","Lake Rerewhakaaitu",20.888421071968,2018
2004-03-23,"41768","0",4.21917863604591,2004
2010-04-04,"14680","Lake Karapiro",19.9985135854942,2010
2009-03-14,"26357","Lake Daniell",17.1239879208486,2009
2002-12-06,"53401","Acheron Lakes",14.0108064100423,2002
2006-03-31,"25044","Lake Chalice",12.9979571870383,2006
2003-05-22,"29490","Shy Lake",6.46172589149108,2003
2010-01-05,"12873","Lake Numiti",21.9058744899274,2010
2020-02-23,"29681","0",11.4462307817435,2020
2000-05-24,"20880","Lake Mangamahoe",11.4295659058178,2000
2020-03-30,"21367","Lake Rotoaira",14.6069391932988,2020
2020-10-06,"47860","Lake Emily",10.4573844910914,2020
2012-12-24,"28923","0",12.7858910100095,2012
2021-09-12,"28478","Lake Kirirua",8.62394609734497,2021
2013-06-13,"24937","Lake Henderson",3.37439065103678,2013
2011-01-01,"36096","Oingo Lake",24.1945911320257,2011
2003-11-14,"53025","Lake Ronald",9.29165657709939,2003
2003-01-07,"51838","Lake Matilda",13.9396958025791,2003
2003-01-07,"51899","Lake Annie",12.070312630046,2003
2010-02-20,"45688","Skifington Swamp",19.7914414809452,2010
2023-02-12,"46564","Lake Pukaki",9.77322428924191,2023
2023-02-12,"7408","Lake Aviemore",19.097677933008,2023
2013-05-17,"51784","0",8.00096506717267,2013
2008-09-01,"53117","0",6.41538934728021,2008
2014-12-23,"26045","0",12.7256687684077,2014
2018-11-23,"29250","Island Lake",12.529598064052,2018
2022-02-14,"12872","Lake Rotoroa",22.367238943524,2022
2014-01-16,"21367","Lake Rotoaira",17.9472928818423,2014
2021-12-30,"13873","Lake Whakamaru",23.1820834666457,2021
2003-05-22,"51659","0",6.20550610007427,2003
2021-12-23,"37534","Lake Rotonuiaha",24.4769444710186,2021
2007-05-26,"52684","0",5.61165190094505,2007
2014-01-16,"13857","Lake Waipapa",22.3448798500081,2014
2022-02-14,"45814","Upper Nihotupu Reservoir",20.5913442048752,2022
2022-02-14,"45812","Upper Huia Reservoir",21.3287689217977,2022
2003-01-14,"52355","Three Duck Lake",14.5244482308503,2003
2009-02-15,"46043","Lake Duncan",10.1239803393133,2009
2020-01-10,"18610","Lake Moawhango",11.9690380481723,2020
2017-12-31,"53117","0",14.6413433829028,2017
2001-01-01,"53114","0",11.3115849239401,2001
2015-03-13,"52919","0",12.0028203524699,2015
2000-11-14,"46725","Lake Paringa",17.7338102111777,2000
2003-05-22,"28907","0",7.81793787658546,2003
2004-06-09,"29938","0",3.0946379013817,2004
2007-02-19,"50695","0",12.2320761714714,2007
2001-04-07,"29858","0",8.47264151197959,2001
2012-03-27,"52344","0",10.2482954377473,2012
2008-05-30,"41299","Lake Emma",2.24059230995221,2008
2009-04-13,"54736","Lake Hawea",13.891143034445,2009
2023-11-28,"47067","Lake Alabaster",12.8809692097607,2023
2016-06-30,"21367","Lake Rotoaira",7.75241184666277,2016
2018-11-23,"29917","Lake Pyramid (Burnt",14.3870213727045,2018
2005-01-14,"27286","Lake Mcrae",18.6393300416115,2005
2004-11-09,"52851","0",8.3360024671357,2004
2019-05-02,"28478","Lake Kirirua",9.78339508316333,2019
2016-05-02,"53163","Lake Von River Valley",9.92258130824109,2016
2009-02-24,"29503","0",10.8265668874416,2009
2003-04-22,"13467","Lake Waiparera",19.6591500214118,2003
2015-03-24,"14546","Lake Arapuni",19.4080915407671,2015
2006-09-05,"47399","0",1.29196082828531,2006
2012-03-27,"52221","Tawera Tarn",8.96206755072848,2012
2004-03-23,"48374","0",2.02118720756982,2004
2002-04-19,"12307","Lake Waitaki",13.6234591497362,2002
2015-11-08,"54737","Lake Dunstan",16.7427429028251,2015
2010-05-13,"14408","Lake Ruatuna",17.0909124659161,2010
2012-03-27,"52875","Lake Bernard",9.40880488427905,2012
2010-04-04,"11138","Lake Rotokawau",16.8156527027144,2010
2017-05-05,"52355","Three Duck Lake",7.6728310451162,2017
2017-05-05,"52851","0",7.56225888977201,2017
2013-12-27,"28532","Lake Innes",16.6169683326696,2013
2001-01-17,"54737","Lake Dunstan",17.0678522736383,2001
2011-04-12,"7657","Greenland Reservoir",8.83305164193297,2011
2023-11-23,"47198","Lake Mcgregor",13.9547488189391,2023
2020-02-23,"52422","0",13.6394716699607,2020
2011-04-19,"28915","0",6.965041489908,2011
2020-03-10,"53113","Lake Truth",10.2736219739157,2020
2014-12-23,"29956","Shallow Lake",17.4980776134229,2014
2016-02-05,"47414","Ice Lake",12.9498683037187,2016
2001-01-17,"52475","Lake Orbell",11.8008896002235,2001
2014-10-20,"52940","0",6.52187563527764,2014
2023-01-02,"29444","0",15.5191873627352,2023
2001-10-23,"52194","0",5.99154815754059,2001
2014-03-10,"51978","Lake Victoria",10.2172793181477,2014
2001-10-23,"51940","Lake Lois",11.9965015178234,2001
2022-03-09,"47193","Lake Alexandrina",17.5446985927451,2022
2014-04-22,"21383","Lake Otamangakau",11.1378529686845,2014
2011-11-06,"7657","Greenland Reservoir",10.2796037408114,2011
2023-11-23,"39056","Lake Minchin",5.57860437102522,2023
2010-03-17,"45813","Lower Nihotupu Reservoir",22.1534179485436,2010
2008-07-15,"29024","0",1.81522004184927,2008
2008-07-15,"29503","0",0.704409964028798,2008
2022-01-20,"7386","0",16.1733318338207,2022
2021-01-08,"53103","Lake Pukutahi",14.3025785356263,2021
2016-01-18,"29673","0",8.94250190185511,2016
2005-01-14,"39297","Lake Mason",14.8226366057357,2005
2005-01-14,"39056","Lake Minchin",10.7667314597453,2005
2006-04-16,"49180","Lake Whangape",17.401532052683,2006
2018-05-01,"45504","Lake Middleton",9.00153305166975,2018
2013-12-27,"29444","0",14.8759465377961,2013
2015-09-23,"27286","Lake Mcrae",4.13238414231904,2015
2001-10-23,"53114","0",10.1880949746269,2001
2001-10-23,"52410","0",9.13415673000299,2001
2014-03-26,"51784","0",11.7766644234961,2014
2011-12-06,"51637","0",14.0696459682842,2011
2014-03-26,"51940","Lake Lois",15.3919942183549,2014
2018-05-01,"45360","Lucidus Lake",5.70103744593513,2018
