"date","LID","Name","LST","year"
2002-08-27,"18023","Marron Reservoirs a",8.71471779690711,2002
2002-08-27,"5306","Omanuka Lagoon",9.35430573386941,2002
2002-08-27,"5042","Pukepuke Lagoon",9.27911225700535,2002
2002-08-27,"5014","Lake Kaikokopu",8.50663806764993,2002
2005-06-07,"48663","Lake Grasmere",4.59090310566899,2005
2005-06-07,"38421","Lake Mahinapua",7.87605198890543,2005
2005-06-07,"38502","Lake Kaniere",10.4569969829021,2005
2005-06-07,"38665","Lady Lake",8.44986970843405,2005
2005-06-07,"38664","Kangaroo Lake",9.03931683874646,2005
2005-06-07,"39226","Lake Ahaura",7.12654779919217,2005
2002-10-14,"18933","Lake Pauri",14.6369568168378,2002
2002-10-14,"18936","Kaitoke Lake",14.4890334815882,2002
2002-10-14,"15904","Lake Oturi",13.9077751627829,2002
2002-10-14,"15907","Lake Waiau",13.8329647940558,2002
2002-10-14,"5306","Omanuka Lagoon",13.4462244324918,2002
2002-10-14,"5042","Pukepuke Lagoon",13.2981018537285,2002
2002-10-14,"5014","Lake Kaikokopu",12.6830587166303,2002
2005-06-23,"38974","Lake Brunner / Moana",8.88618694983751,2005
2005-06-23,"39356","Lake Taylor",7.11623522244355,2005
2005-06-23,"47860","Lake Emily",2.73154309361973,2005
2005-06-23,"38421","Lake Mahinapua",8.34583157448282,2005
2005-06-23,"38955","Lake Poerua",6.91359989998551,2005
2005-06-23,"38502","Lake Kaniere",10.0937644533999,2005
2005-06-23,"38638","Kapitia Reservoir",7.14283229217028,2005
2005-06-23,"38665","Lady Lake",7.40162131180944,2005
2003-01-02,"1708","Lake Wairarapa",21.0820735250495,2003
2003-01-02,"13446","Lake Heaton",23.3938745702257,2003
2014-05-29,"29254","Green Lake",7.13142270336408,2014
2005-06-23,"39050","Lake Kaurapataka",6.46608849698089,2005
2005-06-23,"39364","Loch Katrine",3.62358926880086,2005
2005-06-23,"39297","Lake Mason",6.61001115476529,2005
2003-01-02,"5042","Pukepuke Lagoon",22.6514231238945,2003
2003-01-02,"5014","Lake Kaikokopu",22.9186196326164,2003
2005-07-09,"48455","Lake Ida",0.296315549635608,2005
2023-08-04,"40190","Onewhero Lagoon",8.30335844998854,2023
2005-07-09,"48447","Lake Georgina",3.78908989505783,2005
2005-07-09,"48660","Lake Pearson",3.89640516572973,2005
2005-07-09,"41299","Lake Emma",2.61660613632904,2005
2005-07-09,"48451","Lake Coleridge",8.4253947485671,2005
2005-07-09,"47892","Lake Heron",1.41950638102651,2005
2005-07-09,"41305","Lake Clearwater",1.48200398654393,2005
2005-07-09,"48657","Lake Marymere",3.85684904664288,2005
2014-10-06,"25002","Lake Stanley",7.03071191166487,2014
2005-07-09,"48456","Lake Catherine",3.29776858780929,2005
2005-07-09,"48663","Lake Grasmere",3.46354932130225,2005
2005-07-09,"47860","Lake Emily",3.02837249349039,2005
2005-07-09,"41306","Lake Camp",2.53558478998582,2005
2014-05-15,"39297","Lake Mason",10.0429640053072,2014
2005-07-09,"38955","Lake Poerua",6.45942651248612,2005
2005-07-09,"38502","Lake Kaniere",9.4431166961856,2005
2005-07-09,"39621","Lake Hochstetter",6.11274153531264,2005
2005-07-09,"39050","Lake Kaurapataka",5.27652958033627,2005
2016-09-11,"40124","Lake Matahina",11.5680053936589,2016
2016-09-11,"40253","0",14.0767043015194,2016
2016-09-11,"40188","Lake Rotoehu",11.9318091620208,2016
2016-09-11,"40110","Lake Pupuwharau",13.1887501450645,2016
2016-09-11,"40216","0",14.3133749928284,2016
2016-09-11,"11138","Lake Rotokawau",11.128669246381,2016
2016-09-11,"11133","Lake Rotorua",11.1679663424482,2016
2016-09-11,"54730","Lake Rotoiti",11.5820176583883,2016
2016-09-11,"40102","Lake Rotoma",11.3748356120219,2016
2016-09-11,"54731","Lake Okataina",11.3060429512165,2016
2016-09-11,"15312","Lake Tikitapu                 (Blue Lake)",10.6065057987869,2016
2016-09-11,"15325","Lake Okareka",10.780210790891,2016
2016-09-11,"40120","Lake Rotoroa",13.1190695555342,2016
2016-09-11,"40191","Whakarewarewa Lagoon",12.3951216949067,2016
2016-12-16,"40188","Lake Rotoehu",19.8066337984039,2016
2016-12-16,"40110","Lake Pupuwharau",21.7488188857802,2016
2016-12-16,"11138","Lake Rotokawau",18.694363611393,2016
2016-12-16,"11133","Lake Rotorua",19.1375880438496,2016
2016-12-16,"54730","Lake Rotoiti",18.2238663923602,2016
2016-12-16,"40102","Lake Rotoma",19.0073792544218,2016
2016-12-16,"54731","Lake Okataina",18.3452436505879,2016
2016-12-16,"54732","Lake Tarawera",18.6817432675705,2016
2016-12-16,"15312","Lake Tikitapu                 (Blue Lake)",18.4324780171771,2016
2016-12-16,"15325","Lake Okareka",19.6174324543235,2016
2016-12-16,"15621","Lake Rotokakahi               (Green Lake)",19.1989514200807,2016
2005-09-11,"48381","0",1.8619789361822,2005
2005-09-11,"48669","Lake Hawdon",11.6305609981782,2005
2005-09-11,"38521","Okuku Reservoir",12.774497221862,2005
2005-09-11,"48679","Blackwater Lake",11.8283988438751,2005
2005-09-11,"39191","Lake Morgan",6.50701379661285,2005
2014-05-29,"52159","0",4.00463191866271,2014
2005-10-13,"48447","Lake Georgina",12.4777130484916,2005
2005-10-13,"48673","Lake Sarah",10.9924469171392,2005
2005-10-13,"48660","Lake Pearson",10.55332643196,2005
2005-10-13,"41299","Lake Emma",10.4339472398923,2005
2005-10-13,"38974","Lake Brunner / Moana",11.8660513589672,2005
2005-10-13,"48451","Lake Coleridge",10.6974624014872,2005
2005-10-13,"47892","Lake Heron",10.5866354671247,2005
2005-10-13,"41305","Lake Clearwater",11.2161577792783,2005
2005-10-13,"48213","Lake Selfe",11.0334369717609,2005
2005-10-13,"48597","Lake Lyndon",10.3332824642238,2005
2003-11-18,"13446","Lake Heaton",19.1585319587198,2003
2003-11-18,"18933","Lake Pauri",18.5380070532847,2003
2003-11-18,"15904","Lake Oturi",19.381155369559,2003
2003-11-18,"15907","Lake Waiau",19.0321080737114,2003
2017-05-25,"40253","0",12.3426195183229,2017
2017-05-25,"40110","Lake Pupuwharau",12.2399655264507,2017
2017-05-25,"15312","Lake Tikitapu                 (Blue Lake)",8.38919083233941,2017
2005-10-13,"48669","Lake Hawdon",10.8221484267685,2005
2005-10-13,"48679","Blackwater Lake",11.8106743776954,2005
2005-11-14,"48455","Lake Ida",14.507841556229,2005
2005-11-14,"47579","Lake Forsyth (Lake Wairewa)",11.3804987055564,2005
2005-11-14,"48177","Lake Ellesmere (Te Waihora)",6.27927358474415,2005
2005-11-14,"48447","Lake Georgina",12.4407321226867,2005
2005-11-14,"48660","Lake Pearson",14.2235378648836,2005
2005-11-14,"48213","Lake Selfe",12.9871246483156,2005
2004-03-25,"13446","Lake Heaton",17.2655129466362,2004
2004-03-25,"13456","Lake Alice",16.312542868829,2004
2017-06-26,"40253","0",11.2215369227604,2017
2017-06-26,"40188","Lake Rotoehu",10.7969212154253,2017
2017-06-26,"40216","0",10.038948203572,2017
2017-06-26,"11133","Lake Rotorua",7.85369425179454,2017
2017-06-26,"54730","Lake Rotoiti",13.0260823435008,2017
2017-06-26,"40191","Whakarewarewa Lagoon",10.0799404793974,2017
2017-07-12,"40253","0",6.63833672894651,2017
2014-07-16,"29681","0",0.493392259708116,2014
2014-07-16,"51877","0",1.60599957028813,2014
2014-07-16,"52147","Lake Dora",4.31590444353691,2014
2014-07-16,"28495","0",5.92379964125826,2014
2014-07-16,"26045","0",2.01748202081404,2014
2014-07-16,"28403","Lake Rimmer",4.74139776974761,2014
2014-07-16,"28438","0",4.93149367462269,2014
2014-07-16,"28490","0",5.38526667283833,2014
2000-08-07,"34689","0",8.91785463004891,2000
2014-07-16,"28937","0",3.948771043178,2014
2014-07-16,"28942","Lake Mike",3.24610773159168,2014
2014-07-16,"29073","Lake Hay",0.130254041038995,2014
2000-08-07,"36960","0",9.58321120411654,2000
2000-08-07,"36980","Lake Waikopiro",10.7632327550839,2000
2014-07-16,"51653","0",4.91069173945948,2014
2014-07-16,"51658","0",5.06134925903865,2014
2014-07-16,"51751","Lake Colwell",2.63689230544446,2014
2014-07-16,"52143","0",4.43463064800784,2014
2014-07-16,"52177","Lake Freeman",1.52662964591849,2014
2014-07-16,"52221","Tawera Tarn",4.49117186671089,2014
2014-07-16,"52235","Myth Tarn",4.40799642806019,2014
2014-07-16,"52340","0",0.264775398112647,2014
2014-07-16,"29490","Shy Lake",4.60426309289841,2014
2014-07-16,"28945","False Lake",3.89776195277199,2014
2014-07-16,"26057","0",0.93925960771918,2014
2004-08-16,"13446","Lake Heaton",7.84406469549526,2004
2004-08-16,"13456","Lake Alice",8.48401462446071,2004
2004-08-16,"18023","Marron Reservoirs a",7.84956352892675,2004
2023-02-27,"29917","Lake Pyramid (Burnt",15.5635138769063,2023
2008-05-28,"53353","North Mavora Lake",6.01819109413498,2008
2008-05-28,"53549","Moke Lake",5.36245618314689,2008
2008-05-28,"53707","Lake Johnson",6.89233828489722,2008
2004-10-19,"18936","Kaitoke Lake",12.4567419824577,2004
2014-07-16,"28915","0",4.3779974012366,2014
2014-07-16,"51859","Lake Browne",3.84802347823108,2014
2014-07-16,"26052","0",4.83831493919627,2014
2014-07-16,"28489","0",4.5410349385287,2014
2014-07-16,"28497","0",3.86217264401034,2014
2021-02-11,"27762","Lake Rotoiti",15.9114048931004,2021
2014-07-16,"29503","0",1.93729380647773,2014
2014-07-16,"51634","0",2.63009528890001,2014
2014-07-16,"51647","0",4.42875835800072,2014
2008-05-28,"53392","Lake Ned",1.00388813312043,2008
2014-07-16,"51826","Lake Carina",1.10001618568077,2014
2004-12-06,"18936","Kaitoke Lake",16.4240233794231,2004
2006-06-26,"48451","Lake Coleridge",9.332857710133,2006
2023-08-26,"56930","0",8.10441945132038,2023
2006-06-26,"48700","Lake Letitia",0.151466349828127,2006
2006-06-26,"38421","Lake Mahinapua",5.80099881105241,2006
2006-06-26,"38955","Lake Poerua",3.92853850248378,2006
2006-06-26,"38502","Lake Kaniere",9.56978740620514,2006
2006-06-26,"38638","Kapitia Reservoir",4.46487359039185,2006
2006-06-26,"38665","Lady Lake",6.52049085039488,2006
2006-06-26,"38664","Kangaroo Lake",5.55243529677199,2006
2006-06-26,"39621","Lake Hochstetter",4.71689954687452,2006
2006-06-26,"39226","Lake Ahaura",7.3215998822111,2006
2006-06-26,"39837","Lake Christabel",5.72887771810429,2006
2006-06-26,"39050","Lake Kaurapataka",4.34875711863282,2006
2008-06-29,"47067","Lake Alabaster",7.72914606885359,2008
2008-06-29,"54132","Diamond Lake",6.2751674829691,2008
2008-06-29,"54356","Lake Mckerrow",8.62485096664938,2008
2008-06-29,"54435","Lake Wilmot",8.02924460054635,2008
2008-06-29,"53338","South Mavora Lake",6.25254750673167,2008
2008-06-29,"53353","North Mavora Lake",7.12475051764892,2008
2008-06-29,"7901","Fraser Dam",1.21779914570737,2008
2008-06-29,"53549","Moke Lake",2.29370403447871,2008
2005-04-13,"13446","Lake Heaton",15.3702186372426,2005
2005-04-13,"13456","Lake Alice",14.4441655411399,2005
2008-06-29,"53707","Lake Johnson",4.70926042588673,2008
2008-06-29,"53048","Lake Brown",5.22377533120914,2008
2008-06-29,"46140","Lake Ellery",8.36982552138682,2008
2008-06-29,"54561","Waiuna Lagoon",6.24319384797474,2008
2002-02-14,"7688","Butchers Dam",18.7464221358006,2002
2002-02-14,"7689","Conroys Dam",19.040664928698,2002
2002-02-14,"47228","Lake Tekapo",15.1824299312111,2002
2008-06-29,"52292","Teardrop Lake",4.94872603013414,2008
2002-02-14,"54737","Lake Dunstan",18.5182082439877,2002
2008-06-29,"52389","Lake Hall",3.37027354291416,2008
2018-05-28,"40124","Lake Matahina",9.59054569091711,2018
2018-05-28,"40253","0",10.2826287348066,2018
2018-05-28,"40188","Lake Rotoehu",11.5787553425308,2018
2018-05-28,"40110","Lake Pupuwharau",11.8623932331708,2018
2018-05-28,"40216","0",10.310047890814,2018
2018-05-28,"11138","Lake Rotokawau",12.8706672176119,2018
2018-05-28,"11133","Lake Rotorua",12.4830567933531,2018
2018-05-28,"54730","Lake Rotoiti",13.2430989955532,2018
2018-05-28,"40102","Lake Rotoma",13.3461456602427,2018
2018-05-28,"54731","Lake Okataina",13.3185144553425,2018
2018-05-28,"54732","Lake Tarawera",13.3839124451174,2018
2018-05-28,"15312","Lake Tikitapu                 (Blue Lake)",11.9849078439725,2018
2018-05-28,"15325","Lake Okareka",12.173655946335,2018
2018-05-28,"15621","Lake Rotokakahi               (Green Lake)",12.1976960763182,2018
2018-05-28,"15655","0",7.23175040635584,2018
2018-05-28,"40120","Lake Rotoroa",9.64852491589414,2018
2018-05-28,"40190","Onewhero Lagoon",10.1480729622222,2018
2018-05-28,"40191","Whakarewarewa Lagoon",10.7573515299193,2018
2005-08-03,"16131","Lake Moumahaki",9.93161463548523,2005
2005-08-03,"5306","Omanuka Lagoon",8.82489851855206,2005
2005-08-03,"7506","Lake Rotorangi",8.44679375865951,2005
2005-08-03,"5014","Lake Kaikokopu",8.63862426272539,2005
2005-09-20,"1708","Lake Wairarapa",8.55456864545806,2005
2005-09-20,"13456","Lake Alice",11.7283827866326,2005
2005-09-20,"15904","Lake Oturi",13.3597299331551,2005
2005-09-20,"15907","Lake Waiau",11.6368239051258,2005
2005-09-20,"1974","Lake Papaitonga",9.61140791084705,2005
2018-06-29,"40124","Lake Matahina",8.23205371991338,2018
2018-06-29,"40253","0",7.77331379638787,2018
2018-06-29,"40188","Lake Rotoehu",8.99701666904446,2018
2018-06-29,"40110","Lake Pupuwharau",8.7145635342784,2018
2018-06-29,"40216","0",9.6998987631481,2018
2018-06-29,"11138","Lake Rotokawau",10.6508765385308,2018
2018-06-29,"11133","Lake Rotorua",9.97295151270993,2018
2018-06-29,"54730","Lake Rotoiti",11.9208912177793,2018
2018-06-29,"15312","Lake Tikitapu                 (Blue Lake)",9.89561387765389,2018
2018-06-29,"15655","0",5.27849080635258,2018
2018-06-29,"40120","Lake Rotoroa",7.78445396729995,2018
2018-06-29,"40190","Onewhero Lagoon",7.6455230924999,2018
2018-06-29,"40191","Whakarewarewa Lagoon",9.01309280082592,2018
2005-10-22,"5042","Pukepuke Lagoon",15.2514907920305,2005
2005-10-22,"7506","Lake Rotorangi",15.8144211222177,2005
2008-06-29,"52240","Lake Shirley",5.27215009964874,2008
2005-10-22,"5014","Lake Kaikokopu",13.9862311834737,2005
2006-10-16,"48447","Lake Georgina",11.2918592371474,2006
2006-10-16,"48673","Lake Sarah",10.3889250098857,2006
2006-10-16,"48660","Lake Pearson",10.2027508317042,2006
2006-10-16,"41299","Lake Emma",10.780210790891,2006
2006-10-16,"38974","Lake Brunner / Moana",11.5609875248242,2006
2017-07-10,"25024","Boulder Lake",5.12378076121638,2017
2006-10-16,"47892","Lake Heron",10.1015924987456,2006
2006-10-16,"41305","Lake Clearwater",10.8955224286063,2006
2006-10-16,"48213","Lake Selfe",10.1382181304267,2006
2006-10-16,"48597","Lake Lyndon",9.48284808295199,2006
2006-10-16,"39225","Lake Haupiri",12.5367160629584,2006
2006-10-16,"39356","Lake Taylor",8.59581467851268,2006
2006-10-16,"48700","Lake Letitia",11.3525355807587,2006
2006-10-16,"48657","Lake Marymere",10.8818963749534,2006
2006-10-16,"48217","Lake Evelyn",11.2528549390136,2006
2006-10-16,"48663","Lake Grasmere",10.3335783709272,2006
2006-10-16,"47860","Lake Emily",10.5931016454467,2006
2006-10-16,"41306","Lake Camp",11.040378837961,2006
2006-10-16,"41354","Lake Roundabout",10.6714264586279,2006
2006-10-16,"38955","Lake Poerua",13.1359359329299,2006
2006-10-16,"38502","Lake Kaniere",12.0317199230525,2006
2006-10-16,"54738","Lake Sumner",8.98380491243972,2006
2006-10-16,"48374","0",3.8862655075244,2006
2006-10-16,"38638","Kapitia Reservoir",13.5778888903859,2006
2006-10-16,"38665","Lady Lake",13.536969103406,2006
2006-10-16,"38664","Kangaroo Lake",14.3346700131787,2006
2006-10-16,"39621","Lake Hochstetter",13.4404728639056,2006
2006-10-16,"39226","Lake Ahaura",13.0838822010518,2006
2006-10-16,"39837","Lake Christabel",7.67508007693152,2006
2006-10-16,"39050","Lake Kaurapataka",9.50140353020993,2006
2006-10-16,"39357","Lake Sheppard",10.5902972381801,2006
2006-10-16,"39364","Loch Katrine",9.77246766724187,2006
2006-10-16,"39297","Lake Mason",8.0242804603601,2006
2006-10-16,"47869","Manuka Lake",9.6585935802446,2006
2006-10-16,"39166","Lake Mason",8.30826933388784,2006
2006-10-16,"39056","Lake Minchin",6.04793492744108,2006
2006-10-16,"48387","0",1.86553440441003,2006
2006-10-16,"38521","Okuku Reservoir",12.6661056466396,2006
2006-10-16,"48679","Blackwater Lake",10.9252098045615,2006
2006-10-16,"39191","Lake Morgan",4.21740479702055,2006
2006-10-16,"56935","0",12.5974461863224,2006
2007-01-04,"48455","Lake Ida",20.4202306309614,2007
2007-01-04,"47579","Lake Forsyth (Lake Wairewa)",17.8236047496829,2007
2007-01-04,"48447","Lake Georgina",18.3459689040832,2007
2007-01-04,"48673","Lake Sarah",17.5263255643806,2007
2007-01-04,"48660","Lake Pearson",17.800292811044,2007
2007-01-04,"41299","Lake Emma",17.9515812349603,2007
2007-01-04,"48451","Lake Coleridge",13.2065851333817,2007
2007-01-04,"47892","Lake Heron",17.3245892427032,2007
2007-01-04,"41305","Lake Clearwater",18.1129995903781,2007
2007-01-04,"48213","Lake Selfe",17.52089117524,2007
2007-01-04,"48597","Lake Lyndon",16.5474705741239,2007
2007-01-04,"39356","Lake Taylor",15.4216842448895,2007
2007-01-04,"48700","Lake Letitia",19.7019739927977,2007
2007-01-04,"48657","Lake Marymere",17.3593244492257,2007
2007-01-04,"48217","Lake Evelyn",20.4464553506426,2007
2007-01-04,"48456","Lake Catherine",17.8243741316321,2007
2007-01-04,"48663","Lake Grasmere",15.8841022596478,2007
2007-01-04,"47860","Lake Emily",19.1620231280502,2007
2007-01-04,"41306","Lake Camp",18.5669790468372,2007
2007-01-04,"41354","Lake Roundabout",20.5794178258779,2007
2007-01-04,"54738","Lake Sumner",13.5481731136742,2007
2007-01-04,"48374","0",7.33078288836623,2007
2007-01-04,"39357","Lake Sheppard",16.5169894071228,2007
2007-01-04,"39364","Loch Katrine",16.0009118752847,2007
2007-01-04,"39297","Lake Mason",14.5751714215908,2007
2007-01-04,"47869","Manuka Lake",20.8637910976534,2007
2007-01-04,"39166","Lake Mason",19.1685636034472,2007
2007-01-04,"39056","Lake Minchin",10.9823154478749,2007
2007-01-04,"48669","Lake Hawdon",17.4929374718787,2007
2007-01-04,"48679","Blackwater Lake",18.7860494633561,2007
2008-08-16,"54060","Lake Adelaide",2.86603022310589,2008
2008-08-16,"52143","0",1.91359663952227,2008
2006-05-18,"5042","Pukepuke Lagoon",11.1186210486111,2006
2006-05-18,"5014","Lake Kaikokopu",10.772344636268,2006
2006-06-19,"13446","Lake Heaton",7.83036078557734,2006
2006-06-19,"13456","Lake Alice",6.91114163684023,2006
2002-09-10,"7689","Conroys Dam",8.09105667503172,2002
2006-06-19,"831","Lake Waitawa",7.65377741433218,2006
2006-06-19,"15904","Lake Oturi",8.42416215814086,2006
2006-06-19,"15907","Lake Waiau",7.76834702155071,2006
2006-06-19,"1974","Lake Papaitonga",4.74923630726198,2006
2002-09-10,"47228","Lake Tekapo",7.82078855725388,2002
2002-09-10,"54736","Lake Hawea",8.62057638717624,2002
2020-09-29,"27566","Bowscale Tarn",6.53633739532449,2020
2006-06-19,"16131","Lake Moumahaki",9.4508379526755,2006
2006-06-19,"5042","Pukepuke Lagoon",6.20768073281602,2006
2006-06-19,"7506","Lake Rotorangi",9.30397859776554,2006
2006-06-19,"5014","Lake Kaikokopu",6.49380358988935,2006
2006-07-21,"13456","Lake Alice",8.00322662372082,2006
2007-06-11,"53145","Lake Nigel",1.97503573954685,2007
2006-07-21,"18936","Kaitoke Lake",7.95712703891689,2006
2006-07-21,"15904","Lake Oturi",8.35240201041569,2006
2006-07-21,"15907","Lake Waiau",7.31950818555117,2006
2006-07-21,"4345","Lake Horowhenua",7.39007350114719,2006
2006-07-21,"18934","Lake Wiritoa",8.81062723871389,2006
2006-07-21,"18023","Marron Reservoirs a",7.72864398417568,2006
2019-04-13,"40124","Lake Matahina",13.5753734876807,2019
2019-04-13,"40188","Lake Rotoehu",17.0411229795168,2019
2019-04-13,"40110","Lake Pupuwharau",15.83580187262,2019
2019-04-13,"40216","0",13.4534698106452,2019
2019-04-13,"11138","Lake Rotokawau",17.7750006717732,2019
2019-04-13,"11133","Lake Rotorua",16.8895431955402,2019
2019-04-13,"54730","Lake Rotoiti",17.5078186296322,2019
2019-04-13,"40102","Lake Rotoma",17.7184545537941,2019
2019-04-13,"54732","Lake Tarawera",17.6053613697616,2019
2019-02-22,"11911","0",16.2424177713984,2019
2019-04-13,"15325","Lake Okareka",16.644175874422,2019
2019-04-13,"40120","Lake Rotoroa",14.5436631300926,2019
2019-04-13,"40190","Onewhero Lagoon",15.5334968827602,2019
2019-04-13,"40191","Whakarewarewa Lagoon",15.7322087176411,2019
2007-03-09,"48213","Lake Selfe",17.3119888756654,2007
2001-02-06,"13446","Lake Heaton",19.801816106129,2001
2001-02-06,"13456","Lake Alice",18.6102823837035,2001
2016-12-28,"53114","0",11.0482472059279,2016
2001-02-06,"831","Lake Waitawa",21.4178057972467,2001
2006-08-15,"13873","Lake Whakamaru",10.620778173652,2006
2006-08-15,"13957","Lake Atiamuri",10.0652286149437,2006
2006-08-15,"13970","Lake Ohakuri",10.862921089966,2006
2007-03-09,"47860","Lake Emily",16.5116134009078,2007
2006-08-15,"14546","Lake Arapuni",11.2112152862074,2006
2007-03-09,"41354","Lake Roundabout",17.781949713633,2007
2007-03-09,"38421","Lake Mahinapua",19.256968793772,2007
2006-08-15,"40124","Lake Matahina",8.99765448187941,2006
2007-03-09,"38955","Lake Poerua",19.248535699941,2007
2007-03-09,"38502","Lake Kaniere",19.3796450488034,2007
2007-03-09,"54738","Lake Sumner",15.7679754974753,2007
2007-03-09,"38638","Kapitia Reservoir",19.1508346591803,2007
2007-03-09,"38665","Lady Lake",19.6897183690762,2007
2007-03-09,"38664","Kangaroo Lake",20.2201302409737,2007
2007-03-09,"39226","Lake Ahaura",19.7727728858076,2007
2002-09-26,"8890","0",7.72558105600541,2002
2007-03-09,"39050","Lake Kaurapataka",18.3094157137452,2007
2007-03-09,"39357","Lake Sheppard",16.7851123117156,2007
2007-03-09,"39364","Loch Katrine",16.3437450904828,2007
2007-03-09,"39297","Lake Mason",14.7195877608574,2007
2007-03-09,"39166","Lake Mason",13.94382775049,2007
2007-11-27,"38664","Kangaroo Lake",18.8108987917053,2007
2007-03-09,"48387","0",6.92029728626324,2007
2007-03-09,"48381","0",4.9734598391575,2007
2007-03-09,"48395","Ivory Lake",9.53973471253585,2007
2007-03-09,"48669","Lake Hawdon",16.3163438503113,2007
2007-03-09,"48679","Blackwater Lake",17.0652056517279,2007
2007-03-09,"39191","Lake Morgan",13.5053162755068,2007
2007-03-09,"37717","Lake Browning / Whakarewa",12.669031219514,2007
2002-10-28,"54736","Lake Hawea",9.67191471656952,2002
2002-10-28,"45514","Lake Ohau",9.10036193335003,2002
2002-10-28,"54737","Lake Dunstan",13.1774005929258,2002
2002-10-28,"54672","Lake Wanaka",10.3703089905655,2002
2002-10-28,"53532","Lake Wakatipu",10.1569962051072,2002
2002-10-28,"45503","Wairepo Arm",12.0398319599645,2002
2002-10-28,"47193","Lake Alexandrina",10.9411528480122,2002
2002-10-28,"45525","Lake Ruataniwha",10.0153145015145,2002
2002-10-28,"45541","Lake Poaka",13.9993392652284,2002
2002-10-28,"45504","Lake Middleton",12.1412110803159,2002
2020-10-13,"7408","Lake Aviemore",10.257802632932,2020
2020-10-13,"12307","Lake Waitaki",10.7242911017916,2020
2016-12-28,"52961","0",2.79772101077532,2016
2002-10-28,"45499","Swan Lagoon",12.7254649937299,2002
2020-10-13,"45503","Wairepo Arm",11.5702242432319,2020
2020-10-13,"47193","Lake Alexandrina",9.09618597923435,2020
2020-04-13,"11911","0",6.56310472190432,2020
2002-10-28,"11709","0",11.7313827063726,2002
2002-12-31,"47198","Lake Mcgregor",20.4953792304005,2002
2001-06-30,"18934","Lake Wiritoa",9.04869917114542,2001
2020-05-31,"11911","0",3.70389277283306,2020
2007-05-28,"47892","Lake Heron",6.51823319613567,2007
2007-05-28,"41305","Lake Clearwater",7.10789856741769,2007
2007-05-28,"48213","Lake Selfe",9.66540075361712,2007
2007-05-28,"48700","Lake Letitia",8.83148446347627,2007
2007-05-28,"48217","Lake Evelyn",6.69970314282853,2007
2007-05-28,"48456","Lake Catherine",7.85978109087205,2007
2020-07-02,"44746","Tomahawk Lagoon",5.41100774267244,2020
2020-07-02,"45153","Lake Mahinerangi",4.80831107126727,2020
2007-05-28,"41354","Lake Roundabout",7.08659951573833,2007
2001-09-02,"4345","Lake Horowhenua",12.6700330469411,2001
2007-05-28,"54738","Lake Sumner",10.6138589048041,2007
2007-05-28,"39837","Lake Christabel",9.26239381222098,2007
2007-05-28,"39357","Lake Sheppard",8.93996136351825,2007
2007-05-28,"39364","Loch Katrine",10.1766509465432,2007
2007-05-28,"39297","Lake Mason",9.87022139414341,2007
2007-05-28,"47869","Manuka Lake",3.948771043178,2007
2007-05-28,"39166","Lake Mason",6.46387428532307,2007
2007-05-28,"39056","Lake Minchin",7.18114173319424,2007
2001-09-18,"13456","Lake Alice",14.442046102233,2001
2007-05-28,"48669","Lake Hawdon",7.86756601709362,2007
2007-05-28,"39191","Lake Morgan",6.94098471075512,2007
2001-09-18,"18023","Marron Reservoirs a",13.0351276763662,2001
2020-02-25,"24960","Lake Lockett",16.632578252181,2020
2001-09-18,"35422","Horseshoe Lake",15.600720877305,2001
2001-09-18,"33309","Long Range Lake",14.6265957880096,2001
2015-01-08,"30380","Lake Rakatu",17.6671417938403,2015
2003-02-24,"54735","Lake Manapouri",16.1113133149259,2003
2007-07-04,"51658","0",4.67663341599797,2007
2020-11-30,"50704","Lake Hope",4.84952949429317,2020
2020-09-20,"44694","Lake Waipori",11.2663522769614,2020
2020-09-20,"44746","Tomahawk Lagoon",11.3804987055564,2020
2020-09-20,"45153","Lake Mahinerangi",8.87044036017608,2020
2020-09-20,"44747","Tomahawk Lagoon",11.6712109266381,2020
2020-09-20,"44405","0",11.346481755066,2020
2007-08-25,"511","Matthews Lagoon",10.5547049149809,2007
2007-08-25,"515","Boggy Pond Lagoon",10.1668038132338,2007
2007-08-25,"1974","Lake Papaitonga",10.8714073462916,2007
2007-08-25,"4345","Lake Horowhenua",11.1093527747139,2007
2007-08-25,"507","0",10.5609790853115,2007
2007-09-10,"1708","Lake Wairarapa",10.0792565661893,2007
2007-09-10,"511","Matthews Lagoon",11.2721683170605,2007
2007-09-10,"13446","Lake Heaton",12.1593474897391,2007
2007-09-10,"13456","Lake Alice",11.6410010134265,2007
2007-09-10,"515","Boggy Pond Lagoon",10.8141205379563,2007
2007-07-04,"51859","Lake Browne",3.948771043178,2007
2007-09-10,"831","Lake Waitawa",12.9157997430088,2007
2007-09-10,"15904","Lake Oturi",12.4163315548829,2007
2007-09-10,"15907","Lake Waiau",11.8682105006862,2007
2007-09-10,"1974","Lake Papaitonga",11.8309132111455,2007
2007-09-10,"4345","Lake Horowhenua",12.6107891390146,2007
2007-09-10,"16131","Lake Moumahaki",12.0648279998976,2007
2007-07-04,"51656","0",5.42618620379943,2007
2007-09-10,"507","0",10.9644097550741,2007
2007-09-26,"1974","Lake Papaitonga",10.1766509465432,2007
2007-09-26,"4345","Lake Horowhenua",12.4112826786836,2007
2007-09-26,"5042","Pukepuke Lagoon",11.8154421452169,2007
2007-10-28,"1708","Lake Wairarapa",13.4683374967889,2007
