site,statistic,season,year,prop_missing,temperature,period_start,period_end,lat,lon,anomaly,reference_period
Hokitika (West Coast),Minimum,Winter,1979,0,3.6333333333333333,1/06/1979,31/08/1979,-42.71228,170.98428,0.22716049382716053,1961-1990
Invercargill (Southland),Average,Autumn,1979,0,10.166666666666666,1/03/1979,31/05/1979,-46.41741,168.33052,-0.041111111,1961-1990
Invercargill (Southland),Average,Spring,1979,0,10.233333333333333,1/09/1979,30/11/1979,-46.41741,168.33052,0.3566666666666656,1961-1990
Invercargill (Southland),Average,Summer,1979,0,13.2,1/12/1978,28/02/1979,-46.41741,168.33052,-0.37,1961-1990
Invercargill (Southland),Average,Winter,1979,0,5.933333333333334,1/06/1979,31/08/1979,-46.41741,168.33052,0.20999999999999996,1961-1990
Invercargill (Southland),Maximum,Autumn,1979,0,14.666666666666668,1/03/1979,31/05/1979,-46.41741,168.33052,-0.065555556,1961-1990
Invercargill (Southland),Maximum,Spring,1979,0,14.700000000000001,1/09/1979,30/11/1979,-46.41741,168.33052,0.2388888888888907,1961-1990
Invercargill (Southland),Maximum,Summer,1979,0,17.433333333333334,1/12/1978,28/02/1979,-46.41741,168.33052,-0.807777778,1961-1990
Invercargill (Southland),Maximum,Winter,1979,0,10.433333333333334,1/06/1979,31/08/1979,-46.41741,168.33052,0.33222222222222264,1961-1990
Invercargill (Southland),Minimum,Autumn,1979,0,5.7,1/03/1979,31/05/1979,-46.41741,168.33052,0.014444444444444926,1961-1990
Invercargill (Southland),Minimum,Spring,1979,0,5.8,1/09/1979,30/11/1979,-46.41741,168.33052,0.49444444444444446,1961-1990
Invercargill (Southland),Minimum,Summer,1979,0,9,1/12/1978,28/02/1979,-46.41741,168.33052,0.10555555555555607,1961-1990
Invercargill (Southland),Minimum,Winter,1979,0,1.4333333333333333,1/06/1979,31/08/1979,-46.41741,168.33052,0.083333333,1961-1990
Kerikeri (Northland),Average,Autumn,1979,0,16.5,1/03/1979,31/05/1979,-35.183,173.926,NA,1961-1990
Kerikeri (Northland),Average,Spring,1979,0,14.133333333333335,1/09/1979,30/11/1979,-35.183,173.926,NA,1961-1990
Kerikeri (Northland),Average,Summer,1979,0,19.033333333333335,1/12/1978,28/02/1979,-35.183,173.926,NA,1961-1990
Kerikeri (Northland),Average,Winter,1979,0,11.6,1/06/1979,31/08/1979,-35.183,173.926,NA,1961-1990
Kerikeri (Northland),Maximum,Autumn,1979,0,20.633333333333333,1/03/1979,31/05/1979,-35.183,173.926,NA,1961-1990
Kerikeri (Northland),Maximum,Spring,1979,0,18.933333333333334,1/09/1979,30/11/1979,-35.183,173.926,NA,1961-1990
Kerikeri (Northland),Maximum,Summer,1979,0,24.266666666666666,1/12/1978,28/02/1979,-35.183,173.926,NA,1961-1990
Kerikeri (Northland),Maximum,Winter,1979,0,15.9,1/06/1979,31/08/1979,-35.183,173.926,NA,1961-1990
Kerikeri (Northland),Minimum,Autumn,1979,0,12.333333333333334,1/03/1979,31/05/1979,-35.183,173.926,NA,1961-1990
Kerikeri (Northland),Minimum,Spring,1979,0,9.333333333333334,1/09/1979,30/11/1979,-35.183,173.926,NA,1961-1990
Kerikeri (Northland),Minimum,Summer,1979,0,13.766666666666666,1/12/1978,28/02/1979,-35.183,173.926,NA,1961-1990
Kerikeri (Northland),Minimum,Winter,1979,0,7.266666666666667,1/06/1979,31/08/1979,-35.183,173.926,NA,1961-1990
Lake Tekapo (Canterbury),Average,Autumn,1979,0,8.966666666666667,1/03/1979,31/05/1979,-44.002,170.441,-0.703333333,1961-1990
Lake Tekapo (Canterbury),Average,Spring,1979,0,9.466666666666667,1/09/1979,30/11/1979,-44.002,170.441,0.2413793103448274,1961-1990
Lake Tekapo (Canterbury),Average,Summer,1979,0,14.666666666666668,1/12/1978,28/02/1979,-44.002,170.441,-0.054761905,1961-1990
Lake Tekapo (Canterbury),Average,Winter,1979,0,3.7,1/06/1979,31/08/1979,-44.002,170.441,0.9522222222222223,1961-1990
Lake Tekapo (Canterbury),Maximum,Autumn,1979,0,13.633333333333333,1/03/1979,31/05/1979,-44.002,170.441,-1.414444444,1961-1990
Lake Tekapo (Canterbury),Maximum,Spring,1979,0,14.5,1/09/1979,30/11/1979,-44.002,170.441,-0.234482759,1961-1990
Lake Tekapo (Canterbury),Maximum,Summer,1979,0,20.666666666666668,1/12/1978,28/02/1979,-44.002,170.441,-0.201190476,1961-1990
Lake Tekapo (Canterbury),Maximum,Winter,1979,0,8.2,1/06/1979,31/08/1979,-44.002,170.441,1.0155555555555553,1961-1990
Lake Tekapo (Canterbury),Minimum,Autumn,1979,0,4.266666666666667,1/03/1979,31/05/1979,-44.002,170.441,-0.038888889,1961-1990
Lake Tekapo (Canterbury),Minimum,Spring,1979,0,4.433333333333334,1/09/1979,30/11/1979,-44.002,170.441,0.7344444444444447,1961-1990
Lake Tekapo (Canterbury),Minimum,Summer,1979,0,8.733333333333333,1/12/1978,28/02/1979,-44.002,170.441,0.11666666666666536,1961-1990
Lake Tekapo (Canterbury),Minimum,Winter,1979,0,-0.7,1/06/1979,31/08/1979,-44.002,170.441,0.9855555555555554,1961-1990
Masterton (Wellington),Average,Autumn,1979,0,13.166666666666666,1/03/1979,31/05/1979,-40.957,175.707,NA,1961-1990
Masterton (Wellington),Average,Spring,1979,0,12.166666666666668,1/09/1979,30/11/1979,-40.957,175.707,NA,1961-1990
Masterton (Wellington),Average,Summer,1979,0,16.666666666666664,1/12/1978,28/02/1979,-40.957,175.707,NA,1961-1990
Masterton (Wellington),Average,Winter,1979,0,8.166666666666666,1/06/1979,31/08/1979,-40.957,175.707,NA,1961-1990
Masterton (Wellington),Maximum,Autumn,1979,0,17.5,1/03/1979,31/05/1979,-40.957,175.707,NA,1961-1990
Masterton (Wellington),Maximum,Spring,1979,0,16.733333333333334,1/09/1979,30/11/1979,-40.957,175.707,NA,1961-1990
Masterton (Wellington),Maximum,Summer,1979,0,22.3,1/12/1978,28/02/1979,-40.957,175.707,NA,1961-1990
Masterton (Wellington),Maximum,Winter,1979,0,12.433333333333334,1/06/1979,31/08/1979,-40.957,175.707,NA,1961-1990
Masterton (Wellington),Minimum,Autumn,1979,0,8.766666666666667,1/03/1979,31/05/1979,-40.957,175.707,NA,1961-1990
Masterton (Wellington),Minimum,Spring,1979,0,7.666666666666667,1/09/1979,30/11/1979,-40.957,175.707,NA,1961-1990
Masterton (Wellington),Minimum,Summer,1979,0,11,1/12/1978,28/02/1979,-40.957,175.707,NA,1961-1990
Masterton (Wellington),Minimum,Winter,1979,0,3.8666666666666667,1/06/1979,31/08/1979,-40.957,175.707,NA,1961-1990
Milford Sound (Southland),Average,Autumn,1979,0,11.333333333333334,1/03/1979,31/05/1979,-44.67384,167.92406,0.10246913580246897,1961-1990
Milford Sound (Southland),Average,Spring,1979,0,10.433333333333334,1/09/1979,30/11/1979,-44.67384,167.92406,0.23827160493827115,1961-1990
Milford Sound (Southland),Average,Summer,1979,0,13.866666666666667,1/12/1978,28/02/1979,-44.67384,167.92406,-0.768965517,1961-1990
Milford Sound (Southland),Average,Winter,1979,0,5.833333333333333,1/06/1979,31/08/1979,-44.67384,167.92406,0.043333333,1961-1990
Milford Sound (Southland),Maximum,Autumn,1979,0,15.433333333333334,1/03/1979,31/05/1979,-44.67384,167.92406,-0.190123457,1961-1990
Milford Sound (Southland),Maximum,Spring,1979,0,14.866666666666667,1/09/1979,30/11/1979,-44.67384,167.92406,0.29506172839506206,1961-1990
Milford Sound (Southland),Maximum,Summer,1979,0,18.233333333333334,1/12/1978,28/02/1979,-44.67384,167.92406,-0.888505747,1961-1990
Milford Sound (Southland),Maximum,Winter,1979,0,9.733333333333333,1/06/1979,31/08/1979,-44.67384,167.92406,0.023333333,1961-1990
Milford Sound (Southland),Minimum,Autumn,1979,0,7.2,1/03/1979,31/05/1979,-44.67384,167.92406,0.3600000000000003,1961-1990
Milford Sound (Southland),Minimum,Spring,1979,0,6.033333333333333,1/09/1979,30/11/1979,-44.67384,167.92406,0.25222222222222257,1961-1990
Milford Sound (Southland),Minimum,Summer,1979,0,9.5,1/12/1978,28/02/1979,-44.67384,167.92406,-0.682222222,1961-1990
Milford Sound (Southland),Minimum,Winter,1979,0,1.9,1/06/1979,31/08/1979,-44.67384,167.92406,0.039999999999999813,1961-1990
Napier (Hawke's Bay),Average,Autumn,1979,0,15.066666666666666,1/03/1979,31/05/1979,-39.49846,176.91189,0.19555555555555593,1961-1990
Napier (Hawke's Bay),Average,Spring,1979,0,14.4,1/09/1979,30/11/1979,-39.49846,176.91189,0.3533333333333335,1961-1990
Napier (Hawke's Bay),Average,Summer,1979,0,19.066666666666666,1/12/1978,28/02/1979,-39.49846,176.91189,0.21222222222222342,1961-1990
Napier (Hawke's Bay),Average,Winter,1979,0,9.5,1/06/1979,31/08/1979,-39.49846,176.91189,0.036666667,1961-1990
Napier (Hawke's Bay),Maximum,Autumn,1979,0,19.433333333333334,1/03/1979,31/05/1979,-39.49846,176.91189,-0.406666667,1961-1990
Napier (Hawke's Bay),Maximum,Spring,1979,0,19.066666666666666,1/09/1979,30/11/1979,-39.49846,176.91189,0.091111111,1961-1990
Napier (Hawke's Bay),Maximum,Summer,1979,0,24,1/12/1978,28/02/1979,-39.49846,176.91189,0.293333333,1961-1990
Napier (Hawke's Bay),Maximum,Winter,1979,0,14.266666666666667,1/06/1979,31/08/1979,-39.49846,176.91189,0.068888889,1961-1990
Napier (Hawke's Bay),Minimum,Autumn,1979,0,10.633333333333333,1/03/1979,31/05/1979,-39.49846,176.91189,0.72999999999999865,1961-1990
Napier (Hawke's Bay),Minimum,Spring,1979,0,9.733333333333334,1/09/1979,30/11/1979,-39.49846,176.91189,0.6100000000000012,1961-1990
Napier (Hawke's Bay),Minimum,Summer,1979,0,14.1,1/12/1978,28/02/1979,-39.49846,176.91189,0.098888889,1961-1990
Napier (Hawke's Bay),Minimum,Winter,1979,0,4.766666666666667,1/06/1979,31/08/1979,-39.49846,176.91189,0.044444444,1961-1990
Nelson (Nelson),Average,Autumn,1979,0,13.100000000000001,1/03/1979,31/05/1979,-41.299,173.226,-0.053333333,1961-1990
Nelson (Nelson),Average,Spring,1979,0,12.9,1/09/1979,30/11/1979,-41.299,173.226,0.6033333333333335,1961-1990
Nelson (Nelson),Average,Summer,1979,0,17.099999999999998,1/12/1978,28/02/1979,-41.299,173.226,0.002222222,1961-1990
Nelson (Nelson),Average,Winter,1979,0,8.033333333333333,1/06/1979,31/08/1979,-41.299,173.226,0.3633333333333333,1961-1990
Nelson (Nelson),Maximum,Autumn,1979,0,17.3,1/03/1979,31/05/1979,-41.299,173.226,-0.507777778,1961-1990
Nelson (Nelson),Maximum,Spring,1979,0,16.733333333333334,1/09/1979,30/11/1979,-41.299,173.226,0.13333333333333286,1961-1990
Nelson (Nelson),Maximum,Summer,1979,0,21.666666666666668,1/12/1978,28/02/1979,-41.299,173.226,0.10999999999999943,1961-1990
Nelson (Nelson),Maximum,Winter,1979,0,12.933333333333334,1/06/1979,31/08/1979,-41.299,173.226,0.4022222222222229,1961-1990
Nelson (Nelson),Minimum,Autumn,1979,0,8.866666666666667,1/03/1979,31/05/1979,-41.299,173.226,0.3733333333333331,1961-1990
Nelson (Nelson),Minimum,Spring,1979,0,9.033333333333333,1/09/1979,30/11/1979,-41.299,173.226,1.0566666666666666,1961-1990
Nelson (Nelson),Minimum,Summer,1979,0,12.466666666666667,1/12/1978,28/02/1979,-41.299,173.226,-0.173333333,1961-1990
Nelson (Nelson),Minimum,Winter,1979,0,3.066666666666667,1/06/1979,31/08/1979,-41.299,173.226,0.2533333333333334,1961-1990
New Plymouth (Taranaki),Average,Autumn,1979,0,14.966666666666667,1/03/1979,31/05/1979,-39.0079,174.18382,0.5500000000000007,1961-1990
New Plymouth (Taranaki),Average,Spring,1979,0,13.433333333333334,1/09/1979,30/11/1979,-39.0079,174.18382,0.7111111111111121,1961-1990
New Plymouth (Taranaki),Average,Summer,1979,0,16.9,1/12/1978,28/02/1979,-39.0079,174.18382,-0.088888889,1961-1990
New Plymouth (Taranaki),Average,Winter,1979,0,10.333333333333334,1/06/1979,31/08/1979,-39.0079,174.18382,0.45000000000000107,1961-1990
New Plymouth (Taranaki),Maximum,Autumn,1979,0,18.666666666666664,1/03/1979,31/05/1979,-39.0079,174.18382,0.30888888888888744,1961-1990
New Plymouth (Taranaki),Maximum,Spring,1979,0,16.566666666666666,1/09/1979,30/11/1979,-39.0079,174.18382,0.36555555555555586,1961-1990
New Plymouth (Taranaki),Maximum,Summer,1979,0,21.133333333333333,1/12/1978,28/02/1979,-39.0079,174.18382,0.022222222222222143,1961-1990
New Plymouth (Taranaki),Maximum,Winter,1979,0,13.966666666666667,1/06/1979,31/08/1979,-39.0079,174.18382,0.5700000000000003,1961-1990
New Plymouth (Taranaki),Minimum,Autumn,1979,0,11.333333333333334,1/03/1979,31/05/1979,-39.0079,174.18382,0.8499999999999996,1961-1990
New Plymouth (Taranaki),Minimum,Spring,1979,0,10.3,1/09/1979,30/11/1979,-39.0079,174.18382,1.0711111111111116,1961-1990
New Plymouth (Taranaki),Minimum,Summer,1979,0,12.733333333333333,1/12/1978,28/02/1979,-39.0079,174.18382,-0.146666667,1961-1990
New Plymouth (Taranaki),Minimum,Winter,1979,0,6.666666666666667,1/06/1979,31/08/1979,-39.0079,174.18382,0.318888889,1961-1990
Queenstown (Otago),Average,Autumn,1979,0,9.333333333333332,1/03/1979,31/05/1979,-45.01758,168.74005,NA,1961-1990
Queenstown (Otago),Average,Spring,1979,0,9.733333333333334,1/09/1979,30/11/1979,-45.01758,168.74005,NA,1961-1990
Queenstown (Otago),Average,Summer,1979,0,14.233333333333333,1/12/1978,28/02/1979,-45.01758,168.74005,NA,1961-1990
Queenstown (Otago),Average,Winter,1979,0,4.066666666666666,1/06/1979,31/08/1979,-45.01758,168.74005,NA,1961-1990
Queenstown (Otago),Maximum,Autumn,1979,0,13.933333333333334,1/03/1979,31/05/1979,-45.01758,168.74005,NA,1961-1990
Queenstown (Otago),Maximum,Spring,1979,0,14.8,1/09/1979,30/11/1979,-45.01758,168.74005,NA,1961-1990
Queenstown (Otago),Maximum,Summer,1979,0,20.2,1/12/1978,28/02/1979,-45.01758,168.74005,NA,1961-1990
Queenstown (Otago),Maximum,Winter,1979,0,8.7,1/06/1979,31/08/1979,-45.01758,168.74005,NA,1961-1990
Queenstown (Otago),Minimum,Autumn,1979,0,4.8,1/03/1979,31/05/1979,-45.01758,168.74005,NA,1961-1990
Queenstown (Otago),Minimum,Spring,1979,0,4.733333333333333,1/09/1979,30/11/1979,-45.01758,168.74005,NA,1961-1990
Queenstown (Otago),Minimum,Summer,1979,0,8.3,1/12/1978,28/02/1979,-45.01758,168.74005,NA,1961-1990
Queenstown (Otago),Minimum,Winter,1979,0,-0.566666667,1/06/1979,31/08/1979,-45.01758,168.74005,NA,1961-1990
Reefton (West Coast),Average,Autumn,1979,0,11.566666666666666,1/03/1979,31/05/1979,-42.11578,171.86014,NA,1961-1990
Reefton (West Coast),Average,Spring,1979,0,11.566666666666666,1/09/1979,30/11/1979,-42.11578,171.86014,NA,1961-1990
Reefton (West Coast),Average,Summer,1979,0,15.4,1/12/1978,28/02/1979,-42.11578,171.86014,NA,1961-1990
Reefton (West Coast),Average,Winter,1979,0,6.066666666666666,1/06/1979,31/08/1979,-42.11578,171.86014,NA,1961-1990
Reefton (West Coast),Maximum,Autumn,1979,0,16.2,1/03/1979,31/05/1979,-42.11578,171.86014,NA,1961-1990
Reefton (West Coast),Maximum,Spring,1979,0,16.466666666666665,1/09/1979,30/11/1979,-42.11578,171.86014,NA,1961-1990
Reefton (West Coast),Maximum,Summer,1979,0,20.933333333333334,1/12/1978,28/02/1979,-42.11578,171.86014,NA,1961-1990
Reefton (West Coast),Maximum,Winter,1979,0,10.766666666666667,1/06/1979,31/08/1979,-42.11578,171.86014,NA,1961-1990
Reefton (West Coast),Minimum,Autumn,1979,0,6.966666666666667,1/03/1979,31/05/1979,-42.11578,171.86014,NA,1961-1990
Reefton (West Coast),Minimum,Spring,1979,0,6.633333333333334,1/09/1979,30/11/1979,-42.11578,171.86014,NA,1961-1990
Reefton (West Coast),Minimum,Summer,1979,0,9.9,1/12/1978,28/02/1979,-42.11578,171.86014,NA,1961-1990
Reefton (West Coast),Minimum,Winter,1979,0,1.3333333333333335,1/06/1979,31/08/1979,-42.11578,171.86014,NA,1961-1990
Rotorua (Bay of Plenty),Average,Autumn,1979,0,13.7,1/03/1979,31/05/1979,-38.10595,176.31485,NA,1961-1990
Rotorua (Bay of Plenty),Average,Spring,1979,0,12.466666666666667,1/09/1979,30/11/1979,-38.10595,176.31485,NA,1961-1990
Rotorua (Bay of Plenty),Average,Summer,1979,0,17.1,1/12/1978,28/02/1979,-38.10595,176.31485,NA,1961-1990
Rotorua (Bay of Plenty),Average,Winter,1979,0,8.5,1/06/1979,31/08/1979,-38.10595,176.31485,NA,1961-1990
Rotorua (Bay of Plenty),Maximum,Autumn,1979,0,18.2,1/03/1979,31/05/1979,-38.10595,176.31485,NA,1961-1990
Rotorua (Bay of Plenty),Maximum,Spring,1979,0,16.7,1/09/1979,30/11/1979,-38.10595,176.31485,NA,1961-1990
Rotorua (Bay of Plenty),Maximum,Summer,1979,0,22.3,1/12/1978,28/02/1979,-38.10595,176.31485,NA,1961-1990
Rotorua (Bay of Plenty),Maximum,Winter,1979,0,12.766666666666667,1/06/1979,31/08/1979,-38.10595,176.31485,NA,1961-1990
Rotorua (Bay of Plenty),Minimum,Autumn,1979,0,9.266666666666667,1/03/1979,31/05/1979,-38.10595,176.31485,NA,1961-1990
Rotorua (Bay of Plenty),Minimum,Spring,1979,0,8.233333333333333,1/09/1979,30/11/1979,-38.10595,176.31485,NA,1961-1990
Rotorua (Bay of Plenty),Minimum,Summer,1979,0,11.866666666666665,1/12/1978,28/02/1979,-38.10595,176.31485,NA,1961-1990
Rotorua (Bay of Plenty),Minimum,Winter,1979,0,4.233333333333333,1/06/1979,31/08/1979,-38.10595,176.31485,NA,1961-1990
Tara Hills (Canterbury),Average,Autumn,1979,0,9.2,1/03/1979,31/05/1979,-44.52612,169.88948,-0.248275862,1961-1990
Tara Hills (Canterbury),Average,Spring,1979,0,9.799999999999999,1/09/1979,30/11/1979,-44.52612,169.88948,0.30804597701149383,1961-1990
Tara Hills (Canterbury),Average,Summer,1979,0,15.166666666666666,1/12/1978,28/02/1979,-44.52612,169.88948,-0.236904762,1961-1990
Tara Hills (Canterbury),Average,Winter,1979,0,2.7333333333333334,1/06/1979,31/08/1979,-44.52612,169.88948,0.34942528735632195,1961-1990
Tara Hills (Canterbury),Maximum,Autumn,1979,0,14.366666666666667,1/03/1979,31/05/1979,-44.52612,169.88948,-1.304597701,1961-1990
Tara Hills (Canterbury),Maximum,Spring,1979,0,16.033333333333335,1/09/1979,30/11/1979,-44.52612,169.88948,0.006896552,1961-1990
Tara Hills (Canterbury),Maximum,Summer,1979,0,22.433333333333334,1/12/1978,28/02/1979,-44.52612,169.88948,0.036904762,1961-1990
Tara Hills (Canterbury),Maximum,Winter,1979,0,8.366666666666667,1/06/1979,31/08/1979,-44.52612,169.88948,0.5034482758620697,1961-1990
Tara Hills (Canterbury),Minimum,Autumn,1979,0,4,1/03/1979,31/05/1979,-44.52612,169.88948,0.7781609195402299,1961-1990
Tara Hills (Canterbury),Minimum,Spring,1979,0,3.5666666666666664,1/09/1979,30/11/1979,-44.52612,169.88948,0.6057471264367815,1961-1990
Tara Hills (Canterbury),Minimum,Summer,1979,0,7.9,1/12/1978,28/02/1979,-44.52612,169.88948,-0.516666667,1961-1990
Tara Hills (Canterbury),Minimum,Winter,1979,0,-2.9,1/06/1979,31/08/1979,-44.52612,169.88948,0.19195402298850572,1961-1990
Taumarunui (Manawatu-Whanganui),Average,Autumn,1979,0,13.833333333333334,1/03/1979,31/05/1979,-38.88784,175.25981,0.6688888888888886,1961-1990
Taumarunui (Manawatu-Whanganui),Average,Spring,1979,0,12.933333333333334,1/09/1979,30/11/1979,-38.88784,175.25981,0.45222222222222186,1961-1990
Taumarunui (Manawatu-Whanganui),Average,Summer,1979,0,17.833333333333332,1/12/1978,28/02/1979,-38.88784,175.25981,-0.002222222,1961-1990
Taumarunui (Manawatu-Whanganui),Average,Winter,1979,0,8.2,1/06/1979,31/08/1979,-38.88784,175.25981,0.727777778,1961-1990
Taumarunui (Manawatu-Whanganui),Maximum,Autumn,1979,0,19.933333333333334,1/03/1979,31/05/1979,-38.88784,175.25981,0.12777777777777644,1961-1990
Taumarunui (Manawatu-Whanganui),Maximum,Spring,1979,0,18.53333333333333,1/09/1979,30/11/1979,-38.88784,175.25981,-0.054444444,1961-1990
Taumarunui (Manawatu-Whanganui),Maximum,Summer,1979,0,24.8,1/12/1978,28/02/1979,-38.88784,175.25981,-0.071111111,1961-1990
Taumarunui (Manawatu-Whanganui),Maximum,Winter,1979,0,13.633333333333333,1/06/1979,31/08/1979,-38.88784,175.25981,0.45333333333333314,1961-1990
Taumarunui (Manawatu-Whanganui),Minimum,Autumn,1979,0,7.666666666666667,1/03/1979,31/05/1979,-38.88784,175.25981,1.1533333333333333,1961-1990
Taumarunui (Manawatu-Whanganui),Minimum,Spring,1979,0,7.333333333333333,1/09/1979,30/11/1979,-38.88784,175.25981,0.9522222222222219,1961-1990
Taumarunui (Manawatu-Whanganui),Minimum,Summer,1979,0,10.833333333333334,1/12/1978,28/02/1979,-38.88784,175.25981,0.030000000000001137,1961-1990
Taumarunui (Manawatu-Whanganui),Minimum,Winter,1979,0,2.7333333333333334,1/06/1979,31/08/1979,-38.88784,175.25981,0.97,1961-1990
Taupo (Waikato),Average,Autumn,1979,0,12.7,1/03/1979,31/05/1979,-38.74263,176.08104,NA,1961-1990
Taupo (Waikato),Average,Spring,1979,0,11.700000000000001,1/09/1979,30/11/1979,-38.74263,176.08104,NA,1961-1990
Taupo (Waikato),Average,Summer,1979,0,16.7,1/12/1978,28/02/1979,-38.74263,176.08104,NA,1961-1990
Taupo (Waikato),Average,Winter,1979,0,7.733333333333333,1/06/1979,31/08/1979,-38.74263,176.08104,NA,1961-1990
Taupo (Waikato),Maximum,Autumn,1979,0,17.46666666666667,1/03/1979,31/05/1979,-38.74263,176.08104,NA,1961-1990
Taupo (Waikato),Maximum,Spring,1979,0,16.433333333333334,1/09/1979,30/11/1979,-38.74263,176.08104,NA,1961-1990
Taupo (Waikato),Maximum,Summer,1979,0,22.533333333333335,1/12/1978,28/02/1979,-38.74263,176.08104,NA,1961-1990
Taupo (Waikato),Maximum,Winter,1979,0,12.033333333333333,1/06/1979,31/08/1979,-38.74263,176.08104,NA,1961-1990
Taupo (Waikato),Minimum,Autumn,1979,0,7.8999999999999995,1/03/1979,31/05/1979,-38.74263,176.08104,NA,1961-1990
Taupo (Waikato),Minimum,Spring,1979,0,7,1/09/1979,30/11/1979,-38.74263,176.08104,NA,1961-1990
Taupo (Waikato),Minimum,Summer,1979,0,10.966666666666667,1/12/1978,28/02/1979,-38.74263,176.08104,NA,1961-1990
Taupo (Waikato),Minimum,Winter,1979,0,3.3666666666666667,1/06/1979,31/08/1979,-38.74263,176.08104,NA,1961-1990
Tauranga (Bay of Plenty),Average,Autumn,1979,0,15.866666666666667,1/03/1979,31/05/1979,-37.673,176.196,0.2839080459770127,1961-1990
Tauranga (Bay of Plenty),Average,Spring,1979,0,14.333333333333334,1/09/1979,30/11/1979,-37.673,176.196,0.21609195402298909,1961-1990
Tauranga (Bay of Plenty),Average,Summer,1979,0,18.966666666666665,1/12/1978,28/02/1979,-37.673,176.196,0.155555556,1961-1990
Tauranga (Bay of Plenty),Average,Winter,1979,0,10.966666666666667,1/06/1979,31/08/1979,-37.673,176.196,0.431111111,1961-1990
Tauranga (Bay of Plenty),Maximum,Autumn,1979,0,19.8,1/03/1979,31/05/1979,-37.673,176.196,-0.116091954,1961-1990
Tauranga (Bay of Plenty),Maximum,Spring,1979,0,18.366666666666667,1/09/1979,30/11/1979,-37.673,176.196,0.12183908045977176,1961-1990
Tauranga (Bay of Plenty),Maximum,Summer,1979,0,23.533333333333335,1/12/1978,28/02/1979,-37.673,176.196,0.40000000000000213,1961-1990
Tauranga (Bay of Plenty),Maximum,Winter,1979,0,15.033333333333333,1/06/1979,31/08/1979,-37.673,176.196,0.25222222222222257,1961-1990
Tauranga (Bay of Plenty),Minimum,Autumn,1979,0,12,1/03/1979,31/05/1979,-37.673,176.196,0.7811111111111106,1961-1990
Tauranga (Bay of Plenty),Minimum,Spring,1979,0,10.266666666666667,1/09/1979,30/11/1979,-37.673,176.196,0.3100000000000005,1961-1990
Tauranga (Bay of Plenty),Minimum,Summer,1979,0,14.5,1/12/1978,28/02/1979,-37.673,176.196,0.014444444444444926,1961-1990
Tauranga (Bay of Plenty),Minimum,Winter,1979,0,6.8999999999999995,1/06/1979,31/08/1979,-37.673,176.196,0.6011111111111109,1961-1990
Timaru (Canterbury),Average,Autumn,1979,0,10.566666666666666,1/03/1979,31/05/1979,-44.30517,171.22141,NA,1961-1990
Timaru (Canterbury),Average,Spring,1979,0,10.533333333333333,1/09/1979,30/11/1979,-44.30517,171.22141,NA,1961-1990
Timaru (Canterbury),Average,Summer,1979,0,14.966666666666667,1/12/1978,28/02/1979,-44.30517,171.22141,NA,1961-1990
Timaru (Canterbury),Average,Winter,1979,0,6,1/06/1979,31/08/1979,-44.30517,171.22141,NA,1961-1990
Timaru (Canterbury),Maximum,Autumn,1979,0,15.566666666666666,1/03/1979,31/05/1979,-44.30517,171.22141,NA,1961-1990
Timaru (Canterbury),Maximum,Spring,1979,0,16.266666666666666,1/09/1979,30/11/1979,-44.30517,171.22141,NA,1961-1990
Timaru (Canterbury),Maximum,Summer,1979,0,20.733333333333334,1/12/1978,28/02/1979,-44.30517,171.22141,NA,1961-1990
Timaru (Canterbury),Maximum,Winter,1979,0,11.633333333333333,1/06/1979,31/08/1979,-44.30517,171.22141,NA,1961-1990
Timaru (Canterbury),Minimum,Autumn,1979,0,5.566666666666666,1/03/1979,31/05/1979,-44.30517,171.22141,NA,1961-1990
Timaru (Canterbury),Minimum,Spring,1979,0,4.866666666666667,1/09/1979,30/11/1979,-44.30517,171.22141,NA,1961-1990
Timaru (Canterbury),Minimum,Summer,1979,0,9.166666666666666,1/12/1978,28/02/1979,-44.30517,171.22141,NA,1961-1990
Timaru (Canterbury),Minimum,Winter,1979,0,0.3666666666666667,1/06/1979,31/08/1979,-44.30517,171.22141,NA,1961-1990
Waiouru (Manawatu-Whanganui),Average,Autumn,1979,0,10.066666666666666,1/03/1979,31/05/1979,-39.46249,175.66283,NA,1961-1990
Waiouru (Manawatu-Whanganui),Average,Spring,1979,0,8.766666666666666,1/09/1979,30/11/1979,-39.46249,175.66283,NA,1961-1990
Waiouru (Manawatu-Whanganui),Average,Summer,1979,0,13.2,1/12/1978,28/02/1979,-39.46249,175.66283,NA,1961-1990
Waiouru (Manawatu-Whanganui),Average,Winter,1979,0,4.966666666666667,1/06/1979,31/08/1979,-39.46249,175.66283,NA,1961-1990
Waiouru (Manawatu-Whanganui),Maximum,Autumn,1979,0,14.100000000000001,1/03/1979,31/05/1979,-39.46249,175.66283,NA,1961-1990
Waiouru (Manawatu-Whanganui),Maximum,Spring,1979,0,12.966666666666667,1/09/1979,30/11/1979,-39.46249,175.66283,NA,1961-1990
Waiouru (Manawatu-Whanganui),Maximum,Summer,1979,0,18.4,1/12/1978,28/02/1979,-39.46249,175.66283,NA,1961-1990
Waiouru (Manawatu-Whanganui),Maximum,Winter,1979,0,8.566666666666666,1/06/1979,31/08/1979,-39.46249,175.66283,NA,1961-1990
