"site","statistic","month","year","data_value","lat","lon","unit"
"Hamilton","Average max gust",11,1989,37.3,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",11,1990,38.4,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",11,1991,44.5,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",11,1992,37.6,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",11,1993,40.1,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",11,1994,43.3,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",11,1995,37.8,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",11,1996,47.4,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",11,1997,46.6,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",11,1998,38.9,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",11,1999,38.9,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",11,2000,41.9,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",11,2001,38.1,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",11,2002,43.6,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",11,2003,43.3,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",11,2004,41.8,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",11,2005,39.8,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",11,2006,43.5,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",11,2007,34.7,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",11,2008,37.7,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",11,2009,41.8,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",11,2010,32.5,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",11,2011,45.3,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",11,2012,37.6,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",11,2013,37.6,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",11,2014,45.8,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",11,2015,38.8,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",11,2016,46.7,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",11,2017,35.7,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",11,2018,36.9,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",11,2019,39.4,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",11,2020,41.2,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",11,2021,36.1,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",11,2022,41.1,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",12,1973,38.7,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",12,1974,37.2,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",12,1975,43.9,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",12,1976,44.4,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",12,1977,43.9,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",12,1978,41.4,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",12,1979,44.4,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",12,1980,41.6,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",12,1981,39.7,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",12,1982,46.4,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",12,1983,47.7,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",12,1984,39.5,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",12,1985,39.3,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",12,1986,37.4,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",12,1987,45.4,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",12,1988,37.1,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",12,1989,39.3,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",12,1990,39.6,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",12,1991,38.9,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",12,1992,37.3,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",12,1993,39.1,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",12,1994,37.8,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",12,1995,37.5,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",12,1996,38.4,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",12,1997,36.2,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",12,1998,38.3,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",12,1999,36.6,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",12,2000,36.9,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",12,2001,37.7,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",12,2002,38.1,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",12,2003,36.2,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",12,2004,47.6,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",12,2005,41.8,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",12,2006,39.9,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",12,2007,36.8,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",12,2008,37.5,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",12,2009,38,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",12,2010,36.6,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",12,2011,36.4,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",12,2012,35.3,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",12,2013,36.8,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",12,2014,36.4,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",12,2015,39.8,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",12,2016,38.9,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",12,2017,36.7,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",12,2018,36.6,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",12,2019,42,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",12,2020,38.7,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",12,2021,35.9,-37.86088,175.33175,"km/hr"
"Hamilton","Average max gust",12,2022,37.5,-37.86088,175.33175,"km/hr"
"Hamilton","Days above p99",1,1973,NA,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",1,1974,NA,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",1,1975,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",1,1976,NA,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",1,1977,NA,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",1,1978,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",1,1979,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",1,1980,2,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",1,1981,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",1,1982,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",1,1983,1,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",1,1984,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",1,1985,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",1,1986,1,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",1,1987,1,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",1,1988,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",1,1989,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",1,1990,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",1,1991,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",1,1992,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",1,1993,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",1,1994,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",1,1995,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",1,1996,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",1,1997,1,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",1,1998,1,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",1,1999,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",1,2000,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",1,2001,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",1,2002,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",1,2003,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",1,2004,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",1,2005,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",1,2006,1,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",1,2007,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",1,2008,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",1,2009,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",1,2010,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",1,2011,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",1,2012,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",1,2013,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",1,2014,2,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",1,2015,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",1,2016,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",1,2017,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",1,2018,1,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",1,2019,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",1,2020,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",1,2021,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",1,2022,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",2,1973,NA,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",2,1974,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",2,1975,1,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",2,1976,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",2,1977,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",2,1978,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",2,1979,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",2,1980,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",2,1981,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",2,1982,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",2,1983,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",2,1984,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",2,1985,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",2,1986,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",2,1987,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",2,1988,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",2,1989,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",2,1990,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",2,1991,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",2,1992,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",2,1993,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",2,1994,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",2,1995,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",2,1996,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",2,1997,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",2,1998,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",2,1999,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",2,2000,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",2,2001,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",2,2002,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",2,2003,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",2,2004,1,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",2,2005,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",2,2006,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",2,2007,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",2,2008,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",2,2009,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",2,2010,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",2,2011,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",2,2012,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",2,2013,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",2,2014,2,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",2,2015,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",2,2016,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",2,2017,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",2,2018,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",2,2019,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",2,2020,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",2,2021,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",2,2022,1,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",3,1973,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",3,1974,1,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",3,1975,2,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",3,1976,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",3,1977,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",3,1978,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",3,1979,1,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",3,1980,3,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",3,1981,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",3,1982,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",3,1983,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",3,1984,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",3,1985,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",3,1986,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",3,1987,1,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",3,1988,2,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",3,1989,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",3,1990,NA,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",3,1991,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",3,1992,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",3,1993,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",3,1994,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",3,1995,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",3,1996,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",3,1997,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",3,1998,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",3,1999,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",3,2000,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",3,2001,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",3,2002,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",3,2003,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",3,2004,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",3,2005,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",3,2006,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",3,2007,1,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",3,2008,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",3,2009,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",3,2010,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",3,2011,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",3,2012,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",3,2013,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",3,2014,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",3,2015,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",3,2016,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",3,2017,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",3,2018,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",3,2019,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",3,2020,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",3,2021,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",3,2022,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",4,1973,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",4,1974,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",4,1975,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",4,1976,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",4,1977,NA,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",4,1978,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",4,1979,1,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",4,1980,2,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",4,1981,NA,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",4,1982,1,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",4,1983,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",4,1984,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",4,1985,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",4,1986,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",4,1987,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",4,1988,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",4,1989,NA,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",4,1990,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",4,1991,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",4,1992,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",4,1993,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",4,1994,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",4,1995,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",4,1996,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",4,1997,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",4,1998,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",4,1999,1,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",4,2000,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",4,2001,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",4,2002,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",4,2003,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",4,2004,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",4,2005,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",4,2006,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",4,2007,1,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",4,2008,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",4,2009,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",4,2010,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",4,2011,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",4,2012,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",4,2013,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",4,2014,1,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",4,2015,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",4,2016,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",4,2017,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",4,2018,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",4,2019,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",4,2020,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",4,2021,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",4,2022,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",5,1973,1,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",5,1974,NA,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",5,1975,1,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",5,1976,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",5,1977,NA,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",5,1978,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",5,1979,1,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",5,1980,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",5,1981,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",5,1982,1,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",5,1983,1,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",5,1984,1,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",5,1985,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",5,1986,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",5,1987,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",5,1988,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",5,1989,NA,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",5,1990,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",5,1991,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",5,1992,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",5,1993,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",5,1994,1,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",5,1995,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",5,1996,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",5,1997,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",5,1998,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",5,1999,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",5,2000,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",5,2001,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",5,2002,1,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",5,2003,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",5,2004,1,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",5,2005,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",5,2006,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",5,2007,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",5,2008,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",5,2009,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",5,2010,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",5,2011,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",5,2012,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",5,2013,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",5,2014,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",5,2015,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",5,2016,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",5,2017,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",5,2018,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",5,2019,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",5,2020,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",5,2021,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",5,2022,1,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",6,1973,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",6,1974,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",6,1975,1,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",6,1976,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",6,1977,1,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",6,1978,1,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",6,1979,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",6,1980,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",6,1981,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",6,1982,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",6,1983,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",6,1984,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",6,1985,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",6,1986,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",6,1987,2,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",6,1988,1,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",6,1989,NA,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",6,1990,NA,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",6,1991,1,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",6,1992,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",6,1993,1,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",6,1994,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",6,1995,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",6,1996,1,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",6,1997,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",6,1998,1,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",6,1999,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",6,2000,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",6,2001,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",6,2002,1,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",6,2003,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",6,2004,1,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",6,2005,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",6,2006,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",6,2007,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",6,2008,2,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",6,2009,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",6,2010,1,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",6,2011,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",6,2012,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",6,2013,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",6,2014,1,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",6,2015,0,-37.86088,175.33175,"Days"
"Hamilton","Days above p99",6,2016,0,-37.86088,175.33175,"Days"
