"LID","Type","State","PredictedValue","LowerCI","UpperCI"
"4278","Total Nitrogen","Current",512.037101953055,338.156973688208,753.735803949107
"4278","Total Nitrogen","Reference",380.129346841549,183.73671440395,729.31268845614
"4278","Total Phosphorus","Current",50.7860085719114,25.4822514258569,100.60734477466
"4278","Total Phosphorus","Reference",43.2683511922794,5.69831191185733,339.965204119862
"4342","Total Nitrogen","Current",149.295504811852,98.2047006428669,223.661881767511
"4342","Total Nitrogen","Reference",115.081365581608,62.9580420450739,224.915696189021
"4342","Total Phosphorus","Current",21.6864717216341,9.68744347271835,42.2241488549705
"4342","Total Phosphorus","Reference",5.81466477340023,3.01920078408931,10.5599372643371
"4343","Total Nitrogen","Current",150.254361821376,99.5889215018744,224.002181436388
"4343","Total Nitrogen","Reference",113.684483766046,56.3083904100374,198.722123898124
"4343","Total Phosphorus","Current",18.9530641383173,8.57615790129982,35.4495941743056
"4343","Total Phosphorus","Reference",5.90651895666175,3.11439997580204,10.123280073689
"4345","Total Nitrogen","Current",2819.42672156064,1835.05213754116,4526.88784574427
"4345","Total Nitrogen","Reference",644.180514186975,292.593305354602,1524.8872565457
"4345","Total Phosphorus","Current",175.168312300483,88.8989634880101,344.76658455874
"4345","Total Phosphorus","Reference",39.1876183393573,17.5267352242796,83.9502902591596
"4486","Total Nitrogen","Current",3696.34442489152,2303.538173574,6392.24722037168
"4486","Total Nitrogen","Reference",634.583021007217,311.40471891703,1397.47112745087
"4486","Total Phosphorus","Current",315.153781638669,138.614464267095,834.034535877825
"4486","Total Phosphorus","Reference",29.8380409395697,4.27140199996398,365.823696967055
"4509","Total Nitrogen","Current",1570.7430975504,1020.52332754498,2534.41893896809
"4509","Total Nitrogen","Reference",485.198046108557,248.392175977549,1061.74609762615
"4509","Total Phosphorus","Current",35.7130352842704,21.0469905412539,60.9938190900229
"4509","Total Phosphorus","Reference",8.18082594098331,2.6108471500658,26.4767917840111
"4922","Total Nitrogen","Current",256.543452104088,172.978814037,362.692364245194
"4922","Total Nitrogen","Reference",284.42389468448,147.026124732065,544.045898990136
"4922","Total Phosphorus","Current",57.7232695862724,25.2200456685014,120.42965339161
"4922","Total Phosphorus","Reference",9.40041272206142,4.80360481904027,18.2447611584026
"4926","Total Nitrogen","Current",260.7251628199,177.75282265274,380.175726617418
"4926","Total Nitrogen","Reference",181.360748545004,99.8491799218291,342.460386353497
"4926","Total Phosphorus","Current",23.3906445550482,12.1531475208373,45.954305453482
"4926","Total Phosphorus","Reference",6.86037549803681,4.43508252170775,10.6682781327442
"5008","Total Nitrogen","Current",4161.86207635138,2538.11419450238,7162.88964965641
"5008","Total Nitrogen","Reference",635.015287578069,303.710230707677,1392.42720509718
"5008","Total Phosphorus","Current",492.852997402339,231.86593226575,1033.54136605831
"5008","Total Phosphorus","Reference",27.3943137613423,5.70007876201012,124.454967084939
"5042","Total Nitrogen","Current",4360.81716365164,2640.70840565134,8066.42434613621
"5042","Total Nitrogen","Reference",632.113811102721,309.809283604769,1444.83040943458
"5042","Total Phosphorus","Current",469.954966717676,233.272302391513,968.862770835199
"5042","Total Phosphorus","Reference",26.1434758090602,6.17653510554108,103.574268743544
"5264","Total Nitrogen","Current",257.17809553184,175.7804189065,376.190693587277
"5264","Total Nitrogen","Reference",134.765109704014,71.5999189014672,250.071968409329
"5264","Total Phosphorus","Current",13.2397113660491,8.03135643605733,22.9113286286992
"5264","Total Phosphorus","Reference",5.30406590224486,4.2316420224014,6.79929225813568
"5306","Total Nitrogen","Current",3875.22987247674,2350.33217899458,6613.4818669753
"5306","Total Nitrogen","Reference",608.783596127895,307.743025843754,1443.87369879434
"5306","Total Phosphorus","Current",394.355205026646,193.821124597293,805.299837157555
"5306","Total Phosphorus","Reference",26.2610548338102,4.1709117155176,180.063591418596
"5397","Total Nitrogen","Current",2115.16262269096,1259.13335773322,3763.82299227295
"5397","Total Nitrogen","Reference",444.268070173566,227.634867782527,903.455257226151
"5397","Total Phosphorus","Current",43.1994630713087,21.0208442789939,89.8822015348602
"5397","Total Phosphorus","Reference",9.02945510847484,3.89584761833434,23.4813789252247
"6394","Total Nitrogen","Current",500.560867657139,344.832576794015,754.027575740355
"6394","Total Nitrogen","Reference",159.024439697685,82.0197013322271,317.524127212583
"6394","Total Phosphorus","Current",31.7350236725358,18.2339612310334,57.6879375110869
"6394","Total Phosphorus","Reference",5.83931505211994,3.80943279498996,9.50730719056601
"6396","Total Nitrogen","Current",418.472346323975,294.493461373763,616.690051504252
"6396","Total Nitrogen","Reference",157.181468654104,78.3874107273901,278.767058188977
"6396","Total Phosphorus","Current",25.00209591092,12.9000602713643,45.7276364585481
"6396","Total Phosphorus","Reference",6.0097382611289,3.60992006397863,10.4990063817797
"6867","Total Nitrogen","Current",888.92244944963,569.780396473479,1414.39578582544
"6867","Total Nitrogen","Reference",127.145461273897,58.6358996934727,230.6099777444
