LID,lat,MaxDepth,Catch_area,LakeAreaHa,LakeVolume,LakeElevat,SumWind,MeanWind,CatSlope,CatPhos,CatHard,lambda_dom_std,lambda_dom_median,lambda_dom_hidecile,purity_std,purity_median,chl_median,Name,TotalSUDensity,Prop_Dairy,PastureHeavy,Wetland,Forestry,PastureLight,Exotic,Native,Bare,Urban,Fetch_sqrt
1,-41.3809723667198,7.69577,3435486749.5403,622.384,15965800.0,0.18,6.06,5.90507,9.79,1.77,2.6,6.17586146143698,573.382075738878,580.466662842355,12.6771773852115,35.2122076350279,11.44936675,Lake Onoke,9.58363839727562,0.195365314426864,61.391712969000004,0.941854765,4.520107601,1.04542829,1.6054399149999998,26.842049717000002,0.483936283,0.819461492,60.473134530963414
3,-41.3609989528871,7.64958,3911948.177955,10.8217,275937.0,15.71,8.08,7.84744,11.17,1.05,3.8,30.5847329390098,559.880271164103,572.146550530424,15.9466578141497,13.3696030799015,10.92528,Lake Kohangapiripiri,0.0,0.0,0.0,5.292087275,0.0,28.42183557,48.21448333,17.832303779,0.239290052,0.0,25.495097567963924
4,-41.367965887132,7.63197,20570386.770796,21.3142,542232.0,14.27,8.18,7.99545,13.27,1.15,3.52,23.3802366168142,488.268495686559,523.691016258071,9.67252822494332,18.0117475063073,16.5215771,Lake Kohangatera,19.0687896121914,0.0267335675870568,5.424510875,3.753521982,0.165582429,9.848974998,29.97353474,50.783879325,0.049995652,0.0,30.199337741083
6,-41.2991968286146,21.9937,1825884.0583681,3.07144,225174.0,176.02,7.28,6.99112,12.34,1.0,4.0,,,,,,,Karori Reservoir low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.235384061671343
7,-41.2925974884787,23.8519,2464377.2103272,2.22164,176635.0,156.92,6.87,6.52322,12.25,1.0,4.0,,,,,,,Karori Reservoir upp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
8,-41.3562632650728,0.0,17255226.3046384,1.68928,41031.8,11.3,0.0,7.69933,0.0,0.0,0.0,,,,,,, ,22.5189150791824,0.0267335675870568,6.353884368,1.534457761,0.193951424,8.231826539,24.94255681,58.743323096,0.0,0.0,0.0
47,-41.117154030229,8.98751,1092385.6358551,1.60621,48119.3,29.9,5.3,5.28393,9.42,1.25,3.8,37.1803066118078,523.250638443753,571.21933472749,11.5914707751641,20.9227798348562,15.7871798166667, ,0.0002212011187883,0.0,14.28578281,0.0,5.805110316,5.316202367,35.18659763,3.926230161,0.0,35.48007671,15.165750888103101
70,-41.5666702265079,7.72114,175876.425251,1.11816,28778.3,13.11,5.14,5.275,18.73,2.0,4.0,,,,,,, ,5.20277479484704,0.0332803738731363,91.47765718,0.0,0.0,0.0,0.0,0.0,8.522342815,0.0,13.038404810405298
113,-41.3822080581065,0.0,670056.6209133,4.19078,59586.8,9.72,0.0,6.00253,0.0,0.0,0.0,,,,,,, ,0.0,0.0,88.03337327,5.737754372,2.224597271,0.0,3.430241077,0.0,0.574034011,0.0,0.0
119,-41.3629860215803,8.48124999999999,1027109.82895,41.8774,1183910.0,2.71,6.05,5.87439,0.66,1.39,0.69,6.96685822144,576.047069087945,578.979289138771,14.8415245987939,37.8357450866897,25.0449616666667, ,0.0,0.0,4.956901844,95.04309816,0.0,0.0,0.0,0.0,0.0,0.0,31.606961258558215
195,-41.3558473096266,6.99996,1775107.1609855,3.09701,72263.0,19.91,5.84,5.64676,2.65,2.09,1.19,21.7121462124893,552.878606145213,569.940816653304,15.5411415171553,29.9226652903021,,Lake Nganoke,24.7059807147448,0.0308963682286454,88.09012328,0.986423127,7.751120562,0.0,0.0,3.172333027,0.0,0.0,19.235384061671343
229,-41.3446284947345,16.2534999999999,7638349.198279,45.9534,2489670.0,14.08,6.12,5.95195,11.25,1.0,3.97,32.3247654079753,558.180211794185,571.577259710054,24.1242212588289,28.773549740625,16.8674202575758,Lake Pounui,1.95516084017955,0.265067640736371,6.065301465,2.829705392,0.030190339,0.048583862,0.817858061,90.20836088,0.0,0.0,35.6931365951495
298,-41.1820010460101,0.0,45588.2890768999,1.94841,18962.0,4.51,0.0,5.29117,0.0,0.0,0.0,,,,,,, ,1.22829727877664,0.996195966542398,4.999616888,0.0,0.0,0.0,0.0,95.00038311,0.0,0.0,0.0
299,-41.1746511209591,0.0,205071.1070097,9.16512,103709.0,4.93,0.0,5.30361,0.0,0.0,0.0,,,,,,, ,0.484802845694865,1.0,1.915158142,0.0,0.0,0.0,0.0,98.08484186,0.0,0.0,0.0
300,-41.1711183807253,3.10272,144997.7548994,6.57837,68036.1,4.76,5.85,5.33935,0.06,1.77,1.0,,,,,,, ,0.0,0.0,0.0,70.80930603,0.0,0.0,0.0,29.19069397,0.0,0.0,22.135943621178654
301,-41.1680593263397,0.0,9561485.103576,10.5858,103304.0,4.58,0.0,5.37675,0.0,0.0,0.0,35.1521739183938,525.818085806348,567.670889991085,12.6965048044803,16.5714238975606,, ,17.5967127353314,0.71034119539353,94.17633641,1.958763845,0.823560476,0.0,0.0,3.041339274,0.0,0.0,0.0
325,-41.1925927986576,3.22926,958315.568192,2.75804,29688.1,15.77,4.83,4.50545,0.58,2.0,1.0,,,,,,,Horseshoe Lagoon,24.5217923630487,0.477897988951173,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.065125189341593
332,-41.1441365514719,5.98038,193370.3853536,1.50791,30059.5,6.65,6.54,6.5172,1.17,2.77,2.54,30.6276654653935,484.682813096729,557.004722897368,11.6422998290021,25.3968624660857,, ,27.0852829919861,0.0027537218977883,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.832396974191326
337,-41.1234979930345,2.89438,48000.4330483,1.01771,9818.76,24.24,6.45,6.43765,1.68,3.0,3.0,,,,,,, ,21.4282487098965,0.0027537218977883,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.784048752090222
338,-41.1227330420981,3.03669,78346.6110374999,1.62083,16406.5,27.25,6.5,6.49801,1.43,2.91,2.82,,,,,,, ,18.8770925895363,0.0027537218977883,65.17519435,34.82480565,0.0,0.0,0.0,0.0,0.0,0.0,17.320508075688775
345,-41.1215321435096,7.2437,366385.7446754,2.68997,64951.1,16.66,6.73,6.71353,3.51,3.0,3.01,,,,,,, ,25.0864839293632,0.0027537218977883,92.53935682,0.0,7.46064318,0.0,0.0,0.0,0.0,0.0,16.1245154965971
349,-41.0961637881332,11.4696,190995.7216026,2.35185,89916.0,215.37,4.88,5.03914,2.12,2.57,2.15,,,,,,, ,11.8750809115106,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.88854381999832
352,-41.0885948392358,11.6184999999999,65614.8327599,1.51877,58819.5,229.56,4.9,5.0728,4.53,3.0,3.0,,,,,,, ,10.438059827414,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.165750888103101
380,-40.9492089146074,8.64551,57563.8781033999,2.60423,75049.7,113.86,4.0,3.45277,0.42,2.0,1.0,,,,,,, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,15.165750888103101
381,-40.9504214853335,9.02365,2513116.158381,12.2647,368908.0,108.11,3.91,3.36803,1.67,2.17,1.34,27.1496139338379,485.275242868055,544.574520065656,10.2608516330511,19.7933847276529,,Henley Lake,0.865809627267456,0.167625105964166,39.75627958,0.058438148,0.9105734,0.0,0.0,0.693360733,0.0,58.58134814,24.24871130596428
402,-40.9491761464644,23.3442,134850.652263,1.14919,89423.5,179.73,4.19,3.86862,9.17,2.45,1.9,,,,,,, ,25.1481385895904,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.248456731316587
465,-40.5106084955535,3.20151,5713601942.82896,1.69481,18086.4,10.0,3.88,3.34218,7.94,1.76,2.57,,,,,,, ,12.343959029215,0.306249680914393,55.90293235,0.7567177700000001,5.284600955,2.73905054,0.943339512,28.50251162,0.42509856199999996,2.134562295,21.166010488516726
468,-40.5094166629986,2.93051,647016.2210859,1.22836,11999.0,10.0,3.92,3.3775,0.0,1.86,1.0,,,,,,, ,36.062069287486,0.866606344068207,99.95604086,0.0,0.043959144,0.0,0.0,0.0,0.0,0.0,20.73644135332772
476,-40.5876271255145,23.7493,5349022.3695733,9.53631,754935.0,357.59,5.95,5.47405,11.14,1.0,4.0,26.4004971306301,499.802381211867,555.011678152463,7.50859362790698,9.43947022553896,7.971777000000005,Tokomaru No 3 Reservoir,0.087390167485264,0.0,0.0,0.0,9.193875876,1.483876758,0.0,89.322247367,0.0,0.0,23.748684174075834
477,-40.5302152492914,0.0,194188.7048061,2.67161,26097.2,10.0,0.0,3.61048,0.0,0.0,0.0,,,,,,, ,6.87761360224198,0.676282809174746,83.26344753,1.226755751,0.0,0.0,15.50979672,0.0,0.0,0.0,0.0
484,-40.5119597026745,2.93051,316699.4032754,1.14771,11211.3,10.0,4.26,3.63863,0.0,2.0,1.0,,,,,,, ,50.448204841627,0.386132372805043,82.24137526,0.360797581,0.0,0.0,0.0,17.39782716,0.0,0.0,15.165750888103101
491,-40.5200821458047,6.44428,1375242.7723963,1.02603,22040.0,19.68,4.82,4.166,2.89,2.0,1.0,,,,,,, ,19.711856619808,0.460796889951132,84.42692849,1.981790183,0.0,1.587205069,0.625431326,11.37864493,0.0,0.0,15.491933384829668
501,-41.2942781615361,2.96447,22820.1778307,1.11205,10988.8,0.56,5.81,5.50216,0.06,2.0,1.0,,,,,,, ,22.5221165283074,0.148596791608384,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.142135623730951
505,-41.2681210051103,2.98677,10874589.2590054,6.98528,69544.8,3.73,5.61,5.20653,0.04,1.72,1.82,1.41563391129852,581.051461066708,582.869468946887,6.36897775970619,39.4444714885414,, ,19.8500479470449,0.532756805924436,93.74439542,2.190263007,0.338192167,0.0,0.0,3.727149408,0.0,0.0,24.535688292770594
506,-41.2662111584042,0.0,260806.1918879,3.21991,31336.4,3.65,0.0,5.19409,0.0,0.0,0.0,,,,,,, ,0.0,0.0,0.0,29.55241296,0.0,0.0,0.0,70.44758704,0.0,0.0,0.0
507,-41.2641771376013,2.91962,984493.333221,10.697,104104.0,3.18,5.64,5.22834,0.02,1.98,1.03,28.7446711844291,555.393584431282,570.222927658148,7.67269616900018,10.8604437055645,17.5527536666667, ,15.861573661062,0.447828937414897,76.63028278,3.967456076,0.0,0.0,0.0,19.40226114,0.0,0.0,21.6794833886788
508,-41.2616043048121,0.0,81706.2437268,1.24039,12071.6,3.27,0.0,5.23467,0.0,0.0,0.0,,,,,,, ,0.0,0.0,0.0,49.42137312,0.0,0.0,0.0,50.57862688,0.0,0.0,0.0
509,-41.2608033765175,2.91962,184098.4674823,2.56934,25005.1,3.06,5.63,5.21089,0.03,2.0,1.0,,,,,,, ,6.61508475121624,0.447828937414897,28.9083609,21.03734754,0.0,0.0,0.0,50.05429156,0.0,0.0,18.16590212458495
511,-41.2596677231292,3.08532,14001503.289658,37.3374,383993.0,3.52,5.62,5.19212,0.03,1.73,1.79,23.9438933310043,485.552153671845,518.730346062903,11.2275235183983,20.5991961235022,15.06312553333335, ,17.8862499560646,0.525950015081763,86.33951275,4.747617657,0.276411031,0.263326215,0.0,8.373132348,0.0,0.0,30.822070014844883
512,-41.2552898151957,2.92699,834513.3657639,5.32911,51994.2,2.67,5.65,5.22369,0.05,1.14,3.22,,,,,,, ,20.3153590205515,0.447828937414897,93.13066072,6.869339277,0.0,0.0,0.0,0.0,0.0,0.0,21.447610589527216
515,-41.2487995591401,3.42916,3408363.797203,58.225,665544.0,2.83,5.63,5.19311,0.05,1.14,2.42,6.76597575872784,571.096574484814,577.530521227426,17.5634186593361,40.871523985686,19.357954833333302,Boggy Pond Lagoon,10.491946684211,0.447828937414897,50.34901946,40.05404709,0.0,3.522123967,0.0,6.074809484,0.0,0.0,36.0
524,-41.4070246653623,21.7552999999999,537329.9092264,2.96926,215324.0,51.48,5.26,5.24467,12.04,1.07,3.76,,,,,,, ,0.0,0.0,0.0,7.912771972,85.67139776,0.0,0.0,6.415830272,0.0,0.0,20.248456731316587
583,-41.350615748003,23.7149,296174.8644321,1.26445,99954.5,218.32,5.42,5.45475,10.11,1.13,3.93,43.7559672805081,565.36733393415,574.670582369631,5.7991915206691,10.9356209961784,, ,2.58148199570785,0.0,15.42623126,0.0,84.57376874,0.0,0.0,0.0,0.0,0.0,12.649110640673518
656,-41.2790334623037,2.99473,2608863.2643403,2.12454,21208.0,4.06,5.5,5.08358,4.66,1.69,1.91,,,,,,, ,17.4571376203654,0.0999527523642767,93.62702967,0.0,2.604250399,0.0,0.0,3.768719933,0.0,0.0,19.493588689617926
664,-41.2716706312122,2.99701,163822.245058,2.34129,23389.6,4.22,5.45,5.00348,0.15,1.6,2.2,,,,,,, ,16.1066747725063,0.935109253411882,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.165750888103101
667,-41.2654873203166,3.20778,38754218.1224068,3.59936,38486.5,3.92,5.56,5.11963,1.26,1.89,1.25,,,,,,, ,16.6027392774014,0.726899001297953,97.786983771,0.085622698,1.03326538,0.0,0.0,1.0405402590000001,0.0,0.053587892,22.360679774997898
671,-41.2566568519281,2.92583,471939.9531304,4.35058,42430.2,6.6,5.36,4.85534,0.07,2.0,1.0,,,,,,, ,15.4948660785439,0.935109253411882,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.078784028338912
672,-41.247762652746,2.93051,28221377.877254,3.37644,32982.3,9.07,5.46,4.95599,1.72,1.87,1.29,,,,,,, ,16.7500057809037,0.660974817696,97.30806272699999,0.117661442,1.148744987,0.0,0.0,1.351891155,0.0,0.073639686,19.05255888325765
690,-41.2695451834623,3.62112,470142.0504626,2.46061,29700.5,10.53,5.27,4.78675,0.22,2.0,1.0,,,,,,, ,18.6454071622129,0.0999527523642767,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.431676725154983
791,-40.8351995078157,11.39,43506.6628124,1.19849,45502.7,273.79,5.34,4.84046,3.69,3.0,3.0,31.4434461051382,574.311962047324,580.622483999033,19.0247038233712,41.7875695799149,, ,10.2609451249091,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.649110640673518
831,-40.724587362067,11.2224,2590976.580982,15.7779,590221.0,19.64,3.95,3.82953,1.88,1.77,1.62,36.4248780601985,495.731274792026,570.456783965161,9.78029284337496,14.1595925087357,13.000487841963553,Lake Waitawa,4.11715901662342,0.244855411794441,90.800090735,3.721237606,0.442706402,0.987179879,0.0,3.298378619,0.0,0.750406763,27.910571473905726
841,-40.7119174389047,2.94014,3144226.6280889,5.84816,57314.8,10.93,3.91,3.87768,0.77,2.88,3.82,9.01429255850287,489.106592915481,496.270304008785,6.81233517804474,25.6042483816598,34.4402273333333,Lake Waiorongomai,3.36185391645431,0.650704621237484,78.35749308,2.048281269,7.185576452,11.99607328,0.41257592,0.0,0.0,0.0,20.493901531919196
843,-40.7037258134485,3.03983,51047.7556388,2.58384,26181.4,18.36,3.78,3.74141,1.02,0.0,0.0,,,,,,,Lake Huritini,1.72400141139731,0.759319390546279,17.33459806,82.66540194,0.0,0.0,0.0,0.0,0.0,0.0,18.16590212458495
847,-40.7186393959642,6.31987,137496.9191122,6.90709,145506.0,20.0,3.91,3.79775,0.65,0.0,0.0,26.2339144930079,512.968634338278,563.254590147048,8.92164688233611,10.81507471655,13.68066813780665,Lake Kopureherehere,3.33765939282672,0.759319390546279,64.88571107,9.114964531,0.0,0.0,0.0,25.9993244,0.0,0.0,24.979991993593593
855,-40.6742325110683,0.0,401015.1531014,1.21358,11810.6,7.12,0.0,3.42685,0.0,0.0,0.0,,,,,,, ,11.0658268214891,0.998111989271803,91.27427184,5.360120304,2.73453989,0.631067961,0.0,0.0,0.0,0.0,0.0
856,-40.6715733819802,0.0,268244.7533997,1.61921,15758.3,6.87,0.0,3.41171,0.0,0.0,0.0,,,,,,, ,4.59646768779332,1.0,0.558377105,30.04681427,28.83030551,36.38516017,0.0,0.0,4.179342945,0.0,0.0
869,-40.4237959220792,2.93051,10771080.7753067,5.31051,51875.0,10.0,4.05,3.70464,0.51,2.98,3.97,11.9428574558435,491.462187600855,514.013846520908,6.16229801737408,14.1110623914373,13.0796166666667, ,12.9595476803495,0.686812338570319,75.17497712,0.470094653,9.537682317,7.345031642,0.125265868,0.427099108,6.919849294,0.0,17.60681686165901
870,-40.4049150915478,2.93051,11903183.6778855,3.6958,36101.9,10.0,4.14,3.78472,0.16,2.95,3.93,,,,,,21.77484, ,30.5408366534492,0.979455298657472,81.13660249,3.6186496900000003,8.743312890999999,3.414918374,0.888014197,1.3834482,0.815054155,0.0,20.0
871,-40.4014811284573,2.93051,11484595.7384606,3.97091,38789.3,10.0,4.14,3.78472,0.17,2.95,3.93,28.0614667833255,494.59340966301,561.352026812732,6.57829752433737,18.3225205226987,, ,31.2645632415639,0.97983634332682,81.96882126,2.3759747669999998,9.016098861,3.521461721,0.9157196919999999,1.361440355,0.840483341,0.0,20.0
877,-40.4455925881727,2.9848,1218601.2914333,2.38313,23710.5,18.68,4.19,3.6315,0.59,3.0,4.0,8.33020978997497,485.323402976229,492.4082903481,8.30254100834331,31.7513405786207,, ,8.62117427812946,0.995049438395915,96.40754147,0.0,3.0442975,0.0,0.548161029,0.0,0.0,0.0,16.431676725154983
885,-40.4898126217052,2.93051,2053836.9280437,3.61346,35297.6,10.0,4.18,3.58931,0.0,2.0,1.0,,,,,,, ,49.9062761787883,0.386132372805043,98.41891013,0.0,0.0,0.0,0.0,1.581089875,0.0,0.0,18.708286933869708
886,-40.4662420204759,3.22383,461101.623043,2.17158,23336.0,10.09,4.26,3.6784,0.03,2.0,1.0,,,,,,, ,0.953942498723415,0.0,99.99733015000001,0.0,0.0,0.0,0.0,0.002669845,0.0,0.0,17.88854381999832
1416,-40.6967780548391,21.2399999999999,281877.0431108,1.35086,95641.2,180.26,5.62,4.93407,6.62,2.92,3.03,,,,,,, ,17.5977211787356,0.0128634090398553,99.24205054,0.0,0.757949465,0.0,0.0,0.0,0.0,0.0,15.165750888103101
1420,-40.6630031080661,23.6582,1260987.7747746,1.28418,101271.0,198.38,5.82,5.19214,10.13,2.98,3.0,,,,,,, ,18.1863992446668,0.0,92.57013247,0.0,0.0,0.0,0.0,7.429867531,0.0,0.0,16.431676725154983
1491,-45.5782041326663,23.3124,471094.1527688,3.57216,277585.0,77.69,2.35,2.26213,5.82,3.52,3.04,,,,,,,Pinders Pond,11.7887849993546,0.113413987145255,33.16190783,0.0,0.0,49.56544263,0.0,17.27264954,0.0,0.0,18.973665961010276
1492,-45.5744624248361,22.7029,111923.5348913,1.09636,82968.4,87.43,2.35,2.27628,2.77,3.9,3.79,,,,,,, ,13.7665101091905,0.113413987145255,68.35909456,0.0,0.0,25.68837366,0.0,5.952531779,0.0,0.0,13.038404810405298
1509,-45.5406608073945,12.9756,89185.6440349999,1.16593,50428.9,284.28,2.66,2.80987,6.13,3.0,4.0,,,,,,, ,10.9475254234962,0.113413987145255,0.0,0.0,13.96779704,86.03220296,0.0,0.0,0.0,0.0,13.416407864998739
1548,-45.5713659066056,17.4315,3094730.1396441,2.83415,164679.0,663.52,3.48,3.81564,6.96,3.0,4.0,23.5392868231211,560.75783429519,569.50580565294,12.6521470745023,27.5814645672613,, ,0.173294627748727,0.0364616285038094,1.237365016,1.720463,91.23078644,0.0,0.0,0.0,0.0,0.0,17.60681686165901
1553,-45.550723928647,3.69,188254325.284954,1158.21,14246000.0,690.33,3.52,3.79617,5.5,2.79,3.69,20.417503777222,562.307107166178,571.825261556953,16.760909558953,36.1826847988273,8.686815250000006,Lake Onslow,0.0203229840399695,0.0394803643422428,18.16670223,6.333213046,5.524304251,0.006759265,0.0,0.0,0.026398233,0.0,73.60706487831179
1566,-45.472471329701,7.56474,129402.3389374,1.31678,33203.7,817.09,3.56,3.9048,0.97,3.0,4.0,,,,,,, ,0.0,0.0,0.0,63.03507972,0.0,0.0,0.0,0.0,0.0,0.0,18.708286933869708
1682,-41.2757617241249,0.0,64409.4390355,1.84894,79651.7,340.83,0.0,6.81983,0.0,0.0,0.0,,,,,,, ,1.95316271054937,0.0,49.76695561,50.12414514,0.108899246,0.0,0.0,0.0,0.0,0.0,0.0
1708,-41.2195908518681,2.5,731870125.457649,7737.1,64475900.0,1.26,5.67,5.28051,8.76,1.49,2.42,26.9239757132693,504.349825811413,556.951844063095,13.9443630859827,11.3129193013104,38.3203468666666,Lake Wairarapa,7.2764176814713,0.500534886448495,50.515751673,3.0182473940000003,0.650470102,0.23233542,6.288280236,37.697760583,0.225346405,0.472117758,133.7460279784039
1717,-41.2365280977313,2.92013,320594.6808688,5.14798,50109.3,3.83,5.63,5.16432,0.06,2.0,1.0,,,,,,, ,22.8831217115849,0.447828937414897,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.021728866442675
1720,-41.2235980077716,2.91962,272851.7257829,1.18349,11517.9,4.75,5.66,5.17148,0.12,1.89,1.32,,,,,,, ,21.2786424871262,0.447828937414897,92.98855243,1.833220952,5.178226622,0.0,0.0,0.0,0.0,0.0,17.60681686165901
1721,-41.2266047327121,2.92583,3021577.3947528,5.04806,49232.5,5.12,5.62,5.12343,0.12,1.88,1.33,,,,,,, ,22.4184027652059,0.450739698442986,98.21537117,1.761842607,0.022786219,0.0,0.0,0.0,0.0,0.0,22.22611077089287
1726,-41.2195011959215,0.0,4796380.191013,9.98287,144125.0,6.67,0.0,5.11529,0.0,0.0,0.0,,,,,,, ,14.0593832270014,0.67146409114899,93.86318831,2.775445684,1.21600079,0.0,0.0,2.1453652180000002,0.0,0.0,0.0
1729,-41.209192721735,0.0,169287.4111375,1.17749,11459.5,4.37,0.0,5.19838,0.0,0.0,0.0,,,,,,, ,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1730,-41.2070025295181,0.0,474940.5987723,2.4905,24237.7,4.18,0.0,5.20645,0.0,0.0,0.0,,,,,,, ,0.008449135996889,0.557618693938182,0.0,99.83618906,0.0,0.163810936,0.0,0.0,0.0,0.0,0.0
1731,-41.2088394317187,0.0,267501.276190999,12.0781,117545.0,4.5,0.0,5.1906,0.0,0.0,0.0,27.3667817393544,561.220477842655,574.746520169937,12.7011617116783,16.9882959328313,, ,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735,-41.2041129585417,0.0,531789.0011307,1.33491,12991.4,4.06,0.0,5.22258,0.0,0.0,0.0,,,,,,, ,0.0073343187797511,0.557618693938182,0.0,99.85921861,0.0,0.140781388,0.0,0.0,0.0,0.0,0.0
1738,-41.1997609791683,0.0,363113.132871,2.28843,22271.2,4.26,0.0,5.22332,0.0,0.0,0.0,,,,,,, ,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739,-41.1969679037879,0.0,78887.2830133,1.13808,11075.8,4.24,0.0,5.23632,0.0,0.0,0.0,,,,,,, ,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1742,-41.2042907463648,0.0,300953.335238,11.7329,114186.0,4.57,0.0,5.19543,0.0,0.0,0.0,6.23470467653632,575.236167707833,580.460086916687,15.5168353159417,36.2500721799748,, ,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1744,-41.2152107055858,2.88907,598202.5334164,6.17494,59466.1,19.25,5.5,5.01166,0.26,1.05,3.82,11.2866716589604,567.10473354838,575.594859295923,15.9764952168983,26.8892004241838,14.8693026666667, ,4.76730684091409,0.557618693938182,94.77463882,0.0,0.007401361,0.0,0.0,5.217959815,0.0,0.0,18.16590212458495
1814,-40.8241929395094,24.6246,90388.4457964,1.56511,128467.0,256.77,5.72,4.93682,14.88,2.41,2.25,36.6772956319135,570.912684693436,575.997510411181,18.1788417753542,27.2578630255903,, ,21.7368287429773,0.146466790465978,63.10368233,8.779908366,0.0,0.0,0.349567283,27.766842009999998,0.0,0.0,17.029386365926403
1868,-40.8654120589361,11.3987,244172.5939269,1.99429,75774.4,138.93,5.09,4.64031,2.01,2.0,1.0,,,,,,, ,6.33503088262794,0.0,81.072076858,0.0,0.0,0.0,0.0,18.927923145,0.0,0.0,17.029386365926403
1957,-40.6596915237382,2.95043,888886.6316829,3.82031,37571.8,11.47,3.3,3.27347,0.4,3.0,4.0,,,,,,, ,11.3188112507895,0.841161220713884,92.83793125,0.218061871,5.8237213699999995,0.0,1.120285514,0.0,0.0,0.0,15.427248620541512
1962,-40.6146926406286,2.83354,3351252.5671609,4.29666,40582.5,15.19,3.09,3.02751,1.37,3.0,4.0,9.68922372548406,577.881546402779,581.892140149545,22.0516732006654,31.1227451222006,27.0750016666667, ,4.41865498959564,0.609446317346638,75.80158036,3.56978249,7.445859287999999,11.6712439,0.0,1.133827384,0.377706574,0.0,17.320508075688775
1972,-40.6412104456868,7.6319,518660.3155251,1.99424,50732.7,20.0,3.05,3.00702,1.31,3.0,4.0,22.0575237485204,561.693361480008,578.448078813557,16.1215879954689,14.7938775309398,, ,11.0629424931639,0.877720127076417,94.18359682,2.317202654,3.079321647,0.0,0.0,0.419878884,0.0,0.0,14.142135623730951
1974,-40.6441581320796,6.75579,3737722.577005,51.4817,1159330.0,19.74,2.86,2.77403,1.16,2.03,1.12,3.71948331003055,577.249783461448,581.37683288305,13.2234739569718,33.8369486642018,66.9660466666666,Lake Papaitonga,6.79491387102555,0.863742241374061,70.773626918,7.726977071,0.75404772,0.0,0.0,20.745348290000003,0.0,0.0,35.7211421989835
1978,-40.6353850516766,5.67254,52425.9218572,1.37133,25929.8,39.19,2.87,2.77782,3.66,2.5,2.5,,,,,,, ,14.518234449283,0.629040038591413,68.78245369,31.21754631,0.0,0.0,0.0,0.0,0.0,0.0,20.0
1992,-40.7886410758026,25.7285,264914.3886475,1.45837,125072.0,386.56,5.89,5.3272,5.31,1.97,4.0,,,,,,, ,21.3628522148193,0.0042779921381209,99.99917819,0.0,0.000821807,0.0,0.0,0.0,0.0,0.0,19.235384061671343
1993,-40.7833584022758,25.6497999999999,1731503.2958498,1.97568,168919.0,376.03,6.04,5.50835,7.87,1.64,4.0,,,,,,, ,10.7452839076725,0.0013611028539446,96.94467225,0.0,0.000119028,0.0,0.0,3.055208721,0.0,0.0,19.235384061671343
2069,-41.2020403289791,7.07393,6298807.0878351,1.85855,43824.2,15.05,5.0,4.6045,2.85,1.8,1.39,,,,,,, ,20.6153096506862,0.430445033844597,94.81850677,0.529148477,1.950823458,0.0,0.0,2.701521294,0.0,0.0,18.973665961010276
2073,-41.1989604757865,6.25294,5863513.9756943,3.78468,78884.5,11.82,4.95,4.57667,2.82,1.83,1.33,,,,,,, ,19.9489273122156,0.403903748424226,94.62988512999999,0.354402976,2.103190747,0.0,0.0,2.912521153,0.0,0.0,17.146428199482248
2078,-41.1885369772526,0.0,84497.8382352,3.67901,35804.4,4.67,0.0,5.2343,0.0,0.0,0.0,4.79932344752212,571.397229990889,575.822619180344,23.1767171521325,44.3933684527535,, ,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2106,-41.1596215118143,9.88468,341264.1997768,1.09058,35933.5,35.37,4.68,4.42658,6.21,1.7,1.59,,,,,,, ,21.9058379379466,0.0,83.32162879,0.0,0.0,0.0,0.0,16.678371208,0.0,0.0,17.60681686165901
2137,-41.0966648723398,22.1998,1743327.6278376,1.60094,118468.0,136.96,6.01,5.45642,20.06,1.0,4.0,,,,,,, ,0.0,0.0,0.0,0.0,0.0,0.0,38.28831542,61.711684580000004,0.0,0.0,16.1245154965971
