LID,lat,MaxDepth,Catch_area,LakeAreaHa,LakeVolume,LakeElevat,SumWind,MeanWind,CatSlope,CatPhos,CatHard,lambda_dom_std,lambda_dom_median,lambda_dom_hidecile,purity_std,purity_median,chl_median,Name,TotalSUDensity,Prop_Dairy,PastureHeavy,Wetland,Forestry,PastureLight,Exotic,Native,Bare,Urban,Fetch_sqrt
30803,-46.443169884818,3.02354,442883.5475921,1.24227,12520.2,15.56,5.17,4.61192,0.2,3.0,4.0,,,,,,, ,0.0,0.0,22.2846394,0.0,27.68358294,16.22919029,0.0,0.0,0.0,33.80258738,16.73320053068151
30810,-46.4054883367463,3.25122,548944.3559679,4.08134,44231.2,9.87,4.92,4.41779,0.04,4.0,2.0,22.9779229458869,490.297904507737,552.620011957921,9.23511961316695,21.0545944195884,,Lake Murihiku,29.2032461513977,0.827739474302591,94.45968316,5.540316839,0.0,0.0,0.0,0.0,0.0,0.0,18.973665961010276
30812,-46.3530964858591,2.90237,826544.815099,16.5486,160101.0,15.34,4.67,4.20542,0.27,3.0,2.0,20.8842131589844,490.821607326535,526.269227634587,8.10590841356605,22.5555034903345,18.251096,Big Lagoon,16.4923416407316,0.838510500438312,70.57438626,9.070355656,17.965329228,0.0,0.0,2.389928853,0.0,0.0,23.664319132398465
30836,-46.3218003722665,2.92256,2642811.4153188,2.06116,20079.5,9.52,4.52,4.09426,0.23,3.0,2.0,,,,,,, ,4.28542245723696,0.539151031029812,99.961091,0.0,0.038909002,0.0,0.0,0.0,0.0,0.0,22.80350850198276
30838,-46.3105757676169,3.4191,221042.0322131,5.03791,57417.1,9.17,4.46,4.062,0.1,3.0,2.0,33.1052439712118,554.604897089576,573.931598304294,14.7845000304613,15.6731491242017,, ,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.235384061671343
30851,-46.3144815532336,7.03008,1481378.552322,1.06399,24933.1,8.96,4.51,4.10383,0.55,3.44,2.12,,,,,,, ,10.8109940405506,0.450926563422153,97.19115639,0.0,0.0,0.0,0.0,2.808843608,0.0,0.0,17.029386365926403
30861,-46.3295919673636,2.87389,311440.575069,1.36938,13118.2,21.42,4.57,4.20047,0.4,3.93,2.0,,,,,,,Lake Bennett,13.2000241400544,0.907899403265847,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.029386365926403
30958,-46.5931911530309,3.06655,445338.2929349,2.06904,21149.4,15.84,5.61,5.064,0.55,0.97,0.97,,,,,,16.70381312676215, ,0.0,0.0,0.0,94.48745757,0.0,0.0,0.0,0.0,5.512542426,0.0,17.029386365926403
30961,-46.5862891982869,0.0,569075.3541489,1.61468,15811.3,11.14,0.0,5.12033,0.0,0.0,0.0,,,,,,, ,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30963,-46.5862587974639,0.0,1081721.9700445,1.10907,10860.3,10.35,0.0,5.12033,0.0,0.0,0.0,,,,,,, ,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30970,-46.5793831953045,0.0,2707663.7086375,8.10525,79382.3,10.99,0.0,5.10603,0.0,0.0,0.0,17.7824901032793,484.699903688196,499.909132855842,11.2323563565381,30.7309276123957,, ,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30976,-46.5823207543302,0.0,477586.0959502,4.54684,44959.7,12.25,0.0,5.07878,0.0,0.0,0.0,32.6533059145996,560.270319640958,574.913165544407,12.6416676444006,10.7242778700882,, ,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30977,-46.580537769481,0.0,600427.0391065,1.41464,13912.6,11.94,0.0,5.10167,0.0,0.0,0.0,,,,,,, ,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31181,-46.1759468013635,4.64978,4872989.8534564,1.45081,22486.4,37.88,3.99,3.62733,0.18,3.9,1.95,,,,,,, ,14.4745173083991,0.434440931678694,88.41840154,0.0,1.067997553,0.0,0.0,4.871218003,0.088562297,5.5538206059999995,17.029386365926403
31187,-46.1500507187497,4.95546,247812.1450691,1.04538,17267.8,47.58,3.89,3.54607,0.2,2.0,1.0,,,,,,, ,4.68165480308896,0.272348327320909,63.31499866,0.0,0.0,0.0,0.0,36.68500134,0.0,0.0,14.832396974191326
31265,-45.9267801414016,22.7075999999999,356869.3327269,6.95336,526314.0,141.31,3.22,2.67649,7.12,1.43,3.13,33.3283405258228,490.864692452429,569.336937910784,9.15755115562205,18.7967527168493,, ,18.3876101127259,0.0211436005775303,34.03244521,0.0,0.0,0.0,3.285242026,0.0,62.68231276,0.0,20.493901531919196
31271,-45.9182432306909,21.0333,1529697.0962783,1.55474,109004.0,175.38,3.27,2.71227,4.16,1.11,3.93,,,,,,, ,55.7385845898744,0.0211436005775303,78.550668,0.0,2.832184436,4.314302711,5.34050772,8.951132713,0.011204422,0.0,18.708286933869708
31274,-45.9230496381236,20.9695,60033.9619434,1.48449,103763.0,173.85,3.24,2.68965,0.88,2.0,2.0,,,,,,, ,67.8177063245236,0.0211436005775303,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.416407864998739
31387,-46.2313051738172,3.75052,2347408.4812454,1.1105,13883.2,31.51,4.2,3.83934,0.34,4.0,2.0,,,,,,, ,21.9746958413382,0.534603712116488,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.439088914585774
31390,-46.1851819476721,4.7743,545188.8411077,1.18393,18841.5,38.36,4.02,3.65441,0.14,3.76,1.88,,,,,,, ,29.6118261241375,0.525142127738106,97.42570385,0.000774574,0.0,0.0,0.0,0.0,2.573521581,0.0,16.1245154965971
31529,-45.9055227335979,0.0,8874513.4340148,1.75264,139707.0,291.72,0.0,3.42711,0.0,0.0,0.0,,,,,,, ,15.0998104443845,0.155322692704708,87.13710847,0.978147217,1.2960710770000001,4.526379751,0.00056556,2.265678339,0.0,0.0,0.0
31610,-45.9013024212829,8.60577999999999,43547.4409088999,1.10459,31686.3,139.4,3.38,3.04998,0.68,3.5,3.0,,,,,,, ,12.8643871942799,0.274968460328756,61.80005743,0.0,35.48837019,0.0,0.0,2.711572384,0.0,0.0,12.649110640673518
31714,-45.7621730923899,21.024,3801670.353211,1.08823,76262.9,195.8,3.02,2.71702,4.01,3.0,2.37,,,,,,, ,17.6958688480778,0.170807352062828,98.02652626,0.0,1.673807987,0.0,0.0,0.0,0.0,0.299665751,15.165750888103101
31749,-40.2472238365152,21.2516,150890.2423505,1.39451,98785.2,160.02,4.74,4.33299,5.63,2.0,1.0,,,,,,,Mahangaiti Lake,9.77524069298617,0.142929683486056,94.42563532,5.574364677,0.0,0.0,0.0,0.0,0.0,0.0,18.708286933869708
31750,-40.2367711664301,0.0,2076345.182634,1.06473,31196.0,160.47,0.0,4.26317,0.0,0.0,0.0,,,,,,, ,8.66787520437065,0.155106186069169,96.44773179,1.967535949,0.276839963,0.0,0.0,1.307892301,0.0,0.0,0.0
31777,-40.2429777139345,11.225,259760.2906488,2.18208,81645.7,34.33,4.31,3.95208,4.51,2.18,3.4,,,,,,, ,16.8504659211891,0.014826893259563,98.7058818,0.0,1.294118196,0.0,0.0,0.0,0.0,0.0,14.832396974191326
31779,-40.2331688837935,24.6733,134206.013121,1.16352,95692.9,85.04,4.34,4.00043,3.76,2.23,1.46,,,,,,, ,13.9289911492049,0.014826893259563,80.24350736,0.0,19.75649264,0.0,0.0,0.0,0.0,0.0,15.165750888103101
31847,-40.2445999134524,12.1816,158667.067272,3.15974,128302.0,378.39,4.94,4.64623,7.8,3.0,3.0,32.469287134188,525.081124361922,561.110548967912,9.32756901025425,22.935418039105,, ,13.2206009340709,0.0037848826464609,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.431676725154983
31879,-40.1872074099617,12.1554,260817.9734406,1.66419,67429.6,238.24,4.83,4.39075,9.89,1.4,4.0,,,,,,, ,8.90169431641909,0.0446826520122324,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.142135623730951
31904,-40.1845446929529,13.1751,99612.330861,1.66937,73313.9,357.23,4.73,4.45628,3.04,1.0,4.0,,,,,,, ,14.869814462149,0.0148822893358038,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.832396974191326
31953,-40.162476983597,16.4848,1019655.2170121,4.17859,229611.0,62.98,3.9,3.58123,5.52,1.5,2.24,,,,,,, ,8.80151431729672,0.0,89.17063501,0.0,9.343897224,0.0,0.0,1.485467767,0.0,0.0,17.60681686165901
31983,-40.1787792476407,9.96871,585663.2358798,1.06687,35451.0,77.53,4.0,3.71439,4.38,2.99,2.99,,,,,,, ,10.22018015892,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.491376746189438
32151,-40.0690473737844,11.4675999999999,937097.0337156,1.05531,40339.8,191.66,3.51,3.41741,7.23,1.01,3.95,,,,,,, ,8.49022370539616,0.0540494869794865,87.20578135,0.0,0.0,0.0,2.014582216,10.77963644,0.0,0.0,17.320508075688775
32184,-39.9565754946648,10.0449,54829525.8423388,1.50043,50239.0,256.94,3.59,3.11481,1.09,1.99,1.01,,,,,,, ,18.4639972129551,0.344844288191086,87.77443395,0.0,3.6403118510000003,1.70548854,0.148314701,6.73145096,0.0,0.0,16.73320053068151
32287,-40.1394398016175,22.8022999999999,26722825.383621,16.8663,1281970.0,78.41,3.85,3.49004,7.31,1.9,3.11,,,,,,,Purimu Lake,9.99594768435373,0.0373421173483158,87.737055361,0.0,5.705448121,0.605748896,0.0,5.951747619,0.0,0.0,27.712812921102035
32338,-39.8891476612793,24.204,507781.4896772,1.3009,104956.0,263.84,3.1,2.69748,4.97,2.0,1.0,,,,,,, ,9.2806599960825,0.0,96.98355752,0.0,0.960273267,0.0,0.0,2.0561692149999997,0.0,0.0,17.320508075688775
32427,-39.2496571306574,19.7989999999999,340408.2892056,5.35729,353563.0,456.85,4.29,4.58757,7.17,2.0,2.0,31.2332030078978,544.962956077663,569.56394101511,17.8945202777698,13.594337451792,,Lake Pohue,0.359741707192309,0.0344394025190358,4.528374603,0.0,35.93627600400001,0.0,0.0,59.53534939,0.0,0.0,21.6794833886788
32444,-39.165591756386,18.3842,1417392.9731584,1.70102,104240.0,497.86,4.34,4.57098,14.72,1.15,3.12,,,,,,, ,9.28534994937784,0.0351861666969357,47.45326039,0.0,0.0,52.54673961,0.0,0.0,0.0,0.0,14.491376746189438
32446,-39.1671992785949,19.2321999999999,1251189.7675653,2.03199,130265.0,501.14,4.42,4.68514,17.25,1.06,3.26,,,,,,, ,9.44402672018397,0.0351861666969357,41.23995924,0.0,0.0,58.76004076,0.0,0.0,0.0,0.0,17.029386365926403
32448,-39.1611927798878,19.1995,133717.2634522,1.37659,88099.5,458.0,4.27,4.463,5.25,1.81,2.18,,,,,,, ,8.73830756495406,0.0351861666969357,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.142135623730951
32466,-39.1770338751917,12.2179,264361.9185231,5.05352,205811.0,395.58,4.4,4.61092,4.5,2.0,2.0,36.5412139300943,491.368338814628,569.543378295381,17.667737255913,19.9709764225688,28.44310783333335, ,6.08828354440602,0.0518242341666755,94.18965358,0.0,5.810346419,0.0,0.0,0.0,0.0,0.0,18.439088914585774
32478,-39.1470150588047,18.2597999999999,468863.7684064,5.83977,355443.0,485.3,4.59,4.81861,9.87,2.0,2.0,36.0477569928454,500.78005784442,562.849880081713,14.0108243229289,13.0806861761108,10.2403956794872,Lake Opouahi,8.62028269374762,0.117731203432131,51.22855715,0.0,0.0,0.0,0.0,48.771442857,0.0,0.0,18.973665961010276
32500,-39.0595048600297,7.76476,551966.5483772,1.19501,30930.0,16.94,4.18,3.971,10.45,2.19,4.0,,,,,,, ,1.24395392413639,0.0,74.02495432,0.0,0.0,0.0,0.0,0.0,25.97504568,0.0,17.60681686165901
32561,-40.1173402523679,10.971,191806.3764236,1.51478,55395.3,129.95,3.73,3.45349,4.26,1.0,2.0,,,,,,, ,11.3750731453375,0.0,91.2312758,0.0,8.768724198,0.0,0.0,0.0,0.0,0.0,15.491933384829668
32605,-40.0893026375457,11.0495,257644.5970975,3.41004,125598.0,158.71,3.68,3.41222,3.55,2.92,2.84,37.9400547924593,502.583692159754,567.866043576924,13.6803609486597,22.7196022241125,, ,15.0369606257093,0.117195268493128,95.49589263,0.0,4.504107373,0.0,0.0,0.0,0.0,0.0,18.16590212458495
32611,-40.084713268299,22.5808,644189.6084846,2.68205,201877.0,159.06,3.64,3.40455,3.09,3.0,3.0,,,,,,, ,17.2522595531745,0.117195268493128,96.51945371,0.0,3.480546288,0.0,0.0,0.0,0.0,0.0,18.439088914585774
32635,-40.0762337391257,16.2554,361369.6699942,1.16813,63294.8,155.99,3.56,3.3121,2.54,2.98,2.97,,,,,,, ,17.8366060916032,0.117195268493128,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.811388300841896
32636,-40.0724004320042,8.57165,146519.3491334,2.57207,73489.6,159.73,3.53,3.28879,0.15,2.78,2.57,,,,,,, ,13.1229987143746,0.117195268493128,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.16590212458495
32639,-40.0678714221691,8.37758,713113.410385,9.38459,262067.0,157.1,3.49,3.24928,0.77,2.2,1.41,,,,,,, ,15.7027560423256,0.117195268493128,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6794833886788
32647,-40.0644014565805,8.57165,164415.53914,1.02908,29402.9,159.99,3.45,3.21317,1.72,3.0,3.0,,,,,,, ,17.4531253223287,0.117195268493128,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.60681686165901
32649,-40.0563462509026,21.3125,173556.3043938,1.31195,93203.2,140.3,3.41,3.17343,2.07,2.0,1.0,,,,,,, ,16.7336006911424,0.117195268493128,92.37827856,0.0,7.621721435,0.0,0.0,0.0,0.0,0.0,17.60681686165901
32658,-40.0726869284736,11.5878999999999,386653.2530291,1.26171,48734.9,161.19,3.5,3.33638,2.13,1.78,1.64,,,,,,, ,9.91719568263955,0.0868435743382544,92.19103842,0.0,7.808961577,0.0,0.0,0.0,0.0,0.0,17.60681686165901
32667,-40.0582699641499,21.3153,103922.3303879,1.19772,85099.2,144.9,3.33,3.17947,2.18,1.47,1.52,,,,,,, ,9.266425083633,0.0868435743382544,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.60681686165901
32727,-40.183476446614,0.0,81142.2987342999,2.70269,92037.7,79.38,0.0,3.8445,0.0,0.0,0.0,,,,,,, ,6.88328358530433,0.0145484410289502,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32777,-40.1778423977037,10.457,5721907.8017648,1.54915,53998.1,89.0,4.1,3.92565,6.56,2.74,3.12,,,,,,, ,11.180818908441,0.0083191892514359,94.38266024,0.0,2.135538379,0.0,0.0,3.481801381,0.0,0.0,17.029386365926403
32805,-40.0222095910343,3.0,67503047.568684,152.874,14668000.0,132.38,3.08,2.92603,4.97,2.45,2.36,36.3131583339751,572.909256822715,577.135404527755,18.9344681356788,38.6689151642894,47.97717715,Hatuma Lake,16.6881788869855,0.0529706910006343,95.517392405,1.090227016,1.915023831,0.0,0.0,0.519019719,0.011867099,0.946469934,45.71651780264984
32835,-40.0291095291573,8.60577999999999,9081351.205547,3.01221,86408.0,139.82,3.13,3.03329,6.07,1.07,3.77,,,,,,, ,6.77144900793706,0.0119663843485259,91.44501582,0.0,3.9117809460000004,0.000110875,0.0,3.9364507050000004,0.706641653,0.0,18.973665961010276
32836,-40.0263713951341,8.61303,456637.1127681,1.31626,37789.9,140.0,3.14,3.06105,2.63,2.0,1.0,,,,,,, ,5.51812428188353,0.0,99.62804705,0.0,0.371952952,0.0,0.0,0.0,0.0,0.0,16.431676725154983
32852,-40.0174176803815,8.74972,1050378.5831055,1.92164,56046.2,134.03,3.06,2.97495,4.61,1.48,2.54,,,,,,, ,11.923847146928,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.165750888103101
32996,-40.1276656733357,11.2312999999999,86303.4889904,1.32746,49697.1,241.32,3.97,3.92438,4.95,3.0,3.0,,,,,,, ,7.82845564266211,0.0269652592469645,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.491376746189438
33008,-40.1244318152511,10.6865,131069.7804927,1.11684,39783.6,178.45,3.98,3.92092,0.62,3.0,3.0,,,,,,, ,23.7070230236601,0.0153365721752203,92.54300079,0.0,7.456999206,0.0,0.0,0.0,0.0,0.0,14.491376746189438
33009,-40.1344159105739,17.7203,356135.7769919,4.32866,255683.0,176.37,4.04,3.98891,2.47,3.0,3.0,34.0508410734305,494.93714015967,569.52431418629,12.2285266857207,16.6408997480774,, ,20.4570665408269,0.0153365721752203,89.29401758,0.0,10.70598242,0.0,0.0,0.0,0.0,0.0,19.493588689617926
33010,-40.1357172566957,22.2490999999999,154999.3242765,1.43602,106500.0,178.89,4.04,3.9881,4.46,3.0,3.0,,,,,,, ,20.4306393509203,0.0153365721752203,81.43890527,0.0,18.56109473,0.0,0.0,0.0,0.0,0.0,17.320508075688775
33027,-40.0990114925664,11.6355,388738.4960793,2.7244,105666.0,181.74,3.71,3.65623,3.82,2.71,2.85,,,,,,, ,4.58295591995976,0.0056008724318617,74.63018914,0.0,0.004744016,0.0,0.0,25.36506685,0.0,0.0,17.320508075688775
33033,-40.1105858382466,10.4816,178832.4666256,1.47536,51547.4,161.62,3.86,3.80908,1.62,2.36,1.73,,,,,,, ,27.5121003817219,0.0,99.912611,0.0,0.087388997,0.0,0.0,0.0,0.0,0.0,15.491933384829668
33062,-40.2186856298585,22.032,164669.0579582,2.31361,169911.0,99.07,4.43,4.22913,2.44,3.0,3.0,15.787743916698,489.327447255961,513.437932724028,9.88301079565657,20.0179782849205,, ,10.9568435919583,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.165750888103101
33063,-40.2152899148767,22.9858,2877822.1692515,1.17459,89996.2,80.09,4.37,4.18451,4.89,3.0,3.0,,,,,,, ,12.4535309466836,7.16550063570795e-07,99.93892308,0.0,0.061076923,0.0,0.0,0.0,0.0,0.0,17.320508075688775
33065,-40.2131034970892,17.1528999999999,77932.0593117999,1.12209,64156.7,100.0,4.33,4.14253,1.55,3.0,3.0,,,,,,, ,8.77463063084259,0.0003378117120692,77.6797962,0.0,0.0,0.0,0.0,22.3202038,0.0,0.0,13.416407864998739
33083,-40.2091231297109,11.0794,82004.9026136,1.25861,46482.0,113.01,4.27,4.07723,5.3,3.0,3.0,,,,,,, ,10.890984603639,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.491933384829668
33085,-40.2155399856496,9.5054,853396.4254448,1.24375,39407.8,34.03,4.33,4.13613,7.38,2.72,3.13,,,,,,, ,12.6298796089569,0.0,94.22809785,0.0,0.0,0.0,0.0,5.771902145,0.0,0.0,15.811388300841896
33095,-40.2044039310148,25.5733999999999,1280244.9487002,1.11384,94949.2,78.71,4.3,4.11488,9.07,1.11,3.94,,,,,,, ,10.3644169999632,0.0004211176531237,77.14909806,0.0,0.0,0.0,0.0,22.85090194,0.0,0.0,13.784048752090222
33101,-40.2060142270709,5.25037,242812.8640405,1.20483,21086.0,40.33,4.23,4.03547,5.74,1.0,4.0,,,,,,, ,9.15910421199974,0.0,67.14973542,0.0,17.53738944,0.062839387,0.0,15.25003575,0.0,0.0,15.165750888103101
33117,-40.1960480762553,7.28019,1173030.8477088,1.47221,35726.6,26.11,4.31,4.16655,10.19,3.0,3.04,,,,,,, ,26.6521022647316,0.0153365721752203,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.832396974191326
33133,-40.1782662562528,25.9938,444075.8718627,1.49835,129826.0,83.57,4.26,4.16595,11.55,3.0,3.22,,,,,,, ,25.5249491486354,0.0153365721752203,96.67362501,0.0,3.32637499,0.0,0.0,0.0,0.0,0.0,15.491933384829668
33143,-40.1665446381232,22.5605,318670.6108711,2.02753,152474.0,159.72,4.28,4.23944,7.26,1.0,4.0,,,,,,, ,22.8910583179023,0.0153365721752203,87.04591122,0.0,12.95408878,0.0,0.0,0.0,0.0,0.0,14.832396974191326
33151,-40.155854433667,22.9795,77530.8925676,1.35101,103485.0,198.81,4.24,4.21005,3.43,3.0,3.0,,,,,,, ,18.0918867884354,0.0153365721752203,89.7830151,0.0,10.2169849,0.0,0.0,0.0,0.0,0.0,13.416407864998739
33152,-40.1552842586255,11.5322,199652.894267,2.47404,95103.6,197.57,4.24,4.21908,3.2,3.0,3.03,,,,,,, ,25.3541097263071,0.0,99.12454329,0.0,0.875456711,0.0,0.0,0.0,0.0,0.0,19.748417658131498
33158,-40.1642874215129,11.9158,112467.5066703,1.59919,63518.9,202.37,4.29,4.24077,7.38,1.86,4.0,,,,,,, ,19.2595548199503,0.0132257994095484,77.7860463,0.0,11.3903327,0.0,0.0,10.823621,0.0,0.0,17.88854381999832
33189,-40.0898285564354,11.4257,38748.8872302,1.07905,41096.3,215.54,3.72,3.69705,3.97,3.0,3.0,,,,,,, ,7.09807983246009,0.0269652592469645,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.491376746189438
33228,-40.0934405429705,22.4441999999999,393235.3932625,1.55402,116263.0,195.98,3.73,3.70582,6.79,2.8,3.09,,,,,,, ,6.78796461409112,0.0091959640253355,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.811388300841896
33230,-40.087587695223,22.5977,205733.8300694,1.19223,89805.6,202.78,3.67,3.64722,6.37,3.0,3.0,,,,,,, ,6.11543832495452,0.0078087941577046,89.37460309,0.0,3.488969269,7.136427644,0.0,0.0,0.0,0.0,15.491933384829668
33237,-40.0810878314841,11.7143999999999,251345.4038965,1.06635,41639.0,234.35,3.66,3.62567,4.98,3.0,3.0,,,,,,, ,5.85091780085914,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.416407864998739
33269,-40.0670954277372,21.7087,841265.2815887,1.19847,86724.0,159.94,3.52,3.46798,3.41,1.96,2.48,,,,,,, ,5.43962782759989,0.0,89.64417874,0.0,10.35582126,0.0,0.0,0.0,0.0,0.0,15.811388300841896
33287,-40.068142197282,21.128,802927.9868848,5.01728,353350.0,181.63,3.59,3.58215,3.19,3.0,3.0,42.249701918034,566.760499072108,573.386011909293,14.9312400003339,12.8426269072839,, ,16.7211469831002,0.0030786556098287,99.98785549,0.0,0.0,0.0,0.0,0.012144508,0.0,0.0,18.973665961010276
33288,-40.0615617605471,22.8548,145510.8279784,1.02835,78342.5,219.62,3.58,3.59633,5.34,3.0,3.0,,,,,,, ,15.1743448606225,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.165750888103101
33293,-40.0589799903153,20.89,1160139.3501524,2.07108,144216.0,177.92,3.52,3.48498,1.67,2.99,2.98,,,,,,, ,25.7063633351457,0.0146861475172165,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.320508075688775
33307,-40.1409555583761,10.9309999999999,46438.2715979,1.30654,47606.2,200.0,4.17,4.15289,1.19,3.0,3.0,,,,,,, ,20.9651772770547,0.0,76.13433517,0.0,0.0,23.86566483,0.0,0.0,0.0,0.0,14.491376746189438
33309,-40.1350722290427,21.4639999999999,1301268.911928,10.9432,782954.0,181.91,4.08,4.0604,4.07,3.0,3.0,30.8554170103469,492.816395896204,561.470753104867,12.2969539043643,19.8571346168264,12.3538686666667,Long Range Lake,21.4679815790447,0.001035556101409,83.0108162,0.0,16.446770051,0.542413755,0.0,0.0,0.0,0.0,23.49468024894146
33336,-40.1015826388363,22.3536,550585.5271258,2.41195,179720.0,179.13,3.85,3.82893,6.42,3.0,3.3,,,,,,, ,12.057764370071,0.0,93.39776096,0.0,4.932711812,0.049149633,0.0,1.620377594,0.0,0.0,17.029386365926403
33337,-40.1090876396564,21.4723,3872534.4766999,1.97903,141648.0,178.56,3.92,3.90072,7.81,2.89,3.01,,,,,,, ,22.5930972628852,0.0,94.99104139,0.0,1.636900112,0.0,0.0,3.372058501,0.0,0.0,15.811388300841896
33392,-40.0889682490479,22.3507,125900.9027911,3.02986,225731.0,421.7,4.18,4.33638,2.06,3.0,3.72,,,,,,, ,6.45224774710471,0.0,65.39748954,0.0,0.0,0.0,0.0,34.60251046,0.0,0.0,17.029386365926403
33427,-40.0515595727198,8.5489,228295.92657,1.37271,39117.3,179.71,3.54,3.55393,0.26,3.0,3.0,,,,,,, ,7.27293559271147,0.0,91.39020537,0.0,8.609794629,0.0,0.0,0.0,0.0,0.0,16.1245154965971
33429,-40.0488362680603,8.5489,510205.875905,3.23809,92273.6,178.76,3.52,3.52998,0.25,2.94,2.89,,,,,,, ,6.05637298818235,0.0,89.07329049,0.0,10.92670951,0.0,0.0,0.0,0.0,0.0,17.320508075688775
33437,-40.0522270318304,20.8523,451999.401513,1.74613,121369.0,185.21,3.62,3.62845,6.61,2.97,2.98,,,,,,, ,6.21429817759536,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.320508075688775
33553,-39.9656475682973,20.6162999999999,171737.976145,1.30489,89673.4,180.22,3.09,3.1217,0.22,3.0,3.0,,,,,,, ,11.5160727359057,0.14994223307625,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.431676725154983
33594,-40.0039476694445,13.8981999999999,124310.7931846,1.07218,49670.9,178.2,3.13,3.13522,7.57,1.0,4.0,,,,,,, ,12.6036057446267,0.0,95.20211489,0.0,0.0,0.0,0.0,4.797885106,0.0,0.0,13.416407864998739
33597,-39.9992828545881,11.135,286648.93621,2.07133,76881.2,147.44,2.98,2.92813,3.83,1.0,3.47,,,,,,, ,12.6652046685282,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.832396974191326
33601,-40.0165206904271,10.6450999999999,83186.9294985,1.01588,36047.3,180.0,3.15,3.10725,3.57,3.0,3.0,,,,,,, ,14.5361542293907,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.491376746189438
33606,-40.011309460485,11.5031,121797.7324326,1.90096,72889.7,162.69,3.09,3.05407,2.26,3.0,3.0,,,,,,, ,12.592869089113,0.0,85.64204189,14.35795811,0.0,0.0,0.0,0.0,0.0,0.0,17.029386365926403
33614,-40.0424227253951,21.3621,233125.8820276,1.58668,112982.0,157.78,3.32,3.27623,2.76,3.0,3.0,,,,,,, ,5.64230106889457,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.811388300841896
33622,-40.0213464418134,10.9113,302642.151959,1.3268,48256.9,156.32,3.22,3.18443,3.92,3.0,3.0,,,,,,, ,16.3619914027867,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.029386365926403
33638,-40.0255256776333,11.8833,147640.1572254,1.78059,70530.9,178.26,3.32,3.3001,3.61,2.9,2.95,,,,,,, ,14.8423378750723,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.165750888103101
33651,-39.9970358013647,23.3829999999999,206121.2085256,1.58978,123913.0,116.72,2.98,2.90131,2.13,2.45,1.91,,,,,,, ,14.8439043449225,0.0,90.72229992,0.0,9.277700081,0.0,0.0,0.0,0.0,0.0,14.2828568570857
33652,-40.0020082244718,23.1010999999999,278500.2553627,1.16614,89797.3,119.94,3.01,2.95931,3.37,2.67,2.34,,,,,,, ,16.102276079793,0.0,98.41278765,0.0,1.587212353,0.0,0.0,0.0,0.0,0.0,16.1245154965971
33672,-40.0081499483991,11.0919,91406.0102912,1.20596,44587.9,210.37,3.23,3.23835,3.19,3.0,3.0,,,,,,, ,18.4865909708519,0.0,95.34332573,0.0,4.656674272,0.0,0.0,0.0,0.0,0.0,14.142135623730951
